"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(failed_mapped) mapped reads"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX17245625_cl13_it2"	"SRX17245625"	"cl13"	"it2"	"AY603973:GENE_183318-188960;"	"0.995"	"17501"	"5643"	"5640"	"28"	"0"	"7925"	"13564"	"1"	"5640"	"0.0"	"3750"	"Monkeypox virus"	"SPECIES"	"unknown"	"Monkeypox virus"	"10244"	"MPXV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"32.23"	"acc|GENBANK|OR353580.1|Monkeypox"	"acc|GENBANK|OR353580.1|Monkeypox virus isolate MN-MDH-MPXV_0070, partial genome|Monkeypox virus|VRL|01-AUG-2023 "	"99.957"	"17501"	"195981"	"11737"	"3"	"1"	"5765"	"17501"	"178751"	"190485"	"0.0"	"21645.0"	10244.0	"megahit_scaffold2|size17501"	0.0	0.0	14.77	0.0	""	5.0	0.03	"34.28"	""	67213001.0	116.0	33.5	0.0003958214	1961.0	3.0	38891.0	6.713563154896511	540399.0	93.2864368451035	0.0	0.0	579290.0	100.0	38566.0	6.657459994130746	0.0	0.0	0.0	104.0	4900.0	14406.0	165.8	76.5	5020272.0	4954255.0	0.0	0.0	253.0	0.0	540399.0	75092.0	235.0	104.0	19319.0	2285.0	0.12355	"Unknown Library"	66610362.0	116.0	33.5	0.000403432	1766.0	3.0	34086.0	5.9333141857489755	540399.0	94.06668581425103	0.0	0.0	574485.0	100.0	33998.0	5.917996118262444	0.0	0.0	0.0	104.0	4227.0	12795.0	169.2	78.4	4417633.0	4377442.0	0.0	0.0	1.0	92.0	0.0	1.0	1.0	92.0	0.0	0.0	93.0	0.0	0.0	0.0	64.0	64.0	28.0	28.0	0.44	0.44	4.0	10.0	6.0	4.0	21.0	5.0	8.0	11.0	3.0	1.0	10.0	9.0	162.92	3.0	509.0	144.0	100.0	100.0	100.0	92.0	71.0	34.0	0.0	0.0	0.0
"SRX17527367_cl5_consensus"	"SRX17527367"	"cl5"	"consensus"	"NC_003391:GENE_179027-180187;"	"0.958"	"135"	"1161"	"72"	"3"	"0"	"63"	"134"	"592"	"663"	"6.859e-09"	"52"	"Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus"	"SPECIES,SPECIES,SPECIES,SPECIES,SPECIES,SPECIES,SPECIES"	"unknown"	"Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus"	"10243,10244,10245,10255,12643,28871,28873"	"CPXV,MPXV,VACV,VARV,ECTV,TATV,CMLV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"53.33"	"acc|GENBANK|OP642420.1|Monkeypox"	"acc|GENBANK|OP642420.1|Monkeypox virus isolate ANT-LDSP-ANT-MPX-25507E, partial genome|Monkeypox virus|VRL|17-OCT-2022 "	"100.0"	"135"	"191902"	"73"	"0"	"0"	"1"	"73"	"169029"	"168957"	"3.8699999999999995e-30"	"135.0"	10244.0	"spades_scaffold23|size135"	1.0	55.61	0.0	0.0	"spades_scaffold1|size167431"	""	""	""	""	45357133.0	124.0	33.4	0.02079383	669.0	0.0	492.0	0.13484254666045442	364378.0	99.86515745333955	0.0	0.0	364870.0	100.0	338.0	0.09263573327486502	0.0	0.0	0.0	47.0	66.0	97.0	61.2	23.0	65683.0	32173.0	0.0	0.0	124.0	0.0	364378.0	743.0	105.0	47.0	184.0	21.0	0.29878	"Unknown Library"	45336014.0	124.0	33.4	0.02161578	480.0	0.0	345.0	0.09459233445656018	364378.0	99.90540766554345	0.0	0.0	364723.0	100.0	298.0	0.08170584251610126	0.0	0.0	0.0	47.0	59.0	84.0	60.8	22.3	44564.0	22206.0	0.0	0.0	0.0	50.0	0.0	0.0	1.0	50.0	0.0	0.0	50.0	0.0	0.0	0.0	35.0	35.0	15.0	15.0	0.43	0.43	5.0	3.0	1.0	3.0	12.0	6.0	8.0	6.0	1.0	1.0	3.0	1.0	107.6	75.0	158.0	101.0	100.0	100.0	100.0	100.0	50.0	0.0	0.0	0.0	0.0
"SRX17527367_cl6_it2"	"SRX17527367"	"cl6"	"it2"	"AY603973:GENE_183318-188960;"	"0.995"	"17686"	"5643"	"5640"	"28"	"0"	"9617"	"3978"	"1"	"5640"	"0.0"	"3750"	"Monkeypox virus"	"SPECIES"	"unknown"	"Monkeypox virus"	"10244"	"MPXV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"31.89"	"acc|GENBANK|OP526860.1|Monkeypox"	"acc|GENBANK|OP526860.1|Monkeypox virus isolate MPXV_USA_2022_RI0001, complete genome|Monkeypox virus|VRL|26-SEP-2022 "	"100.0"	"17686"	"206803"	"11811"	"0"	"0"	"1"	"11811"	"200441"	"188631"	"0.0"	"21811.0"	10244.0	"spades_scaffold2|size17686"	0.0	11.74	0.0	0.0	""	100.0	0.57	"565.42"	""	45357133.0	124.0	33.4	0.0005494701	2966.0	12.0	43336.0	11.87710691479157	321534.0	88.12289308520843	0.0	0.0	364870.0	100.0	42838.0	11.740619946830378	0.0	0.0	0.0	251.0	5836.0	15628.0	165.5	85.2	5473558.0	5397928.0	0.0	0.0	250.0	0.0	321534.0	82155.0	233.0	251.0	21543.0	2593.0	0.125046	"Unknown Library"	44707209.0	124.0	33.4	0.0005275546	2519.0	12.0	37917.0	10.5485865945567	321534.0	89.4514134054433	0.0	0.0	359451.0	100.0	37656.0	10.475975863191367	0.0	0.0	0.0	251.0	4994.0	13879.0	169.6	87.5	4823634.0	4774861.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	177.44	0.0	563.0	166.0	99.0	99.0	99.0	95.0	83.0	36.0	0.0	0.0	0.0
"SRX17527367_cl7_it2"	"SRX17527367"	"cl7"	"it2"	"HQ420896:GENE_2457-4385;"	"0.899"	"6626"	"1929"	"1767"	"178"	"0"	"4606"	"2840"	"1770"	"7"	"0.0"	"1125"	"Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus"	"SPECIES,SPECIES,SPECIES,SPECIES,SPECIES,SPECIES"	"unknown"	"Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus"	"10243,10244,10255,12643,28871,28873"	"CPXV,MPXV,VARV,ECTV,TATV,CMLV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"26.67"	"acc|NEIGHBOR|AY753185.1|Monkeypox"	"acc|NEIGHBOR|AY753185.1|Monkeypox virus strain COP-58, complete genome|Monkeypox virus|VRL|07-SEP-2005 "	"99.346"	"6626"	"199469"	"6574"	"19"	"6"	"56"	"6626"	"1"	"6553"	"0.0"	"11880.0"	10244.0	"spades_scaffold3|size6594"	1.0	32.1	43.94	0.0	"megahit_scaffold2|size24282"	0.0	0.0	"0.00"	""	45357133.0	124.0	33.4	0.0004166973	5905.0	1322.0	115197.0	31.572066763504807	249673.0	68.42793323649519	0.0	0.0	364870.0	100.0	114562.0	31.398032175843447	0.0	0.0	0.0	268.0	16977.0	40493.0	158.0	80.0	14232195.0	14170957.0	0.0	0.0	121.0	0.0	249673.0	68915.0	112.0	268.0	57538.0	18526.0	0.322613	"Unknown Library"	40959617.0	125.0	33.4	0.0003989272	3907.0	1111.0	78033.0	23.811892366938658	249673.0	76.18810763306134	0.0	0.0	327706.0	100.0	77530.0	23.658401127840197	0.0	0.0	0.0	268.0	10744.0	28209.0	168.8	87.5	9834679.0	9793768.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	972.28	290.0	1811.0	947.0	100.0	100.0	100.0	100.0	100.0	100.0	96.0	72.0	42.0
"SRX17527367_cl8_consensus"	"SRX17527367"	"cl8"	"consensus"	"JN654983:GENE_177755-178756;"	"1.0"	"263"	"1002"	"129"	"0"	"0"	"141"	"13"	"472"	"600"	"3.0269999999999996e-23"	"93"	"Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus"	"SPECIES,SPECIES,SPECIES,SPECIES,SPECIES,SPECIES"	"unknown"	"Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus"	"10243,10244,10245,10255,28871,28873"	"CPXV,MPXV,VACV,VARV,TATV,CMLV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"49.05"	"acc|GENBANK|OP890533.1|Monkeypox"	"acc|GENBANK|OP890533.1|Monkeypox virus isolate MPXV/Human/USA/CA-LACPHL-MA00299/2022, partial genome|Monkeypox virus|VRL|24-NOV-2022 "	"99.62"	"263"	"195589"	"263"	"1"	"0"	"1"	"263"	"172519"	"172257"	"9.429999999999999e-134"	"481.0"	10244.0	"spades_scaffold9|size263"	1.0	0.06	55.76	0.0	"megahit_scaffold1|size166982"	""	""	""	""	45357133.0	124.0	33.4	0.01346398	551.0	8.0	420.0	0.11510949105160743	364450.0	99.88489050894839	0.0	0.0	364870.0	100.0	386.0	0.10579110368076303	0.0	0.0	0.0	0.0	59.0	134.0	129.5	69.5	53587.0	40924.0	0.0	0.0	34.0	0.0	364450.0	744.0	27.0	0.0	193.0	23.0	0.17381	"Unknown Library"	45347580.0	124.0	33.4	0.01310667	441.0	8.0	347.0	0.09512139628341242	364450.0	99.90487860371658	0.0	0.0	364797.0	100.0	340.0	0.09320252085406404	0.0	0.0	0.0	0.0	53.0	117.0	126.0	67.3	44034.0	33647.0	0.0	0.0	0.0	41.0	0.0	0.0	1.0	41.0	0.0	0.0	41.0	0.0	0.0	0.0	37.0	37.0	4.0	4.0	0.11	0.11	1.0	3.0	2.0	1.0	17.0	3.0	0.0	14.0	0.0	0.0	0.0	0.0	82.61	10.0	115.0	91.0	100.0	100.0	100.0	86.0	25.0	0.0	0.0	0.0	0.0
"SRX18766827_cl39_it2"	"SRX18766827"	"cl39"	"it2"	"KM821979:KM821979;"	"0.986"	"3335"	"3410"	"1722"	"24"	"0"	"3323"	"1602"	"3331"	"1610"	"0.0"	"1139"	"Lassa mammarenavirus"	"SPECIES"	"unknown"	"Lassa mammarenavirus"	"11620"	"LASV"	"RNA"	"N"	"S"	"Human,Vertebrate"	"51.63"	"acc|GENBANK|OQ791501.1|MAG:"	"acc|GENBANK|OQ791501.1|MAG: Lassa mammarenavirus isolate c0177 segment S genomic sequence|Mammarenavirus lassaense|ENV|26-APR-2023 "	"99.97"	"3335"	"3340"	"3335"	"0"	"1"	"1"	"3335"	"1"	"3334"	"0.0"	"6152.0"	1653394.0	"acc-NEIGHBOR-MH053527.1-Mammarenavirus"	2.0	21.15	23.57	0.0	"spades_scaffold9|size3379,megahit_scaffold3|size3566"	0.0	0.0	"0.00"	""	39083487.0	100.0	37.8	0.0006080274	1281.0	1.0	21203.0	5.43003923416548	369273.0	94.56996076583451	0.0	0.0	390476.0	100.0	21124.0	5.409807516979277	0.0	0.0	0.0	760.0	90.0	9070.0	288.1	113.7	2121400.0	2106813.0	0.0	0.0	21.0	0.0	369273.0	46167.0	16.0	760.0	10591.0	1127.0	0.10706	"Unknown Library"	38854959.0	100.0	37.8	0.0006109793	1150.0	1.0	18933.0	4.877049813758674	369273.0	95.12295018624133	0.0	0.0	388206.0	100.0	18874.0	4.861851697294735	0.0	0.0	0.0	760.0	89.0	8005.0	287.8	116.7	1892872.0	1882224.0	0.0	0.0	1.0	6.0	0.0	1.0	1.0	6.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	548.6	38.0	870.0	576.0	100.0	100.0	100.0	100.0	99.0	98.0	0.0	9.0	0.0
"SRX18766827_cl40_it2"	"SRX18766827"	"cl40"	"it2"	"KM821978:KM821978;"	"0.959"	"6842"	"7258"	"6660"	"273"	"0"	"149"	"6808"	"7140"	"481"	"0.0"	"4336"	"Lassa mammarenavirus"	"SPECIES"	"unknown"	"Lassa mammarenavirus"	"11620"	"LASV"	"RNA"	"N"	"L"	"Human,Vertebrate"	"97.34"	"acc|GENBANK|OQ791484.1|MAG:"	"acc|GENBANK|OQ791484.1|MAG: Lassa mammarenavirus isolate c0177 segment L genomic sequence|Mammarenavirus lassaense|ENV|26-APR-2023 "	"100.0"	"6842"	"7122"	"6750"	"0"	"0"	"93"	"6842"	"7122"	"373"	"0.0"	"12466.0"	1653394.0	"spades_scaffold1|size6842"	1.0	13.89	15.49	0.0	"megahit_scaffold1|size6864"	39.0	0.58	"584.62"	""	39083487.0	100.0	37.8	0.0005520086	765.0	0.0	13915.0	3.563599299316731	376561.0	96.43640070068327	0.0	0.0	390476.0	100.0	13738.0	3.518270008912199	0.0	0.0	0.0	519.0	57.0	5808.0	289.6	135.4	1391690.0	1385848.0	0.0	0.0	9.0	0.0	376561.0	50433.0	6.0	519.0	6953.0	458.0	0.066259	"Unknown Library"	38990626.0	100.0	37.8	0.0005422344	702.0	0.0	12993.0	3.3353527367194276	376561.0	96.66464726328057	0.0	0.0	389554.0	100.0	12830.0	3.2935100140160287	0.0	0.0	0.0	519.0	57.0	5401.0	289.3	142.8	1298829.0	1294643.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	4.0	2.0	2.0	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	184.29	0.0	297.0	182.0	99.0	99.0	99.0	98.0	98.0	34.0	0.0	0.0	0.0
"SRX18766849_cl8_it2"	"SRX18766849"	"cl8"	"it2"	"KM821978:KM821978;"	"0.959"	"6822"	"7258"	"6663"	"273"	"0"	"117"	"6779"	"7143"	"481"	"0.0"	"4331"	"Lassa mammarenavirus"	"SPECIES"	"unknown"	"Lassa mammarenavirus"	"11620"	"LASV"	"RNA"	"N"	"L"	"Human,Vertebrate"	"97.67"	"acc|GENBANK|OQ791486.1|MAG:"	"acc|GENBANK|OQ791486.1|MAG: Lassa mammarenavirus isolate c0211 segment L genomic sequence|Mammarenavirus lassaense|ENV|26-APR-2023 "	"100.0"	"6822"	"6722"	"6703"	"0"	"0"	"120"	"6822"	"6722"	"20"	"0.0"	"12379.0"	1653394.0	"spades_scaffold1|size6822"	1.0	41.68	42.81	0.0	"megahit_scaffold1|size7408"	0.0	0.0	"0.00"	""	77231758.0	100.0	37.6	0.0004857231	9919.0	0.0	204001.0	26.454470005446485	567139.0	73.54552999455352	0.0	0.0	771140.0	100.0	194244.0	25.18920040459579	0.0	0.0	0.0	5149.0	430.0	92656.0	268.7	110.8	20478201.0	20421100.0	0.0	0.0	137.0	0.0	567139.0	72431.0	134.0	5149.0	101932.0	47232.0	0.463713	"Unknown Library"	67694257.0	100.0	37.6	0.0004990247	5483.0	0.0	109403.0	16.170910305642515	567139.0	83.82908969435748	0.0	0.0	676542.0	100.0	102932.0	15.21442866813886	0.0	0.0	0.0	5149.0	355.0	48480.0	285.9	128.4	10940700.0	10987432.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	5.0	1.0	1.0	0.2	0.2	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1555.82	11.0	2977.0	1528.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	97.0
"SRX18766849_cl9_it2"	"SRX18766849"	"cl9"	"it2"	"KM821979:KM821979;"	"0.984"	"3363"	"3410"	"1719"	"27"	"0"	"3310"	"1592"	"3328"	"1610"	"0.0"	"1134"	"Lassa mammarenavirus"	"SPECIES"	"unknown"	"Lassa mammarenavirus"	"11620"	"LASV"	"RNA"	"N"	"S"	"Human,Vertebrate"	"51.12"	"acc|GENBANK|OQ791509.1|MAG:"	"acc|GENBANK|OQ791509.1|MAG: Lassa mammarenavirus isolate c0211 segment S genomic sequence|Mammarenavirus lassaense|ENV|26-APR-2023 "	"99.97"	"3363"	"3307"	"3298"	"0"	"1"	"1"	"3298"	"11"	"3307"	"0.0"	"6083.0"	1653394.0	"spades_scaffold2|size3363"	1.0	56.12	56.47	0.0	"megahit_scaffold2|size3519"	0.0	0.0	"0.00"	""	77231758.0	100.0	37.6	0.0005910969	16196.0	2.0	274174.0	35.554374043623724	496966.0	64.44562595637628	0.0	0.0	771140.0	100.0	267196.0	34.649479990663174	0.0	0.0	0.0	6753.0	914.0	123207.0	256.0	103.9	27489638.0	27399907.0	0.0	0.0	162.0	0.0	496966.0	77419.0	162.0	6753.0	137006.0	72778.0	0.53148	"Unknown Library"	62560966.0	100.0	37.6	0.0006628485	8538.0	2.0	128456.0	20.53909200507817	496966.0	79.46090799492183	0.0	0.0	625422.0	100.0	123796.0	19.793995094512184	0.0	0.0	0.0	6753.0	672.0	55276.0	272.9	123.7	12818846.0	12880772.0	0.0	0.0	1.0	7.0	0.0	1.0	1.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	3.0	4.0	4.0	1.33	1.33	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3656.73	278.0	6166.0	3847.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	97.0
"SRX19260942_raw"	"SRX19260942"	"raw"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX19467387_cl10_it2"	"SRX19467387"	"cl10"	"it2"	"HQ420896:GENE_2457-4385;"	"0.899"	"6644"	"1929"	"1767"	"178"	"0"	"2037"	"3803"	"1770"	"7"	"0.0"	"1125"	"Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus"	"SPECIES,SPECIES,SPECIES,SPECIES,SPECIES,SPECIES"	"unknown"	"Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus"	"10243,10244,10255,12643,28871,28873"	"CPXV,MPXV,VARV,ECTV,TATV,CMLV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"26.6"	"acc|GENBANK|PP778666.1|Monkeypox"	"acc|GENBANK|PP778666.1|Monkeypox virus strain hMpxV/China/GZ8H-01/2023, complete genome|Monkeypox virus|VRL|15-MAY-2024 "	"99.94"	"6644"	"198260"	"5035"	"1"	"2"	"1610"	"6644"	"193140"	"198172"	"0.0"	"9280.0"	10244.0	"spades_scaffold2|size6644"	0.0	50.12	0.0	0.0	""	0.0	0.0	"0.00"	""	169938207.0	146.0	33.4	0.0007335878	62433.0	8047.0	583599.0	50.30392726432707	576547.0	49.69607273567293	0.0	0.0	1160146.0	100.0	581580.0	50.1298974439424	0.0	0.0	0.0	219.0	27176.0	264088.0	217.4	74.2	85456117.0	85106378.0	0.0	0.0	955.0	0.0	576547.0	98190.0	940.0	219.0	291322.0	198185.0	0.680793	"Unknown Library"	111876461.0	147.0	33.4	0.0007613471	20752.0	3900.0	186289.0	24.420583192193345	576547.0	75.57941680780665	0.0	0.0	762836.0	100.0	185310.0	24.292246301957434	0.0	0.0	0.0	219.0	7532.0	85571.0	240.4	91.2	27394371.0	27256953.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3129.47	607.0	4723.0	3173.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0
"SRX19467387_cl11_consensus"	"SRX19467387"	"cl11"	"consensus"	"NC_003310:GENE_34227-35258;"	"0.943"	"163"	"1032"	"159"	"9"	"0"	"3"	"161"	"159"	"4"	"1.297e-19"	"83"	"Cowpox virus,Monkeypox virus,Vaccinia virus"	"SPECIES,SPECIES,SPECIES"	"unknown"	"Cowpox virus,Monkeypox virus,Vaccinia virus"	"10243,10244,10245"	"CPXV,MPXV,VACV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"97.55"	"acc|GENBANK|OP642423.1|Monkeypox"	"acc|GENBANK|OP642423.1|Monkeypox virus isolate ANT-LDSP-ANT-MPX-25513O, partial genome|Monkeypox virus|VRL|17-OCT-2022 "	"100.0"	"163"	"191827"	"163"	"0"	"0"	"1"	"163"	"29697"	"29535"	"4.55e-80"	"302.0"	10244.0	"spades_scaffold850|size163"	2.0	49.54	85.65	0.0	"megahit_scaffold1|size173405,spades_scaffold1|size185175"	""	""	""	""	169938207.0	146.0	33.4	0.007951514	307.0	0.0	425.0	0.03663332028899811	1159721.0	99.963366679711	0.0	0.0	1160146.0	100.0	306.0	0.026375990608078638	0.0	0.0	0.0	21.0	31.0	122.0	110.0	37.3	62589.0	38609.0	0.0	0.0	103.0	0.0	1159721.0	192.0	77.0	21.0	161.0	52.0	0.425882	"Unknown Library"	169911338.0	146.0	33.4	0.008405569	192.0	0.0	244.0	0.021035117438888244	1159721.0	99.97896488256112	0.0	0.0	1159965.0	100.0	204.0	0.017586737530873777	0.0	0.0	0.0	21.0	23.0	79.0	111.3	38.1	35720.0	22842.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.35	79.0	114.0	96.0	100.0	100.0	100.0	100.0	47.0	0.0	0.0	0.0	0.0
