seq1_id	seq2_id	alignment_length	comparable_sites	matches	mismatches	mismatch_rate	seq1_length	seq2_length	seq1_gaps	seq2_gaps	seq1_Ns	seq2_Ns
LVE00279-8890_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7263	7257	6759	0	0.000000	7261	7259	2	4	502	499
LVE00279-7476_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00063-9496_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3417	3397	3361	0	0.000000	3405	3409	12	8	44	8
LVE00279-9698_LVE00279_cl0_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3362	3362	0	0.000000	3362	3569	207	0	0	40
LVE00045-6870_LVE00045_cl0_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00127-7274_LVE00127_cl1_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00279-9092_LVE00279_cl0_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3573	3394	3394	7	0.002062	3405	3569	168	4	0	40
LVE00279-7880_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00063-7476_LVE00063_cl2_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7259	7259	6760	0	0.000000	7259	7259	0	0	499	499
LVE00167-8688_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	7280	6930	0	0.000000	7280	7280	0	0	350	350
LVE00223-8486_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00045-8688_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7258	7242	6398	0	0.000000	7258	7242	0	16	849	844
LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	7242	6398	0	0.000000	7242	7242	0	0	844	844
LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3409	3409	3403	0	0.000000	3409	3409	0	0	6	6
LVE00050-7880_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	1775	1766	0	0.000000	1775	7271	5496	0	9	1350
LVE00140-9294_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00167-7678_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00127-8082_LVE00127_cl2_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00063-8890_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00140-6870_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00050-7476_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00167-9092_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00127-8688_LVE00127_cl0_it2.consensus_bcftools	_R_LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7263	4117	4117	45	0.010930	4167	7258	3096	5	0	10
LVE00279-8486_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7259	7186	6687	0	0.000000	7186	7259	73	0	499	499
LVE00279-9294_LVE00279_cl0_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3573	3401	3401	7	0.002058	3412	3569	161	4	0	40
LVE00045-9294_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3412	3407	3350	0	0.000000	3412	3407	0	5	61	56
LVE00167-7476_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00223-6870_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00140-9698_LVE00140_cl0_it2.consensus_bcftools	_R_LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7385	7143	7143	24	0.003360	7170	7382	215	3	0	0
LVE00050-8284_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7293	7188	5685	1	0.000139	7211	7271	82	22	1513	1350
LVE00050-8082_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	1775	1766	0	0.000000	1775	7271	5496	0	9	1350
LVE00279-8688_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7259	7257	6760	0	0.000000	7257	7259	2	0	497	499
LVE00140-6668_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00063-7678_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00050-7678_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	1775	1766	0	0.000000	1775	7271	5496	0	9	1350
LVE00223-8082_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00167-8688_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00167-9698_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00063-8486_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3396	2669	0	0.000000	3396	3409	13	0	727	8
LVE00050-8486_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7275	7210	5831	1	0.000139	7215	7271	60	4	1372	1350
LVE00045-8082_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00045-7476_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00279-7880_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7259	7257	6760	0	0.000000	7257	7259	2	0	497	499
LVE00167-6668_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00127-7274_LVE00127_cl2_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00167-6466_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00223-7678_LVE00223_cl0_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7262	7242	6369	0	0.000000	7242	7262	20	0	873	775
LVE00045-6466_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
LVE00045-7678_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	7167	6134	0	0.000000	7167	7242	75	0	1028	844
LVE00279-8082_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00063-9698_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3409	3396	3396	0	0.000000	3396	3409	13	0	0	8
LVE00140-8890_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00140-8284_LVE00140_cl2_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00167-7072_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00279-9294_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00127-9698_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00223-7072_LVE00223_cl2_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	1574	1572	0	0.000000	1574	3413	1839	0	2	22
LVE00279-6870_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00045-7880_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7243	7171	6218	0	0.000000	7172	7242	71	1	946	844
LVE00279-7072_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00045-8486_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00127-9698_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7258	7258	7248	0	0.000000	7258	7258	0	0	10	10
LVE00050-8284_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00279-8284_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7259	7259	6760	0	0.000000	7259	7259	0	0	499	499
LVE00279-8890_LVE00279_cl1_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl1_it2.consensus_bcftools	3569	3569	3529	0	0.000000	3569	3569	0	0	40	40
LVE00167-7880_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00167-6466_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00140-7476_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00045-9496_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3407	3403	3351	0	0.000000	3403	3407	4	0	52	56
LVE00127-9092_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00050-6870_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3417	1842	1814	71	0.038545	1918	3412	1499	5	1	166
LVE00127-8082_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7273	7248	4212	1	0.000138	7264	7258	9	15	3051	10
LVE00140-7880_LVE00140_cl0_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl0_it2.consensus_bcftools	7382	7382	7382	0	0.000000	7382	7382	0	0	0	0
LVE00127-7880_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7272	7147	4112	0	0.000000	7161	7258	111	14	3039	10
LVE00167-8486_LVE00167_cl1_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3399	3378	0	0.000000	3399	3408	9	0	6	30
LVE00167-6870_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7258	7258	7248	0	0.000000	7258	7258	0	0	10	10
LVE00127-9294_LVE00127_cl1_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00045-7476_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7264	7238	5935	3	0.000414	7263	7242	1	22	1316	844
LVE00223-8082_LVE00223_cl0_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7268	7243	6484	0	0.000000	7249	7262	19	6	755	775
LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	LVE00223-RVDB_LVE00223_cl1_it2.consensus_bcftools	3413	3413	3391	0	0.000000	3413	3413	0	0	22	22
LVE00279-9698_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00167-9496_LVE00167_cl0_it2.consensus_bcftools	LVE00167-RVDB_LVE00167_cl1_it2.consensus_bcftools	3408	3398	3378	0	0.000000	3398	3408	10	0	20	30
LVE00279-9496_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00223-9294_LVE00223_cl0_it2.consensus_bcftools	_R_LVE00223-RVDB_LVE00223_cl0_it2.consensus_bcftools	7351	4873	4789	0	0.000000	4962	7262	2388	89	173	775
LVE00045-7678_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00045-8284_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	7217	6393	0	0.000000	7217	7242	25	0	814	844
LVE00127-7880_LVE00127_cl2_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl1_it2.consensus_bcftools	3497	3242	3242	17	0.005244	3347	3409	150	88	0	6
LVE00279-7274_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00045-6870_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
LVE00050-6668_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7276	7183	5921	0	0.000000	7188	7271	88	5	1248	1350
LVE00063-7880_LVE00063_cl1_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl1_it2.consensus_bcftools	3442	3235	3228	18	0.005564	3286	3409	156	33	0	8
LVE00050-9092_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3412	3406	3239	0	0.000000	3406	3412	6	0	167	166
LVE00050-9294_LVE00050_cl0_it2.consensus_bcftools	LVE00050-RVDB_LVE00050_cl1_it2.consensus_bcftools	3412	3407	3245	0	0.000000	3407	3412	5	0	162	166
LVE00045-9092_LVE00045_cl0_it2.consensus_bcftools	LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3407	3392	3349	0	0.000000	3392	3407	15	0	43	56
LVE00045-8284_LVE00045_cl1_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl1_it2.consensus_bcftools	3443	1822	1798	33	0.018112	1891	3407	1552	36	0	56
LVE00050-9092_LVE00050_cl1_it2.consensus_bcftools	_R_LVE00050-RVDB_LVE00050_cl0_it2.consensus_bcftools	7271	1775	1766	0	0.000000	1775	7271	5496	0	9	1350
LVE00279-7678_LVE00279_cl0_it2.consensus_bcftools	LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7259	7164	6428	0	0.000000	7164	7259	95	0	690	499
LVE00127-8284_LVE00127_cl0_it2.consensus_bcftools	LVE00127-RVDB_LVE00127_cl0_it2.consensus_bcftools	7266	7229	4825	6	0.000830	7243	7258	23	8	2412	10
LVE00167-9294_LVE00167_cl1_it2.consensus_bcftools	_R_LVE00167-RVDB_LVE00167_cl0_it2.consensus_bcftools	7282	1724	1724	0	0.000000	1725	7280	5557	0	0	350
LVE00140-8082_LVE00140_cl1_it2.consensus_bcftools	LVE00140-RVDB_LVE00140_cl1_it2.consensus_bcftools	3413	3413	3397	0	0.000000	3413	3413	0	0	16	16
LVE00063-8486_LVE00063_cl2_it2.consensus_bcftools	_R_LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	1363	1299	0	0.000000	1363	7258	5895	0	64	1761
LVE00063-6466_LVE00063_cl0_it2.consensus_bcftools	LVE00063-RVDB_LVE00063_cl0_it2.consensus_bcftools	7258	7234	5447	0	0.000000	7234	7258	24	0	1786	1761
LVE00279-7072_LVE00279_cl1_it2.consensus_bcftools	_R_LVE00279-RVDB_LVE00279_cl0_it2.consensus_bcftools	7260	3393	3392	0	0.000000	3394	7259	3866	1	2	499
LVE00045-6668_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
LVE00045-9092_LVE00045_cl2_it2.consensus_bcftools	_R_LVE00045-RVDB_LVE00045_cl0_it2.consensus_bcftools	7242	1308	1308	5	0.003823	1313	7242	5929	0	0	844
