,,gaps,identities,mismatches,query_length,number_of_gaps,number_of_Ns,alignment_length,got,db,alignment_path
Jorah-reference_cl0_it2.consensus_ivar,MZ766668.1,0,9010,1,9011,0,1,9011,Jorah,reference,./data/influence-reference/alignment-vs-ref//Jorah.reference_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-virosaurus_cl4_it2.consensus_ivar,MZ766668.1,73,8994,0,9067,17,56,9067,Jorah,virosaurus,./data/influence-reference/alignment-vs-ref//Jorah.virosaurus_cl4_it2.consensus_ivar.vs.MZ766668.1.aln
Rickon-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9055,1,9056,0,1,9056,Rickon,MN090188,./data/influence-reference/alignment-vs-ref//Rickon.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-MN090277-MN090188_cl0_it2.consensus_ivar,MN090188.1,176,9055,1,9232,0,177,9232,Rickon,MN090277-MN090188,./data/influence-reference/alignment-vs-ref//Rickon.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-MN090277_cl0_it2.consensus_ivar,MN090188.1,176,9055,1,9232,0,177,9232,Rickon,MN090277,./data/influence-reference/alignment-vs-ref//Rickon.MN090277_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-reference_cl0_it2.consensus_ivar,MN090188.1,29,9054,1,9084,1,29,9084,Rickon,reference,./data/influence-reference/alignment-vs-ref//Rickon.reference_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-virosaurus_cl0_it2.consensus_ivar,MN090188.1,48,9040,1,9089,15,34,9089,Rickon,virosaurus,./data/influence-reference/alignment-vs-ref//Rickon.virosaurus_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9056,0,9056,0,0,9056,Robb,MN090188,./data/influence-reference/alignment-vs-ref//Robb.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090188_cl0_it2.consensus_ivar,MN090277.1,182,9004,49,9235,179,0,9235,Robb,MN090188,./data/influence-reference/alignment-vs-ref//Robb.MN090188_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-MN090277-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9056,0,9056,0,0,9056,Robb,MN090277-MN090188,./data/influence-reference/alignment-vs-ref//Robb.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090277-MN090188_cl0_it2.consensus_ivar,MN090277.1,182,9004,49,9235,179,0,9235,Robb,MN090277-MN090188,./data/influence-reference/alignment-vs-ref//Robb.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-MN090277_cl0_it2.consensus_ivar,MN090188.1,176,9056,0,9232,0,1,9232,Robb,MN090277,./data/influence-reference/alignment-vs-ref//Robb.MN090277_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090277_cl0_it2.consensus_ivar,MN090277.1,6,9179,50,9235,3,1,9235,Robb,MN090277,./data/influence-reference/alignment-vs-ref//Robb.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-reference_cl0_it2.consensus_ivar,MN090188.1,3594,7190,1747,12531,119,404,12531,Robb,reference,./data/influence-reference/alignment-vs-ref//Robb.reference_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-reference_cl0_it2.consensus_ivar,MN090277.1,3506,7221,1848,12575,163,404,12575,Robb,reference,./data/influence-reference/alignment-vs-ref//Robb.reference_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-reference_cl1_it2.consensus_ivar,MN090188.1,10,9055,0,9065,1,0,9065,Robb,reference,./data/influence-reference/alignment-vs-ref//Robb.reference_cl1_it2.consensus_ivar.vs.MN090188.1.aln
Robb-reference_cl1_it2.consensus_ivar,MN090277.1,174,9012,49,9235,171,0,9235,Robb,reference,./data/influence-reference/alignment-vs-ref//Robb.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Robb-virosaurus_cl0_it2.consensus_ivar,MN090188.1,29,9055,0,9084,1,18,9084,Robb,virosaurus,./data/influence-reference/alignment-vs-ref//Robb.virosaurus_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-virosaurus_cl0_it2.consensus_ivar,MN090277.1,189,9013,50,9252,169,18,9252,Robb,virosaurus,./data/influence-reference/alignment-vs-ref//Robb.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090240_cl0_it2.consensus_ivar,MN090240.1,13,8930,82,9025,3,1,9025,Sansa,MN090240,./data/influence-reference/alignment-vs-ref//Sansa.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090240_cl0_it2.consensus_ivar,MN090277.1,210,8821,201,9232,210,1,9232,Sansa,MN090240,./data/influence-reference/alignment-vs-ref//Sansa.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,214,8933,82,9229,0,1,9229,Sansa,MN090277-MN090240,./data/influence-reference/alignment-vs-ref//Sansa.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090277-MN090240_cl0_it2.consensus_ivar,MN090277.1,9,9025,201,9235,6,1,9235,Sansa,MN090277-MN090240,./data/influence-reference/alignment-vs-ref//Sansa.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090277_cl0_it2.consensus_ivar,MN090240.1,214,8933,82,9229,0,1,9229,Sansa,MN090277,./data/influence-reference/alignment-vs-ref//Sansa.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090277_cl0_it2.consensus_ivar,MN090277.1,9,9025,201,9235,6,1,9235,Sansa,MN090277,./data/influence-reference/alignment-vs-ref//Sansa.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl0_it2.consensus_ivar,MN090240.1,3649,7289,1598,12536,128,22,12536,Sansa,reference,./data/influence-reference/alignment-vs-ref//Sansa.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl0_it2.consensus_ivar,MN090277.1,3522,7278,1781,12581,173,22,12581,Sansa,reference,./data/influence-reference/alignment-vs-ref//Sansa.reference_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl1_it2.consensus_ivar,MN090240.1,452,8960,55,9467,0,339,9467,Sansa,reference,./data/influence-reference/alignment-vs-ref//Sansa.reference_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl1_it2.consensus_ivar,MN090277.1,253,8835,388,9476,9,339,9476,Sansa,reference,./data/influence-reference/alignment-vs-ref//Sansa.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl3_it2.consensus_ivar,MN090240.1,341,7386,1462,9189,167,0,9189,Sansa,reference,./data/influence-reference/alignment-vs-ref//Sansa.reference_cl3_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl3_it2.consensus_ivar,MN090277.1,498,7326,1552,9376,354,0,9376,Sansa,reference,./data/influence-reference/alignment-vs-ref//Sansa.reference_cl3_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl0_it2.consensus_ivar,MN090240.1,760,8911,101,9772,3,694,9772,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl0_it2.consensus_ivar,MN090277.1,537,8893,339,9769,0,694,9769,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl1_it2.consensus_ivar,MN090240.1,762,8928,84,9774,3,292,9774,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl1_it2.consensus_ivar,MN090277.1,545,8874,355,9774,3,292,9774,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl4_it2.consensus_ivar,MN090240.1,283,8950,65,9298,0,227,9298,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl4_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl4_it2.consensus_ivar,MN090277.1,66,8852,380,9298,0,227,9298,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl4_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl8_it2.consensus_ivar,MN090240.1,310,8551,255,9116,209,309,9116,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl8_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl8_it2.consensus_ivar,MN090277.1,331,8367,537,9235,328,309,9235,Sansa,virosaurus,./data/influence-reference/alignment-vs-ref//Sansa.virosaurus_cl8_it2.consensus_ivar.vs.MN090277.1.aln
Theon-MN090240_cl0_it2.consensus_ivar,MN090240.1,0,9014,1,9015,0,1,9015,Theon,MN090240,./data/influence-reference/alignment-vs-ref//Theon.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,210,8996,19,9225,0,229,9225,Theon,MN090277-MN090240,./data/influence-reference/alignment-vs-ref//Theon.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-MN090277_cl0_it2.consensus_ivar,MN090240.1,210,8996,19,9225,0,229,9225,Theon,MN090277,./data/influence-reference/alignment-vs-ref//Theon.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-reference_cl0_it2.consensus_ivar,MN090240.1,273,8996,19,9288,0,292,9288,Theon,reference,./data/influence-reference/alignment-vs-ref//Theon.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-virosaurus_cl0_it2.consensus_ivar,MN090240.1,273,8996,19,9288,0,292,9288,Theon,virosaurus,./data/influence-reference/alignment-vs-ref//Theon.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,366,7721,1218,9305,72,1,9305,Tyrion,MN090277-MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar,MN090277.1,1,9081,151,9233,0,1,9233,Tyrion,MN090277-MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277.MZ766668_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,8,8927,77,9012,7,0,9012,Tyrion,MN090277-MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277-MZ766668_cl1_it2.consensus_ivar,MN090277.1,345,7625,1321,9291,286,0,9291,Tyrion,MN090277-MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277_cl0_it2.consensus_ivar,MZ766668.1,366,7721,1218,9305,72,1,9305,Tyrion,MN090277,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277_cl0_it2.consensus_ivar,MN090277.1,1,9081,151,9233,0,1,9233,Tyrion,MN090277,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277_cl1_it2.consensus_ivar,MZ766668.1,108,8930,66,9104,15,0,9104,Tyrion,MN090277,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277_cl1_it2.consensus_ivar,MN090277.1,259,7726,1305,9290,201,0,9290,Tyrion,MN090277,./data/influence-reference/alignment-vs-ref//Tyrion.MN090277_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,724,7724,1215,9663,72,0,9663,Tyrion,MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MZ766668_cl0_it2.consensus_ivar,MN090277.1,361,9058,173,9592,1,0,9592,Tyrion,MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MZ766668_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,8,8927,77,9012,7,0,9012,Tyrion,MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MZ766668_cl1_it2.consensus_ivar,MN090277.1,345,7625,1321,9291,286,0,9291,Tyrion,MZ766668,./data/influence-reference/alignment-vs-ref//Tyrion.MZ766668_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-reference_cl1_it2.consensus_ivar,MZ766668.1,242,7757,1160,9159,94,0,9159,Tyrion,reference,./data/influence-reference/alignment-vs-ref//Tyrion.reference_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-reference_cl1_it2.consensus_ivar,MN090277.1,169,8869,195,9233,168,0,9233,Tyrion,reference,./data/influence-reference/alignment-vs-ref//Tyrion.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-reference_cl2_it2.consensus_ivar,MZ766668.1,529,8949,55,9533,7,521,9533,Tyrion,reference,./data/influence-reference/alignment-vs-ref//Tyrion.reference_cl2_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-reference_cl2_it2.consensus_ivar,MN090277.1,590,7624,1460,9674,148,521,9674,Tyrion,reference,./data/influence-reference/alignment-vs-ref//Tyrion.reference_cl2_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-virosaurus_cl17_it2.consensus_ivar,MZ766668.1,279,7680,1223,9182,108,29,9182,Tyrion,virosaurus,./data/influence-reference/alignment-vs-ref//Tyrion.virosaurus_cl17_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-virosaurus_cl17_it2.consensus_ivar,MN090277.1,202,8910,142,9254,180,29,9254,Tyrion,virosaurus,./data/influence-reference/alignment-vs-ref//Tyrion.virosaurus_cl17_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-virosaurus_cl1_it2.consensus_ivar,MZ766668.1,912,8960,51,9923,0,255,9923,Tyrion,virosaurus,./data/influence-reference/alignment-vs-ref//Tyrion.virosaurus_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-virosaurus_cl1_it2.consensus_ivar,MN090277.1,899,7664,1464,10027,104,255,10027,Tyrion,virosaurus,./data/influence-reference/alignment-vs-ref//Tyrion.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
