Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
PQ262629,Influenza A virus,GenBank,GCA_041711785.1,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-08-30,EPI_ISL_19168439,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,USA: Connecticut,USA,CT,Homo sapiens,,2024-04-22,,PRJNA998880,"Influenza A virus (A/Connecticut/42/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
PV517703,Influenza A virus,GenBank,GCA_049716085.1,,"Steel,J., Kirby,M., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, Influenza Division",USA,2025-04-15,EPI_ISL_19759849,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1752,partial,H1N1,4,,USA: Florida,USA,FL,Homo sapiens,,2025-02-07,,PRJNA998884,"Influenza A virus (A/Florida/ISC-1161/2025(H1N1)) segment 4 hemagglutinin (HA) gene, complete cds"
KC296356,Influenza A virus (A/equine/Newmarket/1/1993(H3N8)),GenBank,set:4453be1906900b4ee3c0fbb0bd969c8761f75c8a,,"Murcia,P.R., Baillie,G.J., Stack,J.C., Jervis,C., Elton,D., Mumford,J.A., Daly,J., Kellam,P., Grenfell,B.T., Holmes,E.C., Wood,J.L., Stack,C.","University of Glasgow, Centre for Virus Research",United Kingdom,2013-03-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),903,partial,H3N8,4,1,United Kingdom,United Kingdom,,Equus caballus,oronasopharynx,1993,,,"Influenza A virus (A/equine/Newmarket/1/1993(H3N8)) clone 8559D4h08 segment 4 hemagglutinin (HA) gene, partial cds"
MN424055,Influenza A virus,GenBank,GCA_039165335.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-09-14,EPI_ISL_377884,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1541,partial,H3N2,5,,USA: Michigan,USA,MI,Homo sapiens,,2019-05-14,,PRJNA37813,"Influenza A virus (A/Michigan/382/2019(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
CY204194,Influenza A virus (A/mallard/Ohio/14OS0570/2014(mixed)),GenBank,set:3ccd13e1d4d36a37b08856ba341e31cfd2c4a906,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Nolting,J., Bao,Y., Sanders,R., Zhdanov,S., Kiryutin,B., Lipman,D.J., Tatusova,T., Slemons,R., Bowman,A.","on behalf of JCVI/The Ohio State University/NCBI, National Center for Biotechnology Information, NIH",USA,2016-03-15,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,mixed,3,,USA: Ohio,USA,OH,Anas platyrhynchos,,2014-08-22,,"PRJNA183620,PRJNA263044","Influenza A virus (A/mallard/Ohio/14OS0570/2014(mixed)) polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
CY196249,Influenza A virus (A/mallard/Interior Alaska/11BM03819/2011(H3N8)),GenBank,GCA_038621275.1,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S., Hill,N., Puryear,W., Bao,Y., Sanders,R., Zhdanov,S., Kiryutin,B., Lipman,D.J., Tatusova,T., Runstadler,J.","on behalf of JCVI/Massachusetts Institute of Technology/NCBI, National Center for Biotechnology Information, NIH",USA,2016-01-20,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2295,partial,H3N8,1,,USA: Interior Alaska,USA,AK,Anas platyrhynchos,,2011-09-03,,"PRJNA183620,PRJNA263044,PRJNA266349","Influenza A virus (A/mallard/Interior Alaska/11BM03819/2011(H3N8)) polymerase PB2 (PB2) gene, complete cds"
MN001402,Influenza A virus,GenBank,GCA_039119255.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-06-05,EPI_ISL_349741,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1441,partial,H3N2,6,,USA: Indiana,USA,IN,Homo sapiens,,2019-01-14,,PRJNA37813,"Influenza A virus (A/Indiana/03/2019(H3N2)) segment 6 neuraminidase (NA) gene, complete cds"
PQ693354,Influenza A virus,GenBank,GCA_046384645.1,,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.","Seattle Flu Study submission group, The Brotman Baty Institute for Precision Medicine",USA,2024-12-06,WA-S26294,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H1N1,2,,"USA: Washington,King County",USA,WA,Homo sapiens,oronasopharynx,2019-02-14,SAMN44802500,PRJNA988813,"Influenza A virus (A/King County/WA-S26294/2019(H1N1)) segment 2 polymerase PB1 (PB1) gene, complete cds; and nonfunctional PB1-F2 protein (PB1-F2) gene, complete sequence"
MN424053,Influenza A virus,GenBank,GCA_039165335.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-09-14,EPI_ISL_377884,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,1,,USA: Michigan,USA,MI,Homo sapiens,,2019-05-14,,PRJNA37813,"Influenza A virus (A/Michigan/382/2019(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
KY013756,Influenza A virus (A/blue-winged teal/Louisiana/UGAI15-1321/2015(H7N3)),GenBank,GCA_038776945.1,,"Reeves,A.B.","U.S. Geological Survey, Alaska Science Center",USA,2017-04-04,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1706,partial,H7N3,4,,"USA: St. Landry Parish, Louisiana",USA,LA,Spatula discors,"oronasopharynx, cloaca",2015-03-28,,,"Influenza A virus (A/blue-winged teal/Louisiana/UGAI15-1321/2015(H7N3)) segment 4 hemagglutinin (HA) gene, complete cds"
OQ959107,Influenza A virus,GenBank,GCA_039261585.1,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E., Pantin-Jackwood,M.J., Stuber,T., Hicks,J., Norris,C., Franzen,K., Love,E., Chinh,T.","United States Department of Agriculture, Agricultural Research Service, Southeast Poultry Research Laboratory",USA,2023-08-23,22-006544-004,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,1,USA: Florida,USA,FL,Haliaeetus leucocephalus,,2022-02,,,"Influenza A virus (A/Bald Eagle/Florida/22-006544-004/2022(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
OR201930,Influenza A virus,GenBank,GCA_039382135.1,,"Wentworth,D., Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2023-07-03,EPI_ISL_17559567,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H3N2,8,,USA: Rhode Island,USA,RI,Homo sapiens,,2023-03-16,,PRJNA37813,"Influenza A virus (A/Rhode Island/21/2023(H3N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
DM083559,Influenza A virus,GenBank,set:DM083559,,"Ga,C., Kumar,M., Mcswiggen,J.A.",,,2009-04-21,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),19,partial,,,,,,,,,,,,RNAI THERAPEUTIC FOR RESPIRATORY VIRUS INFECTION
KY593205,Influenza A virus (A/green winged teal/Mexico-Sonora/827/2009(H5N3)),GenBank,set:d589f4e9903aa010ab99468691a8d1a6cbd92820,,"Isa,P., Paulin,L.F., Hernandez,J., Montalvo-Corral,M., Lopez,S., Arias,C.F.","Instituto de Biotecnoogia, UNAM, Departamento de Genetica del Desarrollo y Fisiologia Molecular",Mexico,2017-07-31,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),681,partial,H5N3,4,,Mexico: Sonora,Mexico,,Anas carolinensis,feces,2009-01-10,,,"Influenza A virus (A/green winged teal/Mexico-Sonora/827/2009(H5N3)) segment 4 hemagglutinin, HA2 region, (HA) gene, partial cds"
CY226671,Influenza A virus (A/Michigan/16/2017(H3N2)),GenBank,GCA_038949235.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",,2017-04-12,EPI_ISL_253594,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,USA: Michigan,USA,MI,Homo sapiens,,2017-01-27,,,"Influenza A virus (A/Michigan/16/2017(H3N2)) hemagglutinin (HA) gene, complete cds"
PV326814,Influenza A virus,GenBank,,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, Influenza Division",USA,2025-03-18,EPI_ISL_19017042,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1752,partial,H1N1,4,,USA: Florida,USA,FL,Homo sapiens,,2024-02-21,,PRJNA998884,"Influenza A virus (A/Florida/ISC-1053/2024(H1N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ698628,Influenza A virus,GenBank,GCA_046399135.1,,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.","Seattle Flu Study submission group, The Brotman Baty Institute for Precision Medicine",USA,2024-12-06,WA-S26782,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),862,partial,H1N1,8,,"USA: Washington,King County",USA,WA,Homo sapiens,oronasopharynx,2020-02-16,SAMN44802988,PRJNA988813,"Influenza A virus (A/King County/WA-S26782/2020(H1N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PP508513,Influenza A virus,GenBank,GCA_039453405.1,,"Lauring,A.S., Papalambros,L.K.","Lauring Lab at University of Michigan, Department of Microbiology and Immunology",USA,2024-03-26,UM-10056046645,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H3N2,8,,USA: Michigan,USA,MI,Homo sapiens,,2024-02-18,,PRJNA1019712,"Influenza A virus (A/Michigan/UM-10056046645/2024(H3N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
KX916556,Influenza A virus (A/Georgia/54/2016(H3N2)),GenBank,GCA_038847205.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2016-10-10,EPI_ISL_225043,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,USA,USA,,Homo sapiens,,2016-04-18,,,"Influenza A virus (A/Georgia/54/2016(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
KY785905,Influenza A virus (A/reassortant/H9N2:pH1N1_RGpassage7(quail/Hong Kong/G1/1997 x California/04/2009)(H9N2)),GenBank,set:ce6e9637704f4138e249c6a0ce4745b631266018,,"Van den Hoecke,S., Mancera Gracia,J.C., Saelens,X., Van Reeth,K.","VIB - UGent, Center for Medical Biotechnology",Belgium,2017-04-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2341,complete,H9N2,2,,,Hong Kong,,,,,,,"Influenza A virus (A/reassortant/H9N2:pH1N1_RGpassage7(quail/Hong Kong/G1/1997 x California/04/2009)(H9N2)) segment 2 polymerase PB1 (PB1) gene, complete cds"
MN307917,Influenza A virus,GenBank,set:3e10db4845cf96f6771eefe003338105dfe4d656,,"USDA Swine Surveillance,A., Lin,K., Johnston,S., Zhang,J., Gauger,P.","USDA Swine Surveillance, USDA Swine Surveillance",USA,2019-08-18,A02478595,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H3N2,6,,USA: Iowa,USA,IA,Sus scrofa,lung,2019-07-16,,,"Influenza A virus (A/swine/Iowa/A02478595/2019(H3N2)) segment 6 neuraminidase (NA) gene, complete cds"
KY289156,Influenza A virus (A/Florida/81/2016(H3N2)),GenBank,GCA_038912005.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2016-12-11,EPI_ISL_238683,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2209,partial,H3N2,3,,USA,USA,,Homo sapiens,,2016-10-03,,,"Influenza A virus (A/Florida/81/2016(H3N2)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
FJ805648,Influenza A virus (A/Taiwan/413/2004(H3N2)),GenBank,GCA_038239895.1,,"Lin,J.H., Chiu,S.C., Cheng,J.C., Chang,H.W., Hsiao,K.L., Lin,Y.C., Wu,H.S., Liu,H.F., Lin,J.-H., Chiu,S.-C., Liu,H.-F.","Center for Diseases Control, Taiwan, Center for Research and Diagnostics",Taiwan,2010-08-03,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),773,partial,H3N2,8,1,Taiwan,Taiwan,,Homo sapiens,,2004-08-12,,,"Influenza A virus (A/Taiwan/413/2004(H3N2)) segment 8 nonstructural protein 1 (NS1) and nuclear export protein (NEP) genes, partial cds"
PP806964,Influenza A virus,GenBank,,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-05-21,EPI_ISL_18990268,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1540,partial,H3N2,5,,USA: Minnesota,USA,MN,Homo sapiens,,2024-01-13,,PRJNA998887,"Influenza A virus (A/Minnesota/ISC-1011/2024(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
GQ303553,Influenza A virus (A/Catalonia/362/2009(H1N1)),GenBank,set:2fe147de99b161e038d3d3a31fad94884fbcfb70,,"Anton,A., Martinez,M.J., Isanta,R., Munoz,C., Costa,J., Marcos,M.A., Pumarola,T.","Hospital Clinic, Microbiology",Spain,2009-06-24,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1224,partial,H1N1,6,,Spain: Catalonia,Spain,,Homo sapiens,oronasopharynx,2009-06-16,,PRJNA37813,"Influenza A virus (A/Catalonia/362/2009(H1N1)) segment 6 neuraminidase (NA) gene, partial cds"
MN873988,Influenza A virus,GenBank,GCA_039161365.1,,"Zeighami,R., Pan,R., Balansay-Ames,M.S., Vo,S., Myers,C.A., Christy,N.C.","Naval Health Research Center, Operational Infectious Diseases",USA,2019-12-31,NHRC_OID_FDX70722,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,2,,Japan: Yokosuka,Japan,,Homo sapiens,oronasopharynx,2019-04-17,,,"Influenza A virus (A/Yokosuka/NHRC_OID_FDX70722/2019(H3N2)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
KC738262,Influenza A virus (A/Taiwan/124/2001(H3N2)),GenBank,GCA_038187765.1,,"Lin,J.H., Chiu,S.C., Lin,Y.C., Cheng,J.C., Wu,H.S., Salemi,M., Liu,H.F., Lin,J.-H., Chiu,S.-C., Lin,Y.-C., Cheng,J.-C., Wu,H.-S., Liu,H.-F.","Centers for Disease Control, Research and Diagnostics Center",Taiwan,2013-04-26,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2231,partial,H3N2,2,1,Taiwan: Taipei,Taiwan,,Homo sapiens,oronasopharynx,2001-04-14,,,"Influenza A virus (A/Taiwan/124/2001(H3N2)) segment 2 polymerase PB1 (PB1) gene, partial cds; and PB1-F2 protein (PB1-F2) gene, complete cds"
KJ907518,Influenza A virus (A/eurasian curlew/Zhuanghe/ZH-47/2013(H3N3)),GenBank,GCA_038685335.1,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.","Academy of Military Medical Sciences, Department of Virology Research",China,2019-01-01,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,complete,H3N3,3,,China: Zhuanghe,China,,Numenius arquata,feces,2013-04-01,,,"Influenza A virus (A/eurasian curlew/Zhuanghe/ZH-47/2013(H3N3)) segment 3 polymerase PA (PA) gene, complete cds"
OP210893,Influenza A virus,GenBank,,,"Wentworth,D., Barnes,J., Garten,R.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2022-08-17,EPI_ISL_13284047,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,2,,USA: Tennessee,USA,TN,Homo sapiens,,2022-04-27,,PRJNA37813,"Influenza A virus (A/Tennessee/13/2022(H3N2)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
KP458877,Influenza A virus (A/Niigata/07F102/2008(H1N1)),GenBank,set:ee74fedc53ed54514ddd59a8faece35913fd2091,,"Bedford,T., Riley,S., Barr,I.G., Broor,S., Chadha,M., Cox,N.J., Daniels,R.S., Gunasekaran,C.P., Hurt,A.C., Kelso,A., Klimov,A., Lewis,N.S., Li,X., McCauley,J.W., Odagiri,T., Potdar,V., Rambaut,A., Shu,Y., Skepner,E., Smith,D.J., Suchard,M.A., Tashiro,M., Wang,D., Xu,X., Lemey,P., Russell,C.A.","Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center",USA,2015-06-01,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1695,partial,H1N1,4,,Japan: Niigata,Japan,,Homo sapiens,,2008-02-18,,,"Influenza A virus (A/Niigata/07F102/2008(H1N1)) segment 4 hemagglutinin (HA) gene, partial cds"
PV271683,Influenza A virus,GenBank,GCA_048572235.1,,"Rothstein,A.P., Collins,S., Muir,G., Qiu,X., Simas,A., Lu,B., Cosca,B., Girinathan,B., Leeson,P., Philipson,C.W., Plocik,A.M., Simen,B.","Ginkgo Bioworks, Ginkgo Biosecurity",USA,2025-03-13,GKISBBBE04018,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),866,partial,H3N2,8,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2025-02-16,,,"Influenza A virus (A/New Jersey/GKISBBBE04018/2025(H3N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
OP086476,Influenza A virus,GenBank,GCA_039258955.1,,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Minnich,D.E., Kramer,D.L., Hanson,J.F., DeMarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.","United States Air Force, USAFSAM/PHE",USA,2022-08-01,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H3N2,5,,USA: North Dakota,USA,ND,Homo sapiens,oronasopharynx,2022-01-18,,,"Influenza A virus (A/North Dakota/12611/2022(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
KM185838,Influenza A virus (A/swine/Indiana/13TOSU3913/2013(H1N1)),GenBank,GCA_038697265.1,,"Nelson,S.W., Bowman,A.S., Slemons,R., Sreevatsan,S.","VPM, The Ohio State University",USA,2014-08-09,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H1N1,6,,USA: IN,USA,IN,Sus scrofa,,2013-08-31,,,"Influenza A virus (A/swine/Indiana/13TOSU3913/2013(H1N1)) segment 6 neuraminidase (NA) gene, complete cds"
OQ667561,Influenza A virus,GenBank,GCA_039341155.1,,"Wentworth,D., Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2023-03-26,EPI_ISL_16761836,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H1N1,1,,USA: Arizona,USA,AZ,Homo sapiens,,2022-11-28,,PRJNA37813,"Influenza A virus (A/Arizona/64/2022(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
JX101342,Influenza A virus (A/canine/Liaoning/1585/2010(H3N2)),GenBank,GCA_038582795.1,,"Sun,Y., Sun,S., Ma,J., Tan,Y., Du,L., Shen,Y., Mu,Q., Pu,J., Lin,D., Liu,J.","China Agricultural University, Department of Veterinary Prevention Medicine, College of Veterinary Medicine",China,2013-01-02,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H3N2,1,1,China,China,,Canis lupus familiaris,,2010-04-06,,,"Influenza A virus (A/canine/Liaoning/1585/2010(H3N2)) segment 1 polymerase PB2 (PB2) gene, partial cds"
MH125675,Influenza A virus,GenBank,GCA_039037375.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2018-04-01,EPI_ISL_300869,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H1N1,3,,USA: Arizona,USA,AZ,Homo sapiens,,2018-01-20,,PRJNA37813,"Influenza A virus (A/Arizona/03/2018(H1N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
MK109574,Influenza A virus,GenBank,set:ef0caa5baba14ec56e89474491f2755ea990692a,,"Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Nolting,J., Bowman,A.",J. Craig Venter Institute,USA,2018-11-04,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,mixed,3,,USA: Iowa,USA,IA,Sus scrofa,,2017-06-01,,PRJNA183620,"Influenza A virus (A/swine/Iowa/17TOSU3618/2017(mixed)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PV511726,Influenza A virus,GenBank,,,"Steel,J., Kirby,M., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, Influenza Division",USA,2025-04-15,EPI_ISL_19771267,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,1,,USA: Massachusetts,USA,MA,Homo sapiens,,2025-02-15,,PRJNA998887,"Influenza A virus (A/Massachusetts/ISC-1565/2025(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
MF113149,Influenza A virus (A/chicken/Jiangxi/37/2011(H9N2)),GenBank,GCA_038632505.1,,"Dong,G., Han,L., He,W., Yan,H.","Beijng Normal University, College of Global Change and Earth System Science",,2019-06-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H9N2,2,,China: Jiangxi,China,,Gallus gallus,,2011-11,,,"Influenza A virus (A/chicken/Jiangxi/37/2011(H9N2)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
OP953497,Influenza A virus,GenBank,,,"Fitzsimmons,W., Bendall,E., Gilbert,J., Lauring,A.","University of Pennsylvania Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2022-12-11,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H3N2,1,,USA,USA,,Homo sapiens,oronasopharynx,2021-11-06,,PRJNA818282,"Influenza A virus (A/Michigan/UOM10042539646/2021(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
ON775157,Influenza A virus,GenBank,GCA_039221465.1,,"Bowman,A.S., McBride,D.S., Nolting,J.M., Huey,D., Wilson,M., Jang,Y., Barnes,J.R., Davis,C.T.","St. Jude Center of Excellence for Influenza Research and Surveillance (CEIRS), CEIRS Data Processing and Coordinating Center",USA,2022-06-21,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1002,partial,H3N2,7,,USA,USA,,Sus scrofa scrofa,,2020-07-09,,PRJNA840863,"Influenza A virus (A/swine/Iowa/20TOSU1811/2020(H3N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
KM029394,Influenza A virus (A/swine/Hong Kong/1071/2012(H3N2)),GenBank,GCA_038643815.1,,"Liang,H., Lam,T.T., Fan,X., Chen,X., Zeng,Y., Zhou,J., Duan,L., Tse,M., Chan,C.H., Li,L., Leung,T.Y., Yip,C.H., Cheung,C.L., Zhou,B., Smith,D.K., Poon,L.L., Peiris,M., Guan,Y., Zhu,H., Lam,T.Y., Poon,L.M.","The University of Hong Kong, Centre of Influenza Research, School of Public Health",China,2014-07-13,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H3N2,7,1,China: Hong Kong,China,,Sus scrofa,lung,2012-03-15,,,"Influenza A virus (A/swine/Hong Kong/1071/2012(H3N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
