Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
HA075797,West Nile virus,GenBank,set:HA075797,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 14508 from Patent WO2002068637
OQ721740,West Nile virus,GenBank,,,"Grubaugh,N., Matteson,N., Gangavarupa,K., Westrich,A., Blanco,C., Mansour,R., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2023-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Cook, Illinois",USA,IL,Culex,pooled insects,2018-08-16,,PRJNA472981,"West Nile virus strain WNV/mosquito/Cook-IL-USA/2018-08-16/W1648, partial genome"
HA076331,West Nile virus,GenBank,set:HA076331,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 15042 from Patent WO2002068637
HA072994,West Nile virus,GenBank,set:HA072994,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11705 from Patent WO2002068637
HA069595,West Nile virus,GenBank,set:HA069595,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8306 from Patent WO2002068637
HA074474,West Nile virus,GenBank,set:HA074474,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13185 from Patent WO2002068637
HA073714,West Nile virus,GenBank,set:HA073714,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 12425 from Patent WO2002068637
DJ016263,West Nile virus,GenBank,set:DJ016263,,"Derby,P.M., Dennis,G.G., Wu,W., Pohlner,R.B., Linne,J.M.",,,2007-12-06,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),24,partial,,,,,,,,,,,,Compositions and Methods for Detecting West Nile Virus
HA062956,West Nile virus,GenBank,set:HA062956,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1667 from Patent WO2002068637
KJ501352,West Nile virus,GenBank,set:KJ501352,,"Newman,R.M., Zody,M.C., Ip,H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., Fitzgerald,M., McCowan,C., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Ireland,A., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2014-06-30,WNV-1/US/BID-V6552/2003,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10977,complete,,,,USA,USA,,Corvus brachyrhynchos,feather,2003,,PRJNA31237,"West Nile virus isolate WNV-1/US/BID-V6552/2003, complete genome"
HA071738,West Nile virus,GenBank,set:HA071738,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 10449 from Patent WO2002068637
HA063214,West Nile virus,GenBank,set:HA063214,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1925 from Patent WO2002068637
HA068866,West Nile virus,GenBank,set:HA068866,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 7577 from Patent WO2002068637
MW862093,West Nile virus,GenBank,,,"Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.","Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",Italy,2022-08-09,2018.TE.19703_B,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10305,partial,,,1,Italy,Italy,,Accipiter gentilis,,2018,,,"West Nile virus isolate 2018.TE.19703_B polyprotein gene, complete cds"
MN921236,West Nile virus,GenBank,set:MN921236,,"Kampen,H., Holicki,C.M., Ziegler,U., Groschup,M.H., Tews,B.A., Werner,D.","Friedrich-Loeffler-Institute, Institute of Infectiology",Germany,2020-05-23,193-02/2019/Berlin/Germany,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),1503,partial,,,1,Germany,Germany,,Culex pipiens,pooled insects,2019-08-12,,,"West Nile virus isolate 193-02/2019/Berlin/Germany polyprotein, envelope region, gene, partial cds"
MH507894,West Nile virus,GenBank,set:MH507894,,"Grubaugh,N., Fang,Y., Matteson,N.L., Gangavarapu,K., Coffey,L., Barker,C., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2019-01-20,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Bakersfield,California",USA,CA,Culex quinquefasciatus,pooled insects,2004-08-10,,PRJNA472981,"West Nile virus strain WNV/mosquito/Bakersfield_CA_USA/2004-08-10/W347, partial genome"
HA070477,West Nile virus,GenBank,set:HA070477,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 9188 from Patent WO2002068637
HA066782,West Nile virus,GenBank,set:HA066782,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5493 from Patent WO2002068637
HA073045,West Nile virus,GenBank,set:HA073045,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11756 from Patent WO2002068637
HA071508,West Nile virus,GenBank,set:HA071508,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 10219 from Patent WO2002068637
HA062594,West Nile virus,GenBank,set:HA062594,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1305 from Patent WO2002068637
KM215600,West Nile virus,GenBank,set:KM215600,,"Anderson,J.F., Main,A.J., Armstrong,P.M., Andreadis,T.G., Ferrandino,F.J.","The Connecticut Agricultural Experiment Station, Entomology",USA,2014-09-03,W16760,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),1857,partial,,,1,USA,USA,,Culex tarsalis,,2005-07-19,,,"West Nile virus isolate W16760 NS3 gene, partial cds"
HA075728,West Nile virus,GenBank,set:HA075728,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 14439 from Patent WO2002068637
HA073679,West Nile virus,GenBank,set:HA073679,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 12390 from Patent WO2002068637
HA066401,West Nile virus,GenBank,set:HA066401,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5112 from Patent WO2002068637
HA064134,West Nile virus,GenBank,set:HA064134,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 2845 from Patent WO2002068637
KJ501104,West Nile virus,GenBank,set:KJ501104,,"Newman,R.M., Zody,M.C., Reisen,W., Ebel,G., Brault,A., Duggal,N., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., Fitzgerald,M., McCowan,C., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Ireland,A., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2014-06-30,WNV-1/US/BID-V7392/2003,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10987,complete,,,,USA,USA,,Culex tarsalis,pooled insects,2003,,PRJNA31237,"West Nile virus isolate WNV-1/US/BID-V7392/2003, complete genome"
HA071118,West Nile virus,GenBank,set:HA071118,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 9829 from Patent WO2002068637
HV692918,West Nile virus,GenBank,set:HV692918,,"Whitehead,S.S., Pletnev,A.G., Putnak,J.R., Chanock,R.M., Murphy,B.R., Sr,J.E.B.",,,2012-06-30,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),30,partial,,,,,,,,,,,,JP 2012040014-A/1: CONSTRUCTION OF WEST NILE VIRUS AND DENGUE VIRUS CHIMERAS FOR USE IN A LIVE VIRUS VACCINE TO PREVENT DISEASE CAUSED BY WEST NILE VIRUS
HA068993,West Nile virus,GenBank,set:HA068993,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 7704 from Patent WO2002068637
KX394387,Kunjin virus,GenBank,set:KX394387,,"Huang,B., Prow,N.A., van den Hurk,A.F., Allcock,R.J.N., Moore,P.R., Doggett,S.L., Warrilow,D.","Forensic and Scientific Services, Public and Environmental Health",Australia,2016-11-09,CH16483E,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10863,partial,,,,Australia,Australia,,Culex annulirostris,,1974,,,"Kunjin virus isolate CH16483E polyprotein gene, complete cds"
HA074958,West Nile virus,GenBank,set:HA074958,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13669 from Patent WO2002068637
HA075489,West Nile virus,GenBank,set:HA075489,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 14200 from Patent WO2002068637
KX547317,West Nile virus,GenBank,set:KX547317,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10787,complete,,,,"USA: Nassau Co., NY",USA,NY,Corvus brachyrhynchos,,2004-07-27,,PRJNA262930,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04001733/2004, complete genome"
OM302319,West Nile virus,GenBank,,,"Aguilera-Sepulveda,P., Cano-Gomez,C., Villalba,R., Borges,V., Aguero,M., Bravo-Barriga,D., Frontera,E., Jimenez-Clavero,M.A., Fernandez-Pinero,J., Elizalde,M.","Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA-CSIC), Centro de Investigacion en Sanidad Animal (CISA)",Spain,2025-02-05,3963_Spain/2017/GE-b/2V_Toledo,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10932,complete,Lineage,,1,"Spain: Toledo, Castilla-La Mancha",Spain,,Aquila chrysaetos,brain,2017,,,"West Nile virus isolate 3963_Spain/2017/GE-b/2V_Toledo, complete genome"
HA066078,West Nile virus,GenBank,set:HA066078,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4789 from Patent WO2002068637
OQ721675,West Nile virus,GenBank,,,"Grubaugh,N., Matteson,N., Gangavarupa,K., Westrich,A., Blanco,C., Mansour,R., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2023-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Cook, Illinois",USA,IL,Culex,pooled insects,2018-07-19,,PRJNA472981,"West Nile virus strain WNV/mosquito/Cook-IL-USA/2018-07-19/W1538, partial genome"
HA074107,West Nile virus,GenBank,set:HA074107,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 12818 from Patent WO2002068637
HA072364,West Nile virus,GenBank,set:HA072364,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11075 from Patent WO2002068637
HM488135,West Nile virus,GenBank,set:HM488135,,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,2010-08-14,WNV-1/US/BID-V4199/2001,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10621,complete,,,1,USA: Connecticut,USA,CT,Ochlerotatus cantator,,2001,,PRJNA31237,"West Nile virus isolate WNV-1/US/BID-V4199/2001, complete genome"
OZ201736,West Nile virus,GenBank,,,"Feriancek,N.M., Breban,M.I., Bourgikos,E., Bransfield,A., Armstrong,P.M., Vogels,C.B., Grubaugh,N.D.","Yale School of Public Health, New Haven, CT",USA,2024-11-07,WR91G-8-16-Cxp,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),11027,partial,,main,,USA:Connecticut,USA,CT,Culex pipiens,,2017-08-16,SAMEA116354380,PRJEB80643,"West Nile virus isolate WR91G-8-16-Cxp genome assembly, segment: main"
HA073964,West Nile virus,GenBank,set:HA073964,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 12675 from Patent WO2002068637
KJ501277,West Nile virus,GenBank,set:KJ501277,,"Newman,R.M., Zody,M.C., Ip,H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., Fitzgerald,M., McCowan,C., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Ireland,A., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2014-06-30,WNV-1/US/BID-V6394/2001,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10979,complete,,,,USA,USA,,Corvus brachyrhynchos,"kidney, spleen, abdominal cavity",2001,,PRJNA31237,"West Nile virus isolate WNV-1/US/BID-V6394/2001, complete genome"
HA069379,West Nile virus,GenBank,set:HA069379,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8090 from Patent WO2002068637
HA062317,West Nile virus,GenBank,set:HA062317,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1028 from Patent WO2002068637
PQ660506,West Nile virus,GenBank,,,"Maroco,D., Parreira,R., dos Santos,F.A., Lopes,A., Simoes,F., Orge,L., Seabra,S.G., Fagulha,T., Brazio,E., Henriques,A.M., Duarte,A., Duarte,M.D., Barros,S.C.","National Institute for Agricultural and Veterinary Research (INIAV), Virology",Portugal,2025-03-01,WNV/18665/PT2024,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10986,complete,,,,Portugal,Portugal,,,,2024-09-10,,,"West Nile virus isolate WNV/18665/PT2024, complete genome"
HA072685,West Nile virus,GenBank,set:HA072685,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11396 from Patent WO2002068637
MH508034,West Nile virus,GenBank,set:MH508034,,"Grubaugh,N., Fang,Y., Matteson,N.L., Gangavarapu,K., Coffey,L., Barker,C., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2019-01-20,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Bakersfield,California",USA,CA,Culex quinquefasciatus,pooled insects,2015-08-28,,PRJNA472981,"West Nile virus strain WNV/mosquito/Bakersfield_CA_USA/2015-08-28/W481, partial genome"
OZ201531,West Nile virus,GenBank,,,"Feriancek,N.M., Breban,M.I., Bourgikos,E., Bransfield,A., Armstrong,P.M., Vogels,C.B., Grubaugh,N.D.","Yale School of Public Health, New Haven, CT",USA,2024-11-07,NH54G-8-27-Cxp,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),11029,partial,,main,,USA:Connecticut,USA,CT,Culex pipiens,,2019-08-27,SAMEA116354816,PRJEB80643,"West Nile virus isolate NH54G-8-27-Cxp genome assembly, segment: main"
HA070259,West Nile virus,GenBank,set:HA070259,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8970 from Patent WO2002068637
HA065354,West Nile virus,GenBank,set:HA065354,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4065 from Patent WO2002068637
HA075189,West Nile virus,GenBank,set:HA075189,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13900 from Patent WO2002068637
HA075178,West Nile virus,GenBank,set:HA075178,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 13889 from Patent WO2002068637
HA070013,West Nile virus,GenBank,set:HA070013,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8724 from Patent WO2002068637
HA064917,West Nile virus,GenBank,set:HA064917,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 3628 from Patent WO2002068637
HA062936,West Nile virus,GenBank,set:HA062936,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1647 from Patent WO2002068637
MW835353,West Nile virus,GenBank,,,"Monaco,F., Savini,G., Pinoni,C., Polci,A., Valleriani,F.","Istituto Zooprofilattico Sperimentale Dell'abruzzo E del Molise 'G. Caporale', Animals Foreign Diseases",Italy,2022-08-13,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10252,partial,,,,Italy,Italy,,Equus caballus,,2008,,,"West Nile virus strain TE.15250 polyprotein gene, partial cds"
HA062626,West Nile virus,GenBank,set:HA062626,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 1337 from Patent WO2002068637
HA072057,West Nile virus,GenBank,set:HA072057,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 10768 from Patent WO2002068637
KF537659,West Nile virus,GenBank,set:KF537659,,"Papa,A., Tsimitri,T., Papadopoulou,E., Testa,T., Adamidis,A., Aspragathou,S.","Aristotle University of Thessaloniki, Dept. of Microbiology",Greece,2013-11-24,North Greece-h1-2013,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),366,partial,,,,Greece,Greece,,Homo sapiens,,2013-07-19,,,"West Nile virus strain North Greece-human-2013 non-structural protein 3 gene, partial cds"
HA067652,West Nile virus,GenBank,set:HA067652,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 6363 from Patent WO2002068637
KU573078,West Nile virus,GenBank,set:KU573078,,"Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,Italy,2018-12-31,204913/2009,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10926,partial,,,,Italy,Italy,,Culex pipiens,,2009,,,"West Nile virus isolate 204913/2009 polyprotein gene, complete cds"
HA065765,West Nile virus,GenBank,set:HA065765,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4476 from Patent WO2002068637
OZ201635,West Nile virus,GenBank,,,"Feriancek,N.M., Breban,M.I., Bourgikos,E., Bransfield,A., Armstrong,P.M., Vogels,C.B., Grubaugh,N.D.","Yale School of Public Health, New Haven, CT",USA,2024-11-07,MO52L-9-10-Cme,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),11029,partial,,main,,USA:Connecticut,USA,CT,Culiseta melanura,,2019-09-10,SAMEA116354838,PRJEB80643,"West Nile virus isolate MO52L-9-10-Cme genome assembly, segment: main"
OQ721577,West Nile virus,GenBank,,,"Grubaugh,N., Matteson,N., Gangavarupa,K., Neitzel,D., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbiology",USA,2023-08-02,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),10302,partial,,,,"USA: Crow Wing, Minnesota",USA,MN,,tissue,2004-07-16,,PRJNA472981,"West Nile virus strain WNV/bird/CrowWing-MN-USA/2004-07-16/W1468, partial genome"
HA063365,West Nile virus,GenBank,set:HA063365,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 2076 from Patent WO2002068637
HA069419,West Nile virus,GenBank,set:HA069419,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 8130 from Patent WO2002068637
HA071325,West Nile virus,GenBank,set:HA071325,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 10036 from Patent WO2002068637
HA067920,West Nile virus,GenBank,set:HA067920,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 6631 from Patent WO2002068637
HM538819,West Nile virus,GenBank,set:HM538819,,"Christofferson,R.C., Roy,A.F., Mores,C.N.","Louisiana State University, Pathobiological Sciences",USA,2010-07-18,8441,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),1348,partial,,,1,USA: Louisiana,USA,LA,,,2007,,,"West Nile virus isolate 8441 envelope protein gene, partial cds"
OM302333,West Nile virus,GenBank,,,"Aguilera-Sepulveda,P., Cano-Gomez,C., Villalba,R., Borges,V., Aguero,M., Bravo-Barriga,D., Frontera,E., Jimenez-Clavero,M.A., Fernandez-Pinero,J.","Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA-CSIC), Centro de Investigacion en Sanidad Animal (CISA)",Spain,2025-02-05,5617_Spain/2010/H-b_Cadiz,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),621,partial,Lineage,,1,"Spain: Cadiz, Andalusia",Spain,,Equus caballus,brain,2010,,,"West Nile virus isolate 5617_Spain/2010/H-b_Cadiz M-E protein gene, partial cds"
HA075884,West Nile virus,GenBank,set:HA075884,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 14595 from Patent WO2002068637
HA065971,West Nile virus,GenBank,set:HA065971,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 4682 from Patent WO2002068637
HA072396,West Nile virus,GenBank,set:HA072396,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 11107 from Patent WO2002068637
HA071265,West Nile virus,GenBank,set:HA071265,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 9976 from Patent WO2002068637
HA066376,West Nile virus,GenBank,set:HA066376,,"Blatt,L., Mcswiggen,J.A.",,,2009-05-23,,Orthoflavivirus nilense,Orthoflavivirus,Flaviviridae,ssRNA(+),17,partial,,,,,,,,,,,,Sequence 5087 from Patent WO2002068637
