Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
AY357718,Orthonairovirus haemorrhagiae,GenBank,set:AY357718,,"Honig,J.E., Osborne,J.C., Nichol,S.T.","Division of Viral and Rickettsial Diseases, Centers for Disease Control and Prevention, Special Pathogens Branch",USA,2003-10-12,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),442,partial,,,,,,,,,,,,"Crimean-Congo hemorrhagic fever virus RNA-dependent RNA polymerase gene, partial cds"
KR821819,Orthonairovirus haemorrhagiae,GenBank,set:fc492c42678a2294045e5f953304ffc7c51a16ad,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,69-STV/HU-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 69-STV/HU-2013 RNA-dependent RNA polymerase gene, partial cds"
AY905642,Orthonairovirus haemorrhagiae,GenBank,set:7833ca4b9365ee07c21587b29135fd9143905162,,"Burt,F.J., Swanepoel,R.","National Institute for Communicable Diseases, Special Pathogens Unit",South Africa,2005-06-01,spu355/99,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),450,partial,,S,1,South Africa,South Africa,,,,,,,"Crimean-Congo hemorrhagic fever virus isolate spu355/99 nucleoprotein gene, partial cds"
KT266843,Orthonairovirus haemorrhagiae,GenBank,set:176193098e2cf43f560f2deaef8949e47fa8340e,,"Bayrakdar,F., Yagci Caglayik,D.","Public Health Institution of Turkey, Virology",Turkey,2015-12-09,Turkey/Resadiye02/2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),529,partial,,M,,Turkey,Turkey,,Homo sapiens,,2014,,,"Orthonairovirus haemorrhagiae isolate Turkey/Resadiye02/2014 glycoprotein precursor, gene, partial cds"
MN866197,Orthonairovirus haemorrhagiae,GenBank,,,"Sahay,R.R., Dhandore,S., Yadav,P.D., Chauhan,A., Bhatt,L., Garg,V., Gupta,N., Nyayanit,D.A., Shete,A.M., Singh,R., Patil,S., Sharma,H., Meena,D., Gupta,J., Gawande,P., Kalele,K., Jain,R., Mali,D., Malhotra,B., Nag,V., Khatri,P.K., Kaur,H., Vijay,N., Singh,S., Gopalakrishnan,M., Yadav,P.","National Institue of Virology, Maximum Containment Laboratory",India,2020-06-27,MCL-19-T-1912,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1634,partial,,S,1,India: Rajasthan State,India,,Ixodoidea,,2019,,,"Orthonairovirus haemorrhagiae isolate MCL-19-T-1912 segment S, complete sequence"
KR814861,Orthonairovirus haemorrhagiae,GenBank,set:e76fd1fe341977e7444c88e25365b61b258f8366,,"Volynkina,A., Pisarenko,S.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,47-ST-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5363,complete,,M,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 47-ST-2013 segment M, complete sequence"
KR814845,Orthonairovirus haemorrhagiae,GenBank,set:9d24d5b0681d7798c609dff6fae0668bb9a3ef75,,"Volynkina,A., Pisarenko,S.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,75-ST-2010,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1671,complete,,S,,Russia,Russia,,Homo sapiens,blood,2010,,,"Orthonairovirus haemorrhagiae isolate 75-ST-2010 segment S, complete sequence"
PP067078,Orthonairovirus haemorrhagiae,GenBank,,,"Picard,C., Baize,S.","Institut Pasteur, Virology",France,2024-01-21,9AG6,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),4335,partial,III,M,,France,France,,Hyalomma marginatum,,2023,,,"Orthonairovirus haemorrhagiae isolate 9AG6 glycoprotein precursor (GP) gene, partial cds"
KC477835,Orthonairovirus haemorrhagiae,GenBank,set:9bb1c8234dad3aec704335a520c26f57fe63378b,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, Mf, Ul, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-01-27,KS-182,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),389,partial,,,1,Kosovo,Kosovo,,Homo sapiens,,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus isolate KS-182 nucleoprotein gene, partial cds"
DQ094832,Orthonairovirus haemorrhagiae,GenBank,set:bef4d6ff22786c6dabb72390aafbbc9553f8f976,,"Chamberlain,J., Mitchell,R., Hewson,R.","Centre for Emergency Preparedness and Response, Health Protection Agency, Novel & Dangerous Pathogens",United Kingdom,2008-07-01,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5387,partial,,M,,Uganda,Uganda,,,,,,,"Crimean-Congo hemorrhagic fever virus segment M, complete sequence"
FJ601857,Orthonairovirus haemorrhagiae,GenBank,set:9e46a97695037662003f9236a567b5f2a11b230c,,"Dincer,E., Ozkul,A., Carhan,A., Ozkaya,E., Uyar,Y.","Ankara University, Biotechnology Institute, Biotechnology Institute",Turkey,2010-02-02,SAMSUN132-2008-1885,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),522,partial,,,,Turkey,Turkey,,Homo sapiens,,2008,,,"Crimean-Congo hemorrhagic fever virus isolate SAMSUN132-2008-1885 S protein gene, partial cds"
KT266842,Orthonairovirus haemorrhagiae,GenBank,set:b18e473c5a43e90cff95a033b09b15663ab42a86,,"Bayrakdar,F., Yagci Caglayik,D.","Public Health Institution of Turkey, Virology",Turkey,2015-12-09,Turkey/Zile02/2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),520,partial,,M,,Turkey,Turkey,,Homo sapiens,,2014,,,"Orthonairovirus haemorrhagiae isolate Turkey/Zile02/2014 glycoprotein precursor, gene, partial cds"
KR821590,Orthonairovirus haemorrhagiae,GenBank,set:83f4365b2b6a171dfbbe56a4d8976cf811fbae6e,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,69-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 69-STV/HU-2007 envelope glycoprotein gene, partial cds"
MN624485,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,13-ASTR/TI-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Hyalomma marginatum,,2016-05-15,,,"Orthonairovirus haemorrhagiae isolate 13-ASTR/TI-2016 nucleocapsid protein gene, partial cds"
KR821688,Orthonairovirus haemorrhagiae,GenBank,set:a1b040d548638659d62dd9270568498b96dadf74,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,40-STV/HU-2012,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2012,,,"Orthonairovirus haemorrhagiae isolate 40-STV/HU-2012 RNA-dependent RNA polymerase gene, partial cds"
MW548493,Orthonairovirus haemorrhagiae,GenBank,,,"Camp,J.V., Weidinger,P., Ramaswamy,S., Kannan,D.O., Osman,B.M., Kolodziejek,J., Karuvantevida,N., Abou Tayoun,A., Loney,T., Nowotny,N., Wolf,N.","Medical University of Vienna, Center for Virology",Austria,2022-02-22,UAE/CT219M1/2019,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1656,partial,,S,1,United Arab Emirates: Al Ain,United Arab Emirates,,Hyalomma dromedarii,,2019,,,"Crimean-Congo hemorrhagic fever orthonairovirus isolate UAE/CT219M1/2019 nucleoprotein gene, complete cds"
KC477798,Orthonairovirus haemorrhagiae,GenBank,set:9a71bd93d2f58f0727db0c1af9c8e551eeeb9885,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, Mf, Ul, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-01-27,KS-3,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),389,partial,,,1,Kosovo,Kosovo,,Homo sapiens,,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus isolate KS-3 nucleoprotein gene, partial cds"
OR047170,Orthonairovirus haemorrhagiae,GenBank,,,"Moming,A., Zhu,Q., Bai,Y., Jin,J., Wu,Q., Su,Z., Tang,S., Zhang,Y., Shen,S., Deng,F.","Wuhan Institute of Virology, Chinese Academy of Sciences",China,2023-08-21,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),12186,partial,,L,,China,China,,Homo sapiens,brain,1984,,,"Orthonairovirus haemorrhagiae strain BA84051 segment L, complete sequence"
MN624867,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,22-KALM/HU-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2016-07-04,,,"Orthonairovirus haemorrhagiae isolate 22-KALM/HU-2016 RNA-dependent RNA polymerase gene, partial cds"
MT178309,Orthonairovirus haemorrhagiae,GenBank,set:60fed889287885d629a4b725fc1e26171ca45f21,,"Timurkan,M.O., Aydin,H.","Ataturk University, Faculty of Veterinary Medicine, Departmet of Virology",Turkey,2020-03-28,TR/TUNCELI2015/OHE/2/M,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),422,partial,,M,,Turkey,Turkey,,Homo sapiens,blood,2017,,,"Orthonairovirus haemorrhagiae isolate TR/TUNCELI2015/OHE/2/M glycoprotein precursor, gene, partial cds"
KR815134,Orthonairovirus haemorrhagiae,GenBank,set:5c39c13033eebc631d1aac5b8505de46fd62a28d,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,68-ROS/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 68-ROS/HU-2014 nucleocapsid protein gene, partial cds"
KR815265,Orthonairovirus haemorrhagiae,GenBank,set:96e40c60459cb2b2b591bb84294c247eadc5fd73,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4521-STV/HU-2008,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2008,,,"Orthonairovirus haemorrhagiae isolate 4521-STV/HU-2008 nucleocapsid protein gene, partial cds"
OM162100,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Rehman,Z., Whitmer,S., Mobley,M., Fahim,A., Ikram,A., Salman,M., Montgomery,J.M., Klena,J.D., Khurshid,A., Talundzic,E., Montgomery,J., Klena,J.","CDC, NCEZID-VSPB",USA,2024-07-26,202000296_862018|Pakistan|2018,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),5319,partial,,M,1,Pakistan,Pakistan,,Homo sapiens,,2018,,,"Orthonairovirus haemorrhagiae isolate 202000296_862018|Pakistan|2018 envelope glycoprotein precursor, gene, complete cds"
KR814956,Orthonairovirus haemorrhagiae,GenBank,set:e2d5b875644c8b4d9aa4836e072efa734f24dae3,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,25-ROS/HU-2012,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2012,,,"Orthonairovirus haemorrhagiae isolate 25-ROS/HU-2012 nucleocapsid protein gene, partial cds"
KR821514,Orthonairovirus haemorrhagiae,GenBank,set:cb3c589242ff14ffd9e695479f0f95e3bc59ea7c,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4529-STV/HU-2009,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2009,,,"Orthonairovirus haemorrhagiae isolate 4529-STV/HU-2009 envelope glycoprotein gene, partial cds"
MN866169,Orthonairovirus haemorrhagiae,GenBank,,,"Sahay,R.R., Dhandore,S., Yadav,P.D., Chauhan,A., Bhatt,L., Garg,V., Gupta,N., Nyayanit,D.A., Shete,A.M., Singh,R., Patil,S., Sharma,H., Meena,D., Gupta,J., Gawande,P., Kalele,K., Jain,R., Mali,D., Malhotra,B., Nag,V., Khatri,P.K., Kaur,H., Vijay,N., Singh,S., Gopalakrishnan,M., Yadav,P.","National Institue of Virology, Maximum Containment Laboratory",India,2020-06-27,MCL-19-H-2034,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),11937,partial,,L,1,India: Gujarat State,India,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate MCL-19-H-2034 segment L, complete sequence"
OQ454782,Orthonairovirus haemorrhagiae,GenBank,,,"D'Addiego,J., Wand,N., Afrough,B., Fletcher,T., Kurosaki,Y., Leblebicioglu,H., Hewson,R.","UK Health Security Agency, Research & Evaluation",United Kingdom,2023-08-29,12_OE,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1561,partial,Europe,S,,Turkey,Turkey,,Homo sapiens,blood,2015-08-31,,,"Orthonairovirus haemorrhagiae isolate 12_OE nucleocapsid protein gene, partial cds"
KR821890,Orthonairovirus haemorrhagiae,GenBank,set:9804f35d039d01b425bc824524f14097abf8f330,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4630-STV/HU-2009,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2009,,,"Orthonairovirus haemorrhagiae isolate 4630-STV/HU-2009 RNA-dependent RNA polymerase gene, partial cds"
KJ682818,Orthonairovirus haemorrhagiae,GenBank,set:5c78fd2655d86eadfa69ff98af9d671a9c5bea75,,"Goedhals,D., Bester,P.A., Paweska,J.T., Swanepoel,R., Burt,F.J.","National Health Laboratory Services/University of the Free State, Medical Microbiology and Virology",South Africa,2014-07-06,SPU 18/88,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1665,complete,,S,1,South Africa,South Africa,,Homo sapiens,,1988,,,"Crimean-Congo hemorrhagic fever virus isolate SPU 18/88 segment S, complete sequence"
KR821939,Orthonairovirus haemorrhagiae,GenBank,set:b96181cd6ed59ce099ac0fd10d173fca548953fb,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4510-STV/HU-2008,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2008,,,"Orthonairovirus haemorrhagiae isolate 4510-STV/HU-2008 RNA-dependent RNA polymerase gene, partial cds"
DQ206449,Orthonairovirus haemorrhagiae,GenBank,set:8fce557744b90404b69947ebea27430e27cd403c,,"Meissner,J.D., Seregin,S.S., Seregin,S.V., Vyshemirskii,O.I., Samokhvalov,E.I., Lvov,D.K., Netesov,S.V., Petrov,V.S., Vyshemirski,O.I.","SRC VB 'Vector', Laboratory of Virology",Russia,2005-10-04,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1057,partial,,,1,Russia: Astrakhan Region,Russia,,,,1991,,,"Crimean-Congo hemorrhagic fever virus strain 22261 RNA-dependent RNA polymerase gene, partial cds"
MT178285,Orthonairovirus haemorrhagiae,GenBank,set:6c5544d033f6306ab701755004b42ea63f7ded76,,"Timurkan,M.O., Aydin,H.","Ataturk University, Faculty of Veterinary Medicine, Department of Virology",Turkey,2020-03-28,TR/ERZINCAN2014/OHE/13/S,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),333,partial,,,,Turkey,Turkey,,Homo sapiens,blood,2015,,,"Orthonairovirus haemorrhagiae isolate TR/ERZINCAN2014/OHE/13/S nucleoprotein gene, partial cds"
KJ676542,Orthonairovirus haemorrhagiae,GenBank,set:42802728997442b2b49fa91d6b8e55e002a84756,,"Chinikar,S., Shah-Hosseini,N., Bouzari,S., Shokrgozar,M.A., Mostafavi,E., Jalali,T., Khakifirouz,S., Groschup,M.H., Niedrig,M., Nowotny,N.","Arboviruses and Viral Haemorrhagic Fevers Laboratory (National Ref. Lab), Pasteur Institute of Iran, Virology Department",Iran,2015-05-28,Iran-Zahedan19,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1673,complete,,S,1,Iran,Iran,,Homo sapiens,,2012-04-19,,,"Crimean-Congo hemorrhagic fever virus isolate Iran-Zahedan19 segment S, complete sequence"
U75678,Orthonairovirus haemorrhagiae,GenBank,set:ffe0a0bf6d7478990dc95cf0f5cd4830a134e251,,"Rodriguez,L.L., Maupin,G.O., Ksiazek,T.G., Rollin,P.E., Khan,A.S., Schwarz,T.F., Lofts,R.S., Smith,J.F., Noor,A.M., Peters,C.J., Nichol,S.T.","Centers for Disease Control and Prevention, Special Pathogens Branch, DVRD/NCID",USA,1997-10-21,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),220,partial,,,1,,,,Homo sapiens,,,,,"Crimean-Congo hemorrhagic fever virus strain Pakmatin, nucleoprotein gene, partial cds"
KR815198,Orthonairovirus haemorrhagiae,GenBank,set:7077c849d59d49fa06054743a7dd0671a486d279,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,77-STV/HU-2010,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2010,,,"Orthonairovirus haemorrhagiae isolate 77-STV/HU-2010 nucleocapsid protein gene, partial cds"
MN516484,Orthonairovirus haemorrhagiae,GenBank,set:cc6cb5da0894dfb7da5958bef796994ea20aaab7,,"Camp,J.V., Ahmed,D., Osman,B.M., Shah,M.S., Howarth,B., Khafaga,T., Weidinger,P., Karuvantevida,N., Kolodziejek,J., Mazrooei,H., Wolf,N., Loney,T., Nowotny,N., Babiker,M.O., Sher Shah,M.","University of Veterinary Medicine Vienna, Institute of Virology",Austria,2020-03-22,ACM13,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),492,partial,,S,1,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,blood,2019-04-28,,,"Orthonairovirus haemorrhagiae isolate ACM13 nucleoprotein gene, partial cds"
KR821992,Orthonairovirus haemorrhagiae,GenBank,set:498a2e42c5ef8d963625508e72bef1da0d4aa62e,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,41-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 41-STV/HU-2007 RNA-dependent RNA polymerase gene, partial cds"
OR964917,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Jamal,Z., Ammar,M., Haider,S.A., Ali,Q., Hakim,R., Salman,M.","National Institute of Health, Department of Virology",Pakistan,2023-12-26,CCHF/NIHPAK-8/2023,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1636,complete,ASIA-1,S,,Pakistan,Pakistan,,Homo sapiens,blood,2023-08-05,,,"Orthonairovirus haemorrhagiae isolate CCHF/NIHPAK-8/2023 segment S, complete sequence"
OM162047,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Rehman,Z., Whitmer,S., Mobley,M., Fahim,A., Ikram,A., Salman,M., Montgomery,J.M., Klena,J.D., Khurshid,A., Talundzic,E., Montgomery,J., Klena,J.","CDC, NCEZID-VSPB",USA,2024-07-26,202000276_202019|Pakistan|2019,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1661,partial,,S,1,Pakistan,Pakistan,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate 202000276_202019|Pakistan|2019 nucleocapsid protein gene, complete cds"
KC477787,Orthonairovirus haemorrhagiae,GenBank,set:84d22e22b8aee72da9eb3020b34a57998cb58281,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, Mf, Ul, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-01-27,KS-129,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1109,partial,,,1,Kosovo,Kosovo,,Homo sapiens,,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus isolate KS-129 nucleoprotein gene, partial cds"
LT673890,Orthonairovirus haemorrhagiae,GenBank,set:529953587563c78763688cb03d7347758f759c10,,"Papa,A., Papadopoulou,E., Pappa,S., PAPADOPOULOU,E.","MICROBIOLOGY, AUTH, AUTH CAMPUS, 54124",Greece,2018-01-23,Pentalofos 3,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1675,partial,,S,,"Greece:North, Kastoria",Greece,,Capra,,2015-06,,,"Crimean-Congo hemorrhagic fever nairovirus NP gene for nucleoprotein, segment S, strain AP92, isolate Pentalofos 3"
MT178314,Orthonairovirus haemorrhagiae,GenBank,set:0ed9c3279aef65b0d0ecc5caac31896167883af2,,"Timurkan,M.O., Aydin,H.","Ataturk University, Faculty of Veterinary Medicine, Departmet of Virology",Turkey,2020-03-28,TR/ERZINCAN2014/OHE/13/M,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),422,partial,,M,,Turkey,Turkey,,Homo sapiens,blood,2017,,,"Orthonairovirus haemorrhagiae isolate TR/ERZINCAN2014/OHE/13/M glycoprotein precursor, gene, partial cds"
KR815336,Orthonairovirus haemorrhagiae,GenBank,set:e742a6f7436793ac477d5b30877d8aa417eb85e5,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,124-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 124-STV/HU-2007 nucleocapsid protein gene, partial cds"
FJ435406,Orthonairovirus haemorrhagiae,GenBank,set:42c1afb665c64a71befc4f23a84d1ef5648c267a,,"Kondiah,K., Swanepoel,R., Paweska,J.T., Burt,F.J., Ashkettle,B.","NHLS/UFS, Medical Virology",South Africa,2008-12-30,SPU 415/85,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),412,partial,,,1,South Africa,South Africa,,Homo sapiens,,1985,,,"Crimean-Congo hemorrhagic fever virus isolate SPU 415/85 glycoprotein gene, partial cds"
KR814846,Orthonairovirus haemorrhagiae,GenBank,set:0d938397524bd2c0d1a5ec394b2ae31be40586ab,,"Volynkina,A., Pisarenko,S.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,81-R-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1671,complete,,S,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 81-R-2014 segment S, complete sequence"
AY905635,Orthonairovirus haemorrhagiae,GenBank,set:a5f87d880e3dffe2c016005fcf4839013b3f38cb,,"Burt,F.J., Swanepoel,R.","National Institute for Communicable Diseases, Special Pathogens Unit",South Africa,2005-06-01,spu18/88,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),450,partial,,S,1,South Africa,South Africa,,,,,,,"Crimean-Congo hemorrhagic fever virus isolate spu18/88 nucleoprotein gene, partial cds"
MN866172,Orthonairovirus haemorrhagiae,GenBank,,,"Sahay,R.R., Dhandore,S., Chauhan,A., Bhatt,L., Garg,V., Gupta,N., Nyayanit,D.A., Shete,A.M., Singh,R., Patil,S., Sharma,H., Meena,D., Gawande,P., Kalele,K., Jain,R., Mali,D., Malhotra,B., Nag,V., Kaur,H., Singh,N., Singh,S., Gopalkrishnan,M., Yadav,P.D., Yadav,P.","National Institute of Virology, Maximum Containment Laboratory",India,2020-11-13,MCL-19-H-2006,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1634,partial,,S,,India: Gujarat State,India,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate MCL-19-H-2006 segment S, complete sequence"
KR821216,Orthonairovirus haemorrhagiae,GenBank,set:cc3f1325550830da1aebc69bbebce01f06330e3b,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,2-STV/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 2-STV/HU-2014 envelope glycoprotein gene, partial cds"
FJ392603,Orthonairovirus haemorrhagiae,GenBank,set:052837d3d8488261930fd1c150c260254d5e2d08,,"Gargili,A., Midilli,K., Ergonul,O., Ergin,S., Alp,H.G., Vatansever,Z., Iyisan,S., Cerit,C., Yilmaz,G., Altas,K., Estrada-Pena,A.","Cerrahpasa Medical Faculty of Istanbul University, Microbiology and Clinical Microbiology",Turkey,2008-11-12,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),449,partial,,S,1,Turkey,Turkey,,Rhipicephalus bursa,,2008-06,,,"Crimean-Congo hemorrhagic fever virus strain Tr-T-11 structural capsid protein gene, partial cds"
