index	sample	cluster	step	(annotation) subject	(annotation) pident	(annotation) qlen	(annotation) slen	(annotation) length	(annotation) mismatch	(annotation) gapopen	(annotation) qstart	(annotation) qend	(annotation) sstart	(annotation) send	(annotation) evalue	(annotation) bitscore	(annotation) name	(annotation) level	(annotation) typing	(annotation) species	(annotation) taxid	(annotation) acronym	(annotation) acid	(annotation) circular	(annotation) segment	(annotation) host	(annotation) % contig aligned	(blast) subject	(blast) subject title	(blast) pident	(blast) qlen	(blast) slen	(blast) length	(blast) mismatch	(blast) gapopen	(blast) qstart	(blast) qend	(blast) sstart	(blast) send	(blast) evalue	(blast) bitscore	(checkv) contig_length	(checkv) provirus	(checkv) gene_count	(checkv) viral_genes	(checkv) host_genes	(checkv) checkv_quality	(checkv) miuvig_quality	(checkv) completeness	(checkv) completeness_method	(checkv) contamination	(checkv) kmer_freq	(cluster) centroid	(cluster) number of members	(cluster) cumulative read depth - spades [%]	(cluster) cumulative read depth - megahit [%]	(cluster) cumulative read depth - trinity [%]	(cluster) members	(quast) # N's	(quast) % N's	(quast) # N's per 100 kbp	(samtools Raw) total length	(samtools Raw) average length	(samtools Raw) average quality	(samtools Raw) error rate	(samtools Raw) mismatches	(samtools Raw) reads MQ0	(samtools Raw) reads mapped (R1+R2)	(samtools Raw) reads mapped %	(samtools Raw) reads unmapped (R1+R2)	(samtools Raw) reads unmapped %	(samtools Raw) reads QC failed	(samtools Raw) reads QC failed %	(samtools Raw) reads paired	(samtools Raw) reads paired %	(samtools Raw) reads properly paired	(samtools Raw) reads properly paired %	(samtools Raw) reads duplicated	(samtools Raw) reads duplicated %	(samtools Raw) non primary alignments	(samtools Raw) supplementary alignments	(samtools Raw) outward oriented pairs	(samtools Raw) inward oriented pairs	(samtools Raw) insert size average	(samtools Raw) insert size standard deviation	(samtools Raw) bases mapped	(samtools Raw) bases mapped cigar	(samtools Raw) bases trimmed	(samtools Raw) bases duplicated	(umitools) mapped reads (R1,R2)	(umitools) removed reads (R1,R2)	(umitools) deduplicated reads (R1,R2)	(umitools) positions deduplicated	(umitools) max UMI per position	(umitools) mean UMI per position	(umitools) total UMIs	(umitools) % passing	(umitools) unique UMIs	(samtools Post-dedup) total length	(samtools Post-dedup) average length	(samtools Post-dedup) average quality	(samtools Post-dedup) error rate	(samtools Post-dedup) mismatches	(samtools Post-dedup) reads MQ0	(samtools Post-dedup) reads mapped (R1+R2)	(samtools Post-dedup) reads mapped %	(samtools Post-dedup) reads unmapped (R1+R2)	(samtools Post-dedup) reads unmapped %	(samtools Post-dedup) reads QC failed	(samtools Post-dedup) reads QC failed %	(samtools Post-dedup) reads paired	(samtools Post-dedup) reads paired %	(samtools Post-dedup) reads properly paired	(samtools Post-dedup) reads properly paired %	(samtools Post-dedup) reads duplicated	(samtools Post-dedup) reads duplicated %	(samtools Post-dedup) non primary alignments	(samtools Post-dedup) supplementary alignments	(samtools Post-dedup) outward oriented pairs	(samtools Post-dedup) inward oriented pairs	(samtools Post-dedup) insert size average	(samtools Post-dedup) insert size standard deviation	(samtools Post-dedup) bases mapped	(samtools Post-dedup) bases mapped cigar	(samtools Post-dedup) bases trimmed	(samtools Post-dedup) bases duplicated	(ivar_variants) raw inserts	(ivar_variants) raw SNPs	(ivar_variants) raw deletions	(bcftools) number of indels	(bcftools) number of samples	(bcftools) number of SNPs	(bcftools) number of MNPs	(bcftools) number of no-ALTs	(bcftools) number of records	(bcftools) number of others	(bcftools) number of multiallelic sites	(bcftools) number of multiallelic SNP sites	(bcftools) number of transversions	(bcftools) transversion in 1st alternative	(bcftools) number of transitions	(bcftools) transistion in 1st alternative	(bcftools) transistions/transversions ratio	(bcftools) transition/transversion in 1st alternative	(bcftools) substitution T->C	(bcftools) substitution A->C	(bcftools) substitution C->A	(bcftools) substitution G->T	(bcftools) substitution A->T	(bcftools) substitution C->T	(bcftools) substitution T->G	(bcftools) substitution T->A	(bcftools) substitution G->C	(bcftools) substitution C->G	(bcftools) substitution G->A	(bcftools) substitution A->G	(general_stats) mosdepth Mean read depth	(general_stats) mosdepth Min read depth	(general_stats) mosdepth Max read depth	(general_stats) mosdepth Median read depth	(general_stats) mosdepth 1X coverage	(general_stats) mosdepth 5X coverage	(general_stats) mosdepth 10X coverage	(general_stats) mosdepth 50X coverage	(general_stats) mosdepth 100X coverage	(general_stats) mosdepth 200X coverage	(general_stats) mosdepth 500X coverage	(general_stats) mosdepth 750X coverage	(general_stats) mosdepth 1000X coverage	reference_distance	(checkv) warnings	(failed_mapped) mapped reads
LVE00045_cl4_it2	LVE00045	cl4	it2	MK117940:MK117940;	1.0	1164	7258	621	0	0	1164	544	1097	477	7.213e-138	434	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	53.35															1164.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.11	k141_8	4	20.12	18.54	0.0	NODE_7_length_478_cov_16.301994,NODE_10_length_407_cov_16.500000,NODE_11_length_375_cov_39.366935,NODE_12_length_286_cov_83.817610	4.0	0.43	429.55	859010.0	178.0	33.6	0.004146774	661.0	33.0	968.0	20.066334991708125	3856.0	79.93366500829188	0.0	0.0	4824.0	100.0	930.0	19.27860696517413	0.0	0.0	0.0	142.0	359.0	95.0	156.4	97.0	160911.0	159401.0	0.0	0.0	558.0	34.0	524.0	234.0	26.0	2.24	558.0	93.91	322.0	153718.0	165.0	33.5	0.004259822	632.0	33.0	929.0	100.0	0.0	0.0	0.0	0.0	929.0	100.0	893.0	96.1248654467169	0.0	0.0	0.0	60.0	346.0	94.0	157.4	98.5	153718.0	148363.0	0.0	0.0	2.0	13.0	1.0	3.0	1.0	13.0	0.0	0.0	16.0	0.0	0.0	0.0	10.0	10.0	3.0	3.0	0.3	0.3	1.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	3.0	1.0	0.0	78.72	0.0	185.0	75.0	100.0	100.0	98.0	76.0	29.0	0.0	0.0	0.0	0.0	LVE00045-6870		
LVE00045_cl5_it2	LVE00045	cl5	it2	MK117940:MK117940;	0.996	864	7258	813	3	0	52	864	5492	4680	3.494e-173	540	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	94.1															864.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_0	0	0.0	6.64	0.0		51.0	5.9	5902.78	859010.0	178.0	33.6	0.0005235859	32.0	0.0	324.0	6.7164179104477615	4500.0	93.28358208955224	0.0	0.0	4824.0	100.0	324.0	6.7164179104477615	0.0	0.0	0.0	35.0	133.0	29.0	178.9	67.9	61716.0	61117.0	0.0	0.0	186.0	8.0	178.0	82.0	12.0	2.2	186.0	95.7	108.0	58985.0	189.0	33.7	0.0004678646	27.0	0.0	312.0	100.0	0.0	0.0	0.0	0.0	312.0	100.0	312.0	100.0	0.0	0.0	0.0	22.0	130.0	26.0	176.9	66.9	58985.0	57709.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	38.84	0.0	74.0	38.0	94.0	94.0	90.0	30.0	0.0	0.0	0.0	0.0	0.0	LVE00045-6870		
LVE00045_cl7_it2	LVE00045	cl7	it2	MK117940:MK117940;	1.0	688	7258	585	0	0	102	686	4160	3576	4.523e-126	401	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	85.03															688.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_3	1	5.19	4.46	0.0	NODE_6_length_626_cov_25.422846	63.0	9.16	9156.98	859010.0	178.0	33.6	0.0005821311	23.0	0.0	236.0	4.892205638474295	4588.0	95.1077943615257	0.0	0.0	4824.0	100.0	236.0	4.892205638474295	0.0	0.0	0.0	5.0	108.0	10.0	151.2	59.8	41733.0	39510.0	0.0	0.0	118.0	4.0	114.0	54.0	14.0	2.13	118.0	96.61	71.0	40124.0	176.0	33.6	0.0006084978	23.0	0.0	228.0	100.0	0.0	0.0	0.0	0.0	228.0	100.0	228.0	100.0	0.0	0.0	0.0	0.0	104.0	10.0	150.2	59.6	40124.0	37798.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	29.97	0.0	66.0	32.0	85.0	85.0	85.0	24.0	0.0	0.0	0.0	0.0	0.0	LVE00045-6870		
LVE00045_cl8_it2	LVE00045	cl8	it2	KM822056:KM822056;	0.985	627	7255	420	6	0	5	424	5366	4947	1.333e-81	271	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	66.99															627.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.17	NODE_5_length_627_cov_34.114000	0	6.23	0.0	0.0		0.0	0.0	0.0	859010.0	178.0	33.6	0.0152381	720.0	22.0	283.0	5.866500829187396	4541.0	94.1334991708126	0.0	0.0	4824.0	100.0	276.0	5.721393034825871	0.0	0.0	0.0	6.0	91.0	47.0	178.7	111.6	56398.0	47250.0	0.0	0.0	149.0	11.0	138.0	66.0	12.0	2.11	146.0	92.62	95.0	53048.0	199.0	33.6	0.01388551	628.0	18.0	266.0	100.0	0.0	0.0	0.0	0.0	266.0	100.0	262.0	98.49624060150376	0.0	0.0	0.0	3.0	88.0	43.0	180.3	110.4	53048.0	45227.0	0.0	0.0	0.0	41.0	0.0	0.0	1.0	41.0	0.0	0.0	41.0	0.0	0.0	0.0	28.0	28.0	13.0	13.0	0.46	0.46	1.0	3.0	2.0	5.0	3.0	1.0	7.0	6.0	2.0	0.0	5.0	6.0	43.2	22.0	70.0	39.0	100.0	100.0	100.0	30.0	0.0	0.0	0.0	0.0	0.0	LVE00045-6870		
LVE00045_cl0_it2	LVE00045	cl0	it2	MK117940:MK117940;	0.897	7242	7258	6633	683	0	7097	465	7109	477	0.0	3916	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	91.59	acc|GENBANK|MK117940.1|Mammarenavirus	acc|GENBANK|MK117940.1|Mammarenavirus lassaense isolate LASV/H.sapiens-wt/NGA/2018/IRR_120 Z protein (Z) and polymerase (L) genes, complete cds|Mammarenavirus lassaense|VRL|10-DEC-2018	98.096	7242.0	7258.0	1418.0	27.0	0.0	1136.0	2553.0	1148.0	2565.0	0.0	2519.0	7242.0	No	4.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	acc-NEIGHBOR-KM822040.1-Lassa	12	35.04	50.68	0.0	k141_7,k141_2,k141_3,k141_0,k141_6,k141_8,NODE_3_length_831_cov_31.078125,NODE_4_length_680_cov_9.269439,NODE_6_length_626_cov_25.422846,NODE_7_length_478_cov_16.301994,NODE_10_length_407_cov_16.500000,NODE_12_length_286_cov_83.817610	845.0	11.67	11668.05	859010.0	178.0	33.6	0.001330305	684.0	0.0	2950.0	61.152570480928695	1874.0	38.847429519071305	0.0	0.0	4824.0	100.0	2736.0	56.71641791044776	0.0	0.0	0.0	501.0	1054.0	342.0	159.3	73.9	518502.0	514168.0	0.0	0.0	1715.0	118.0	1597.0	733.0	26.0	2.2	1715.0	93.12	938.0	490915.0	175.0	33.6	0.001209334	570.0	0.0	2806.0	100.0	0.0	0.0	0.0	0.0	2806.0	100.0	2616.0	93.2287954383464	0.0	0.0	0.0	195.0	1001.0	334.0	159.2	74.8	490915.0	471334.0	0.0	0.0	0.0	26.0	1.0	1.0	1.0	26.0	0.0	0.0	27.0	0.0	0.0	0.0	16.0	16.0	10.0	10.0	0.62	0.62	4.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0	3.0	3.0	2.0	3.0	38.91	0.0	200.0	31.0	88.0	88.0	82.0	32.0	5.0	0.0	0.0	0.0	0.0	LVE00045-RVDB	no viral genes detected; low-confidence DTR	
LVE00045_cl1_it2	LVE00045	cl1	it2	MK118028:MK118028;	1.0	3407	3403	1722	0	0	3331	1610	3331	1610	0.0	1150	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	50.54	acc|GENBANK|MH887861.1|Mammarenavirus	acc|GENBANK|MH887861.1|Mammarenavirus lassaense isolate H.sapiens-wt/NGA/2018/LASV0206-EDO-2018 glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|Mammarenavirus lassaense|VRL|24-OCT-2018	99.525	3407.0	3389.0	3365.0	16.0	0.0	19.0	3383.0	11.0	3375.0	0.0	6156.0	3407.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	32.17	AAI-based (high-confidence)	0.0	1.0	acc-NEIGHBOR-KM821971.1-Lassa	3	42.28	25.68	0.0	k141_1,NODE_1_length_1611_cov_33.296496,NODE_2_length_1096_cov_20.466460	58.0	1.7	1702.38	859010.0	178.0	33.6	0.001455113	492.0	0.0	1852.0	38.39137645107794	2972.0	61.60862354892206	0.0	0.0	4824.0	100.0	1814.0	37.60364842454395	0.0	0.0	0.0	649.0	628.0	246.0	158.2	84.3	337562.0	338118.0	0.0	0.0	1267.0	126.0	1141.0	544.0	19.0	2.12	1267.0	90.06	602.0	313850.0	181.0	33.6	0.001361392	400.0	0.0	1737.0	100.0	0.0	0.0	0.0	0.0	1737.0	100.0	1703.0	98.0426021876799	0.0	0.0	0.0	275.0	589.0	236.0	158.1	85.2	313850.0	293817.0	0.0	0.0	1.0	19.0	1.0	2.0	1.0	19.0	0.0	0.0	21.0	0.0	0.0	0.0	11.0	11.0	8.0	8.0	0.73	0.73	2.0	2.0	1.0	1.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	3.0	52.61	0.0	113.0	50.0	98.0	98.0	98.0	51.0	5.0	0.0	0.0	0.0	0.0	LVE00045-RVDB		
LVE00045_cl2_it2	LVE00045	cl2	it2	MK118028:MK118028;	0.986	1428	3403	921	13	0	1020	100	616	1536	4.913000000000001e-212	654	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	64.5	acc|GENBANK|MH887861.1|Mammarenavirus	acc|GENBANK|MH887861.1|Mammarenavirus lassaense isolate H.sapiens-wt/NGA/2018/LASV0206-EDO-2018 glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|Mammarenavirus lassaense|VRL|24-OCT-2018	99.784	1428.0	3389.0	927.0	2.0	0.0	89.0	1015.0	1539.0	613.0	0.0	1703.0	1428.0	No	1.0	1.0	0.0	Low-quality	Genome-fragment	13.5	AAI-based (high-confidence)	0.0	1.05	k141_5	1	6.23	15.62	0.0	NODE_9_length_411_cov_45.063380	1.0	0.07	70.03	859010.0	178.0	33.6	0.002000947	224.0	0.0	709.0	14.697346600331676	4115.0	85.30265339966833	0.0	0.0	4824.0	100.0	676.0	14.013266998341626	0.0	0.0	0.0	135.0	285.0	53.0	141.4	65.8	132836.0	111947.0	0.0	0.0	440.0	59.0	381.0	178.0	16.0	2.15	429.0	86.59	235.0	117956.0	187.0	33.6	0.002024909	199.0	0.0	632.0	100.0	0.0	0.0	0.0	0.0	632.0	100.0	619.0	97.94303797468356	0.0	0.0	0.0	62.0	263.0	46.0	141.8	64.3	117956.0	98276.0	0.0	0.0	1.0	12.0	0.0	1.0	1.0	12.0	0.0	0.0	13.0	0.0	0.0	0.0	7.0	7.0	4.0	4.0	0.57	0.57	1.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	2.0	38.64	4.0	104.0	36.0	100.0	100.0	93.0	30.0	0.0	0.0	0.0	0.0	0.0	LVE00045-RVDB		
LVE00045_cl3_it2	LVE00045	cl3	it2	MK117940:MK117940;	0.997	1313	7258	1284	4	0	1	1284	6842	5559	5.994e-276	845	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	97.79	acc|GENBANK|MH887935.1|Mammarenavirus	acc|GENBANK|MH887935.1|Mammarenavirus lassaense isolate H.sapiens-wt/NGA/2018/LASV0206-EDO-2018 Z protein (Z) and polymerase (L) genes, complete cds|Mammarenavirus lassaense|VRL|24-OCT-2018	99.922	1313.0	7187.0	1283.0	1.0	0.0	1.0	1283.0	6782.0	5500.0	0.0	2364.0	1313.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_4	0	0.0	8.01	0.0		0.0	0.0	0.0	859010.0	178.0	33.6	0.0008484434	62.0	0.0	362.0	7.504145936981758	4462.0	92.49585406301824	0.0	0.0	4824.0	100.0	358.0	7.421227197346599	0.0	0.0	0.0	71.0	119.0	60.0	181.5	90.3	72862.0	73075.0	0.0	0.0	219.0	19.0	200.0	99.0	18.0	2.06	219.0	91.32	110.0	68647.0	201.0	33.6	0.0007488576	49.0	0.0	341.0	100.0	0.0	0.0	0.0	0.0	341.0	100.0	337.0	98.82697947214076	0.0	0.0	0.0	30.0	110.0	58.0	182.8	91.5	68647.0	65433.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	29.37	7.0	66.0	28.0	100.0	100.0	95.0	15.0	0.0	0.0	0.0	0.0	0.0	LVE00045-RVDB		
LVE00045_cl4_it2	LVE00045	cl4	it2	MH887919:MH887919;	0.985	627	7173	420	6	0	5	424	5311	4892	1.333e-81	271	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	66.99	acc|GENBANK|MH887935.1|Mammarenavirus	acc|GENBANK|MH887935.1|Mammarenavirus lassaense isolate H.sapiens-wt/NGA/2018/LASV0206-EDO-2018 Z protein (Z) and polymerase (L) genes, complete cds|Mammarenavirus lassaense|VRL|24-OCT-2018	99.762	627.0	7187.0	420.0	1.0	0.0	4.0	423.0	5307.0	4888.0	0.0	771.0	627.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.17	NODE_5_length_627_cov_34.114000	0	6.23	0.0	0.0		0.0	0.0	0.0	859010.0	178.0	33.6	0.0152381	720.0	22.0	283.0	5.866500829187396	4541.0	94.1334991708126	0.0	0.0	4824.0	100.0	276.0	5.721393034825871	0.0	0.0	0.0	6.0	91.0	47.0	178.7	111.6	56398.0	47250.0	0.0	0.0	149.0	11.0	138.0	66.0	12.0	2.11	146.0	92.62	95.0	53048.0	199.0	33.6	0.01388551	628.0	18.0	266.0	100.0	0.0	0.0	0.0	0.0	266.0	100.0	262.0	98.49624060150376	0.0	0.0	0.0	3.0	88.0	43.0	180.3	110.4	53048.0	45227.0	0.0	0.0	0.0	41.0	0.0	0.0	1.0	41.0	0.0	0.0	41.0	0.0	0.0	0.0	28.0	28.0	13.0	13.0	0.46	0.46	1.0	3.0	2.0	5.0	3.0	1.0	7.0	6.0	2.0	0.0	5.0	6.0	43.2	22.0	70.0	39.0	100.0	100.0	100.0	30.0	0.0	0.0	0.0	0.0	0.0	LVE00045-RVDB		
LVE00045_cl0_it2	LVE00045	cl0	it2	MK118028:MK118028;	1.0	3392	3403	1722	0	0	3322	1601	3331	1610	0.0	1150	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	50.77	MH053514.1	MH053514.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0610 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|S	92.068	3392.0	3393.0	3366.0	266.0	1.0	10.0	3374.0	10.0	3375.0	0.0	4767.0	3392.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	32.02	AAI-based (high-confidence)	0.0	1.0	MH053514.1	3	42.28	25.68	0.0	k141_1,NODE_1_length_1611_cov_33.296496,NODE_2_length_1096_cov_20.466460	44.0	1.3	1297.17	859010.0	178.0	33.6	0.0014108	477.0	0.0	1852.0	38.39137645107794	2972.0	61.60862354892206	0.0	0.0	4824.0	100.0	1814.0	37.60364842454395	0.0	0.0	0.0	649.0	628.0	246.0	158.2	84.3	337562.0	338106.0	0.0	0.0	1267.0	126.0	1141.0	544.0	19.0	2.12	1267.0	90.06	602.0	313850.0	181.0	33.6	0.001310393	385.0	0.0	1737.0	100.0	0.0	0.0	0.0	0.0	1737.0	100.0	1703.0	98.0426021876799	0.0	0.0	0.0	275.0	589.0	236.0	158.1	85.2	313850.0	293805.0	0.0	0.0	1.0	19.0	0.0	1.0	1.0	19.0	0.0	0.0	20.0	0.0	0.0	0.0	11.0	11.0	8.0	8.0	0.73	0.73	2.0	2.0	1.0	1.0	2.0	2.0	1.0	3.0	1.0	0.0	1.0	3.0	52.84	0.0	113.0	50.0	99.0	99.0	99.0	51.0	5.0	0.0	0.0	0.0	0.0	LVE00045-9092		
LVE00045_cl1_it2	LVE00045	cl1	it2	MK118028:MK118028;	0.986	1428	3403	921	13	0	1020	100	616	1536	4.913000000000001e-212	654	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	64.5	MH053514.1	MH053514.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0610 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds|S	92.091	1428.0	3393.0	923.0	73.0	0.0	92.0	1014.0	1535.0	613.0	0.0	1303.0	1428.0	No	1.0	1.0	0.0	Low-quality	Genome-fragment	13.5	AAI-based (high-confidence)	0.0	1.05	k141_5	1	6.23	15.62	0.0	NODE_9_length_411_cov_45.063380	1.0	0.07	70.03	859010.0	178.0	33.6	0.002000947	224.0	0.0	709.0	14.697346600331676	4115.0	85.30265339966833	0.0	0.0	4824.0	100.0	676.0	14.013266998341626	0.0	0.0	0.0	135.0	285.0	53.0	141.4	65.8	132836.0	111947.0	0.0	0.0	440.0	59.0	381.0	178.0	16.0	2.15	429.0	86.59	235.0	117956.0	187.0	33.6	0.002024909	199.0	0.0	632.0	100.0	0.0	0.0	0.0	0.0	632.0	100.0	619.0	97.94303797468356	0.0	0.0	0.0	62.0	263.0	46.0	141.8	64.3	117956.0	98276.0	0.0	0.0	1.0	12.0	0.0	1.0	1.0	12.0	0.0	0.0	13.0	0.0	0.0	0.0	7.0	7.0	4.0	4.0	0.57	0.57	1.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	2.0	38.64	4.0	104.0	36.0	100.0	100.0	93.0	30.0	0.0	0.0	0.0	0.0	0.0	LVE00045-9092		
LVE00045_cl2_it2	LVE00045	cl2	it2	MK117940:MK117940;	0.997	1313	7258	1284	4	0	1	1284	6842	5559	5.994e-276	845	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	97.79															1313.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_4	1	1.29	8.01	0.0	NODE_4_length_680_cov_9.269439	0.0	0.0	0.0	859010.0	178.0	33.6	0.0008484434	62.0	0.0	362.0	7.504145936981758	4462.0	92.49585406301824	0.0	0.0	4824.0	100.0	358.0	7.421227197346599	0.0	0.0	0.0	71.0	119.0	60.0	181.5	90.3	72862.0	73075.0	0.0	0.0	219.0	19.0	200.0	99.0	18.0	2.06	219.0	91.32	110.0	68647.0	201.0	33.6	0.0007488576	49.0	0.0	341.0	100.0	0.0	0.0	0.0	0.0	341.0	100.0	337.0	98.82697947214076	0.0	0.0	0.0	30.0	110.0	58.0	182.8	91.5	68647.0	65433.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	29.37	7.0	66.0	28.0	100.0	100.0	95.0	15.0	0.0	0.0	0.0	0.0	0.0	LVE00045-9092		
LVE00045_cl3_it2	LVE00045	cl3	it2	MK117940:MK117940;	1.0	1187	7258	1185	0	0	1185	1	2420	1236	1.922e-265	812	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.83															1187.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_6	1	14.22	14.19	0.0	NODE_3_length_831_cov_31.078125	0.0	0.0	0.0	859010.0	178.0	33.6	0.0005463675	63.0	0.0	667.0	13.82669983416252	4157.0	86.17330016583747	0.0	0.0	4824.0	100.0	624.0	12.935323383084576	0.0	0.0	0.0	100.0	240.0	55.0	167.8	74.8	117064.0	115307.0	0.0	0.0	384.0	41.0	343.0	147.0	23.0	2.37	379.0	89.32	206.0	108375.0	175.0	33.6	0.0004885058	51.0	0.0	619.0	100.0	0.0	0.0	0.0	0.0	619.0	100.0	581.0	93.8610662358643	0.0	0.0	0.0	34.0	224.0	54.0	167.6	76.9	108375.0	104400.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.7	8.0	147.0	54.0	100.0	100.0	98.0	55.00000000000001	6.0	0.0	0.0	0.0	0.0	LVE00045-9092		
LVE00045_cl4_it2	LVE00045	cl4	it2	MK117940:MK117940;	1.0	1164	7258	621	0	0	1164	544	1097	477	7.213e-138	434	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	53.35															1164.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.11	k141_8	4	20.12	18.54	0.0	NODE_7_length_478_cov_16.301994,NODE_10_length_407_cov_16.500000,NODE_11_length_375_cov_39.366935,NODE_12_length_286_cov_83.817610	4.0	0.43	429.55	859010.0	178.0	33.6	0.004146774	661.0	33.0	968.0	20.066334991708125	3856.0	79.93366500829188	0.0	0.0	4824.0	100.0	930.0	19.27860696517413	0.0	0.0	0.0	142.0	359.0	95.0	156.4	97.0	160911.0	159401.0	0.0	0.0	558.0	34.0	524.0	234.0	26.0	2.24	558.0	93.91	322.0	153718.0	165.0	33.5	0.004259822	632.0	33.0	929.0	100.0	0.0	0.0	0.0	0.0	929.0	100.0	893.0	96.1248654467169	0.0	0.0	0.0	60.0	346.0	94.0	157.4	98.5	153718.0	148363.0	0.0	0.0	2.0	13.0	1.0	3.0	1.0	13.0	0.0	0.0	16.0	0.0	0.0	0.0	10.0	10.0	3.0	3.0	0.3	0.3	1.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	3.0	1.0	0.0	78.72	0.0	185.0	75.0	100.0	100.0	98.0	76.0	29.0	0.0	0.0	0.0	0.0	LVE00045-9092		
