Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
KM078958,Zika virus,GenBank,set:KM078958,,"Tognarelli,J., Ulloa,S., Villagra,E., Lagos,J., Aguayo,C., Fasce,R., Parra,B., Mora,J., Becerra,N., Lagos,N., Vera,L., Olivares,B., Vilches,M., Fernandez,J.","Instituto de Salud Publica de Chile, Biomedico",Chile,2015-01-17,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),976,partial,,,1,Chile: Easter Island,Chile,,Homo sapiens,,2014-04-27,,,"Zika virus strain CHI2611214 NS5 protein gene, partial cds"
LP836870,Zika virus,GenBank,set:LP836870,,"BARBERO,C.J., NEBENFUHR,M., SCHLEGL,R., WEBER,M., WRUSS,J.",,,2018-04-29,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10807,partial,,,,,,,,,,,,Sequence 11 from Patent WO2017109225
MW122448,Zika virus,GenBank,,,"Grubaugh,N.D., Saraf,S., Gangavarapu,K., Watts,A., Tan,A.L., Oidtman,R.J., Ladner,J.T., Oliveira,G., Matteson,N.L., Kraemer,M.U.G., Vogels,C.B.F., Hentoff,A., Bhatia,D., Stanek,D., Scott,B., Landis,V., Stryker,I., Cone,M.R., Kopp,E.W. IV, Cannons,A.C., Heberlein-Larson,L., White,S., Gillis,L.D., Ricciardi,M.J., Kwal,J., Lichtenberger,P.K., Magnani,D.M., Watkins,D.I., Palacios,G., Hamer,D.H., Gardner,L.M., Perkins,T.A., Baele,G., Khan,K., Morrison,A., Isern,S., Michael,S.F., Andersen,K.G., Santiago,G.A., Cruz-Lopez,F., Gonzalez-Morales,G., Flores,B., Charriez,K.N., Kalinich,C.C., Fauver,J.R., Munoz-Jordan,J.L.","Centers for Disease Control and Prevention, Surveillance and Research Laboratory",USA,2020-11-03,PR/DB-ZIKV1015/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10272,partial,,,1,Puerto Rico,USA,PR,Homo sapiens,blood,2016-10-04,,,"Zika virus isolate PR/DB-ZIKV1015/2016 polyprotein (POLY) gene, complete cds"
MN170712,Zika virus,GenBank,set:MN170712,,"Garcia,F.M., Ventorim,D.P., Vianna,L.A., Dettogni,R.S., Reis,R.S., Silva,M.O., Louro,I.D.","Universidade Federal do Espirito Santo, Ciencias Biologicas",,2019-07-27,Z584-16,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),583,partial,,,,Brazil,Brazil,,Aedes sp.,,2018-03-07,,,"Zika virus isolate Z584-16 E gene, partial cds"
KF270887,Zika virus,GenBank,set:KF270887,,"Grard,G., Caron,M., Mombo,I.M., Nkoghe,D., Mboui Ondo,S., Jiolle,D., Fontenille,D., Paupy,C., Leroy,E.M., Leroy,E.","Centre International de Recherches Medicales de Franceville, Unite des Maladies Virales Emergentes",Gabon,2014-03-04,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),772,partial,,,1,Gabon,Gabon,,Homo sapiens,,2007,,,"Zika virus strain CCB-870 NS3 protein gene, partial cds"
KY559000,Zika virus,GenBank,set:KY559000,,"Faria,N.R., Quick,J., Morales,I., Theze,J., Jesus,J.G., Giovanetti,M., Kraemer,M.U., Hill,S.C., Black,A., da Costa,A.C., Franco,L., Patroca,S., Wu,C.-H., Ragwhani,J., Cauchemez,S., du Plessis,L., Verotti,M., de Oliveira,W.K., Carmo,E.H., Coelho,G.E., Henriques,C.M.P., Santelli,A.C.S., Vinhal,L.C., Simpson,J.T., Loose,M., Andersen,K.G., Grubaugh,N.D., Somasekar,S., Chiu,C.Y., Lewis-Ximenez,L., Baylis,S., Chieppe,A.O., Aguiar,S.F., Fernandes,C.A., Lemos,P.S., Nascimento,B., Monteiro,H.A.O., de Siqueira,I.C., de Queiroz,M.G., de Souza,T.R., Bezerra,J.F., Lemos,M.R., Pereira,G.F., Loudal,D., Moura,L.C.A.C., Dhalia,R., Franca,R.F., Magalhaes,T., Marques,E.T. Jr., Ayres,C., Wallau,G.L., de Lima,M.C., Nascimento,V., de Cerqueira,E.M., de Lima,M.M., Mascarenhas,D.L., Moura Neto,J.P., Levin,A.S., Tozetto-Mendoza,T.R., Fonseca,S.N., Mendes-Correa,M.C., Milagres,F.P., Segurado,A., Holmes,E.C., Rambaut,A., Bedford,T., Nunes,M.R.T., Sabino,E.C., Alcantara,L.C.J., Loman,N., Pybus,O.G.","University of Oxford, Department of Zoology",United Kingdom,2017-05-23,ZIKV/Homo_sapiens/Brazil/2015/ZBRC321,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),9673,partial,,,,"Brazil: Paulista, Pernambuco",Brazil,,Homo sapiens,,2015-08-09,,,"Zika virus isolate ZIKV/Homo_sapiens/Brazil/2015/ZBRC321 polyprotein gene, partial cds"
OP858781,Zika virus,GenBank,,,"Selhorst,P., Medero Diaz,D.","Institute of Tropical Medicine, Biomedical Sciences",Belgium,2023-12-07,62,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10540,partial,,,,Cuba,Cuba,,Homo sapiens,,2018-10-29,,,"Zika virus isolate 62 polyprotein gene, complete cds"
KU232298,Zika virus,GenBank,set:KU232298,,"Pessoa,R., Sanabani,S.","Instituto de Medicina Tropical, Virology",Brazil,2016-02-09,050ZV_PEBR15,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),678,partial,,,,Brazil,Brazil,,Homo sapiens,,2015-05-25,,,"Zika virus isolate 050ZV_PEBR15 NS5 protein gene, partial cds"
OK573251,Zika virus,GenBank,,"SRR9107805,SRR9107806","Rios,M., Fares-Gusmao,R., Volkova,E., Grinev,A., Assis,F., Chancey,C., Ok,S., Rocha,B., Sippert,E., Tallon,L., Sadzewicz,L., Vavikolanu,K., Mehta,A., Aluvathingal,J., Nadendla,S., Yan,Y., Sichtig,H.","US Food and Drug Administration, Center for Devices and Radiological Health",USA,2022-07-30,CTS-30 ZR _48h,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10766,partial,,,,USA: MD,USA,MD,Homo sapiens,,,SAMN11077982,PRJNA231221,UNVERIFIED: Zika virus FDA:FDAARGOS_837 genomic sequence
MW122388,Zika virus,GenBank,,,"Grubaugh,N.D., Saraf,S., Gangavarapu,K., Watts,A., Tan,A.L., Oidtman,R.J., Ladner,J.T., Oliveira,G., Matteson,N.L., Kraemer,M.U.G., Vogels,C.B.F., Hentoff,A., Bhatia,D., Stanek,D., Scott,B., Landis,V., Stryker,I., Cone,M.R., Kopp,E.W. IV, Cannons,A.C., Heberlein-Larson,L., White,S., Gillis,L.D., Ricciardi,M.J., Kwal,J., Lichtenberger,P.K., Magnani,D.M., Watkins,D.I., Palacios,G., Hamer,D.H., Gardner,L.M., Perkins,T.A., Baele,G., Khan,K., Morrison,A., Isern,S., Michael,S.F., Andersen,K.G., Santiago,G.A., Cruz-Lopez,F., Gonzalez-Morales,G., Flores,B., Charriez,K.N., Kalinich,C.C., Fauver,J.R., Munoz-Jordan,J.L.","Centers for Disease Control and Prevention, Surveillance and Research Laboratory",USA,2020-11-03,PR/DB-ZIKV266/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10272,partial,,,1,Puerto Rico,USA,PR,Homo sapiens,blood,2016-10-31,,,"Zika virus isolate PR/DB-ZIKV266/2016 polyprotein (POLY) gene, complete cds"
OK054388,Zika virus,GenBank,,,"Sun,H., Burger-Calderon,R., Dickens,B.S.L., de Sessions,P.F., Rabaa,M., Ho,E.X.P., Kuan,G., Cook,A.R., Bustos,F., Carey,J., Balmaseda,A., Ooi,E., Harris,E., Sessions,O.M.","National University of Singapore, Saw Swee Hock School of Public Health",Singapore,2021-10-05,ZIKV/Homo_Sapiens/NIC/4456_CZB162/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10765,partial,,,,Nicaragua,Nicaragua,,Homo sapiens,blood,2016-06-28,,,"Zika virus isolate ZIKV/Homo_Sapiens/NIC/4456_CZB162/2016 polyprotein (POLY) gene, complete cds"
OK573286,Zika virus,GenBank,,"SRR11471925,SRR11471926","Rios,M., Fares-Gusmao,R., Volkova,E., Grinev,A., Assis,F., Chancey,C., Ok,S., Rocha,B., Sippert,E., Tallon,L., Sadzewicz,L., Vavikolanu,K., Mehta,A., Aluvathingal,J., Nadendla,S., Yan,Y., Sichtig,H.","US Food and Drug Administration, Center for Devices and Radiological Health",USA,2022-07-30,CTS 223_16P,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),7337,partial,,,,USA: MD,USA,MD,,,,SAMN14214652,PRJNA231221,UNVERIFIED: Zika virus FDA:FDAARGOS_980 genomic sequence
KX421193,Zika virus,GenBank,set:KX421193,,"Tabata,T., Petitt,M., Puerta-Guardo,H., Michlmayr,D., Wang,C., Fang-Hoover,J., Harris,E., Pereira,L., Balmaseda,A., Saborio,S., Kuan,G.","University of California, Berkeley, Division of Infectious Diseases and Vaccinology, School of Public Health",USA,2017-02-01,Uganda1947_MR766,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10269,partial,,,1,Uganda,Uganda,,,,1947,,,"Zika virus isolate Uganda1947_MR766 polyprotein gene, partial cds"
KM078949,Zika virus,GenBank,set:KM078949,,"Tognarelli,J., Ulloa,S., Villagra,E., Lagos,J., Aguayo,C., Fasce,R., Parra,B., Mora,J., Becerra,N., Lagos,N., Vera,L., Olivares,B., Vilches,M., Fernandez,J.","Instituto de Salud Publica de Chile, Biomedico",Chile,2015-01-17,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),976,partial,,,1,Chile: Easter Island,Chile,,Homo sapiens,,2014-04-03,,,"Zika virus strain CHI2283914 NS5 protein gene, partial cds"
MZ318410,Zika virus,GenBank,,,"Sriburin,P., Sittikul,P., Kosoltanapiwat,N., Arunsodsai,W., Sabchareon,A., Sirivichayakul,C., Limkittikul,K., Chatchen,S.","Mahidol University, Department of Tropical Pediatrics, Faculty of Tropical Medicine",Thailand,2021-06-28,01-0291,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),301,partial,,,,Thailand,Thailand,,Homo sapiens,blood,2009-07-09,,,"Zika virus isolate 01-0291 polyprotein gene, partial cds"
KF383105,Zika virus,GenBank,set:KF383105,,"Faye,O., Freire,C.C., Iamarino,A., de Oliveira,J.V., Diallo,M., Zanotto,P.M., Sall,A.A., Freire,C.C.M., Chen,R., Oliveira,J.V.C., Weaver,S.C., Zanotto,P.M.A.","University of Sao Paulo, Microbiology",Brazil,2014-03-15,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),708,partial,,,1,Cote d'Ivoire,Cote d'Ivoire,,,,1996,,,"Zika virus strain ArA506 nonstructural protein 5 gene, partial cds"
PH253475,Zika virus,GenBank,,,"Horhota,A.T., Barnes,T., Ott,K., Yang,J., Wesselhoeft,R.A., Goodman,B.",,,2025-02-28,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),106,partial,,,,,,,,,,,,JP 2023525270-A/542: CIRCULAR RNA COMPOSITIONS AND METHODS
MZ008356,Zika virus,GenBank,,,"Yang,F.","Shenzhen Center for Disease Control and Prevention, Institution of Pathogen Biology",China,2021-05-24,ZIKV/Homo_sapiens/Cambodia/2019/SZ1901,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10686,complete,,,,Cambodia,Cambodia,,Homo sapiens,"saliva, oronasopharynx",2019-12,,,"Zika virus isolate ZIKV/Homo_sapiens/Cambodia/2019/SZ1901, complete genome"
LC322991,Zika virus,GenBank,set:LC322991,,"Julian Frederick Dony,J., Ibrahim,M.Y., Jeffree,M.S., Yahiro,T., Md Taib,N., Dominic,A., Jaimin,J., Giloi,N., Mustapha,Z.A., Chua,T.H., Othman,R., Matsumoto,T., Iha,H., Ahmed,K.","Pathobiology & Health Sciences; Jalan UMS, Kota Kinabalu, Sabah 88400",Malaysia,2018-07-03,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),232,partial,,,,Malaysia:Sabah,Malaysia,,Homo sapiens,,2016-09-01,,,"Zika virus SZ1-2016 NS5 gene for polyprotein, partial cds"
KY120349,Zika virus,GenBank,set:KY120349,,"Boukadida,C., Torres-Flores,J.M., Yocupicio-Monroy,M., Piten-Isidro,E., Rivero-Arrieta,A.Y., Luna-Villalobos,Y.A., Martinez-Vargas,L., Alcaraz-Estrada,S.L., Torres-Hernandez,K.J., Lira,R., Reyes-Teran,G., Sevilla-Reyes,E.E.","Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas (INER), Departamento de Investigacion en Enfermedades Infecciosas (CIENI)",Mexico,2016-11-20,CIENI551,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10633,complete,,,,"Mexico: Oaxaca, Tehuantepec Isthmus",Mexico,,Homo sapiens,blood,2016-03-03,,,"Zika virus strain MEX_CIENI551, complete genome"
MG807647,Zika virus,GenBank,set:MG807647,,"Wongsurawat,T., Athipanyasilp,N., Jenjaroenpun,P., Jun,S.R., Kaewnapan,B., Wassenaar,T.M., Leelahakorn,N., Angkasekwinai,N., Kantakamalakul,W., Ussery,D.W., Sutthent,R., Nookaew,I., Horthongkham,N., Pattama,A.","Mahidol university, Microbiology",Thailand,2018-07-20,SI-BKK06,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10807,complete,,,1,Thailand,Thailand,,Homo sapiens,urine,2017-09-07,,,"Zika virus isolate SI-BKK06, complete genome"
MG494697,Zika virus,GenBank,set:MG494697,,"Valdespino-Vazquez,M.Y., Sevilla-Reyes,E.E., Yocupicio-Monroy,M., Boukadida,C., Piten-Isidro,E., Lira,R., Alcaraz-Estrada,S.L., Reyes-Teran,G., Hernandez-Pando,R., Torres-Flores,J.M., Soriano-Jimenez,J.D., Herrera-Salazar,A., Figueroa-Damian,R., Moreno-Verduzco,E.R.",Instituto Nacional de Perinatologia,Mexico,2017-12-17,ZIKV/Homo_sapiens/Mexico/INPER38b/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10666,partial,,,,Mexico: Veracruz,Mexico,,Homo sapiens,brain,2016-11-24,,,"Zika virus isolate ZIKV/Homo_sapiens/Mexico/INPER38b/2016 polyprotein gene, complete cds"
KX443144,Zika virus,GenBank,set:KX443144,,"Oliveira,D.B.L., Pour,S.Z., Durigon,E.","Instituto de Ciencias Biomedicas, Microbiology",Brazil,2017-08-01,BR17_SP_2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),554,partial,,,,Brazil,Brazil,,Homo sapiens,sperm,2016-04-26,,,"Zika virus isolate BR17_SP_2016 capsid protein gene, partial cds"
KY559026,Zika virus,GenBank,set:KY559026,,"Faria,N.R., Quick,J., Morales,I., Theze,J., Jesus,J.G., Giovanetti,M., Kraemer,M.U., Hill,S.C., Black,A., da Costa,A.C., Franco,L., Patroca,S., Wu,C.-H., Ragwhani,J., Cauchemez,S., du Plessis,L., Verotti,M., de Oliveira,W.K., Carmo,E.H., Coelho,G.E., Henriques,C.M.P., Santelli,A.C.S., Vinhal,L.C., Simpson,J.T., Loose,M., Andersen,K.G., Grubaugh,N.D., Somasekar,S., Chiu,C.Y., Lewis-Ximenez,L., Baylis,S., Chieppe,A.O., Aguiar,S.F., Fernandes,C.A., Lemos,P.S., Nascimento,B., Monteiro,H.A.O., de Siqueira,I.C., de Queiroz,M.G., de Souza,T.R., Bezerra,J.F., Lemos,M.R., Pereira,G.F., Loudal,D., Moura,L.C.A.C., Dhalia,R., Franca,R.F., Magalhaes,T., Marques,E.T. Jr., Ayres,C., Wallau,G.L., de Lima,M.C., Nascimento,V., de Cerqueira,E.M., de Lima,M.M., Mascarenhas,D.L., Moura Neto,J.P., Levin,A.S., Tozetto-Mendoza,T.R., Fonseca,S.N., Mendes-Correa,M.C., Milagres,F.P., Segurado,A., Holmes,E.C., Rambaut,A., Bedford,T., Nunes,M.R.T., Sabino,E.C., Alcantara,L.C.J., Loman,N., Pybus,O.G.","University of Oxford, Department of Zoology",United Kingdom,2017-05-23,ZIKV/Homo_sapiens/Brazil/2016/ZBRY4,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10011,partial,,,,Brazil: Rio de janeiro,Brazil,,Homo sapiens,,2016-01-15,,,"Zika virus isolate ZIKV/Homo_sapiens/Brazil/2016/ZBRY4 polyprotein gene, partial cds"
PQ139122,Zika virus,GenBank,,,"Ahmed,A., Mohamed,N.S., Abubakr,M., Sami,H., Muller,P., Musa,A.M., Zinsstag,J.","Sirius Training and Research Centre, Molecular Biology",Sudan,2024-08-10,pool-1,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),71,partial,,,,Sudan,Sudan,,Aedes aegypti,,2023,,,"Zika virus isolate pool-1 polyprotein, RNA-dependent RNA polymerase NS5 region, gene, partial cds"
MW122446,Zika virus,GenBank,,,"Grubaugh,N.D., Saraf,S., Gangavarapu,K., Watts,A., Tan,A.L., Oidtman,R.J., Ladner,J.T., Oliveira,G., Matteson,N.L., Kraemer,M.U.G., Vogels,C.B.F., Hentoff,A., Bhatia,D., Stanek,D., Scott,B., Landis,V., Stryker,I., Cone,M.R., Kopp,E.W. IV, Cannons,A.C., Heberlein-Larson,L., White,S., Gillis,L.D., Ricciardi,M.J., Kwal,J., Lichtenberger,P.K., Magnani,D.M., Watkins,D.I., Palacios,G., Hamer,D.H., Gardner,L.M., Perkins,T.A., Baele,G., Khan,K., Morrison,A., Isern,S., Michael,S.F., Andersen,K.G., Santiago,G.A., Cruz-Lopez,F., Gonzalez-Morales,G., Flores,B., Charriez,K.N., Kalinich,C.C., Fauver,J.R., Munoz-Jordan,J.L.","Centers for Disease Control and Prevention, Surveillance and Research Laboratory",USA,2020-11-03,PR/DB-ZIKV999/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10272,partial,,,1,Puerto Rico,USA,PR,Homo sapiens,blood,2016-06-20,,,"Zika virus isolate PR/DB-ZIKV999/2016 polyprotein (POLY) gene, complete cds"
MW122401,Zika virus,GenBank,,,"Grubaugh,N.D., Saraf,S., Gangavarapu,K., Watts,A., Tan,A.L., Oidtman,R.J., Ladner,J.T., Oliveira,G., Matteson,N.L., Kraemer,M.U.G., Vogels,C.B.F., Hentoff,A., Bhatia,D., Stanek,D., Scott,B., Landis,V., Stryker,I., Cone,M.R., Kopp,E.W. IV, Cannons,A.C., Heberlein-Larson,L., White,S., Gillis,L.D., Ricciardi,M.J., Kwal,J., Lichtenberger,P.K., Magnani,D.M., Watkins,D.I., Palacios,G., Hamer,D.H., Gardner,L.M., Perkins,T.A., Baele,G., Khan,K., Morrison,A., Isern,S., Michael,S.F., Andersen,K.G., Santiago,G.A., Cruz-Lopez,F., Gonzalez-Morales,G., Flores,B., Charriez,K.N., Kalinich,C.C., Fauver,J.R., Munoz-Jordan,J.L.","Centers for Disease Control and Prevention, Surveillance and Research Laboratory",USA,2020-11-03,PR/DB-ZIKV455/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10272,partial,,,1,Puerto Rico,USA,PR,Homo sapiens,blood,2016-09-15,,,"Zika virus isolate PR/DB-ZIKV455/2016 polyprotein (POLY) gene, complete cds"
PP921916,Zika virus,GenBank,,,"Mendoza,P., Ortiz-Alvarez,L.","Vircell S.L., I+D, Molecular Diagnostics",Spain,2024-06-30,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10462,partial,,,,Spain,Spain,,,,2013-05-03,,,"Zika virus strain MR 766 polyprotein (POLY) gene, partial cds"
KY415986,Zika virus,GenBank,set:KY415986,,"White,S.K., Mavian,C., Elbadry,M.A., Beau De Rochars,V.M., Paisie,T., Telisma,T., Salemi,M., Lednicky,J.A., Morris,J.G. Jr., Beau De Rochars,M.V.","University of Florida - Gainesville, Environmental and Global Health",USA,2017-06-07,Haiti/0029/2014,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10808,complete,,,1,Haiti,Haiti,,Homo sapiens,blood,2014-05-29,,,"Zika virus isolate Haiti/0029/2014, complete genome"
ON419458,Zika virus,GenBank,,,"Yadav,P.D.","National Institute of Virology, Maximum Containment Laboratory",India,2022-06-21,MCL-21-H-12032,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),414,partial,,,,"India: Kerala,Trivandrum",India,,Homo sapiens,blood,2021-07-20,,,"Zika virus isolate MCL-21-H-12032 polyprotein, envelope protein region, gene, partial cds"
LQ868273,Zika virus,GenBank,set:LQ868273,,"CIARAMELLA,G., HIMANSU,S., HUANG,E.Y., ZAKS,T.",,,2018-09-19,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),2342,partial,,,,,,,,,,,,Sequence 121 from Patent EP3364950
LY589878,Zika virus,GenBank,set:LY589878,,"Barbero Calzado,J., Nebenfuhr,M., Schlegl,R., Weber,M., Wruss,J.",,,2019-09-20,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10807,partial,,,,,,,,,,,,KR 1020180097558-A/7: ZIKA VIRUS VACCINE
MF048803,Zika virus,GenBank,set:MF048803,,"Cabral,G.B., Ferreira,J.L.P., Souza,R.P., Cunha,M.S., Luchs,A., Figueiredo,C.A., Brigido,L.F.M., Ferreira,J.L.","Instituto Adolfo Lutz, Retrovirus Laboratory",Brazil,2017-05-13,BR19147,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),1515,partial,,,1,Brazil,Brazil,,Homo sapiens,,2016-11-11,,,"Zika virus isolate BR19147 Env gene, partial cds"
MW123923,Zika virus,GenBank,,,"Pour,S.Z., Cunha,M.P., Neto,D.F.L., Lara,C.C., Basqueira,M.S., Durigon,E.L., Pinho,J.R.R., Zanotto,P.M.A.","University of Sao Paulo, Department of Microbiology, Biomedical Sciences Institute",,2021-10-16,ZIKV_P17_H,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10651,partial,,,,Brazil,Brazil,,Homo sapiens,sperm,2016-06-16,,,"Zika virus isolate ZIKV_P17_H polyprotein (POLY) gene, complete cds"
MF048802,Zika virus,GenBank,set:MF048802,,"Cabral,G.B., Ferreira,J.L.P., Souza,R.P., Cunha,M.S., Luchs,A., Figueiredo,C.A., Brigido,L.F.M., Ferreira,J.L.","Instituto Adolfo Lutz, Retrovirus Laboratory",Brazil,2017-05-13,BR18147,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),1515,partial,,,1,Brazil,Brazil,,Homo sapiens,,2016-10-10,,,"Zika virus isolate BR18147 Env gene, partial cds"
ON419461,Zika virus,GenBank,,,"Yadav,P.D.","National Institute of Virology, Maximum Containment Laboratory",India,2022-06-21,MCL-21-H-11910,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),411,partial,,,,"India: Kerala,Trivandrum",India,,Homo sapiens,blood,2021-05-07,,,"Zika virus isolate MCL-21-H-11910 polyprotein, envelope protein region, gene, partial cds"
MK216739,Zika virus,GenBank,set:MK216739,,"Giovanetti,M., Goes de Jesus,J., Xavier,J., Morales,I., Lourenco,J., Dellicour,S., du Plessis,L., Theze,J., Salles,F., Paz,P., Nascimento,V., Souza,V., Carvalho,R., Iani,F., Wallau,G., Fonseca,V., Souza,R., Cru,L., Abreu,A., Garcia,M., Okumoto,O., Melo,C., Nunes,M., Sabino,E., Naveca,F., Pybus,O., Faria,N., Alcantara,L.C.J.","Fundacao Oswaldo Cruz, Laboratorio de Flavivirus",Brazil,2020-01-04,AMA73,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),431,partial,,,,"Brazil: Manaus, Amazonas",Brazil,,Homo sapiens,urine,2017-03-20,,,"Zika virus isolate AMA73 polyprotein, NS3 region, gene, partial cds"
OQ727572,Zika virus,GenBank,,,"de Moraes,L., Portilho,M.M., Vrancken,B., Van den Broeck,F., Santos,L.A., Cucco,M., Tauro,L.B., Kikuti,M., Silva,M.M.O., Campos,G.S., Reis,M.G., Barral,A., Barral-Netto,M., Boaventura,V.S., Vandamme,A.M., Theys,K., Lemey,P., Ribeiro,G.S., Khouri,R., de Moraes,L.E.P.","Instituto Goncalo Moniz / Fundacao Oswaldo Cruz, Laboratorio de Enfermidades Infecciosas Transmitidas por Vetores",,2023-07-07,TRDP274,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),9464,partial,,,1,"Brazil: Bahia, Salvador, Brasil Gas",Brazil,,Homo sapiens,blood,2015-05-20,,,"Zika virus isolate TRDP274 polyprotein gene, partial cds"
MK216702,Zika virus,GenBank,set:MK216702,,"Giovanetti,M., Goes de Jesus,J., Xavier,J., Morales,I., Lourenco,J., Dellicour,S., du Plessis,L., Theze,J., Salles,F., Paz,P., Nascimento,V., Souza,V., Carvalho,R., Iani,F., Wallau,G., Fonseca,V., Souza,R., Cru,L., Abreu,A., Garcia,M., Okumoto,O., Melo,C., Nunes,M., Sabino,E., Naveca,F., Pybus,O., Faria,N., Alcantara,L.C.J.","Fundacao Oswaldo Cruz, Laboratorio de Flavivirus",Brazil,2020-01-04,AMA26,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),5788,partial,,,,"Brazil: Manaus, Amazonas",Brazil,,Homo sapiens,blood,2016-02-11,,,"Zika virus isolate AMA26 polyprotein gene, partial cds"
MT439638,Zika virus,GenBank,,,"Iani,F.C.M., Giovanetti,M., Jesus,J.G., Adelino,T.E.R., Pereira,M.A., Junior,J.X.S., Fonseca,V.S., Theze,J., Sabino,E.C., Oliveira,M.A.A., Alcantara,L.C.J., Faria,N.R.","Fundacao Ezequiel Dias, Laboratorio de Saude Publica de Minas Gerais - Servico de Virologia",Brazil,2020-11-13,1295_16,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),9749,partial,,,,Brazil,Brazil,,Homo sapiens,blood,2016-03-21,,,"Zika virus isolate 1295_16 polyprotein gene, partial cds"
