Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OR143159,Human respiratory syncytial virus A,GenBank,,,"Holland,S.C., Holland,L.A., Smith,M.F., Leonard,V.R., Murugan,V., Nordstrom,L., Mulrow,M., Salgado,R., White,M., Lim,E.S.","Arizona State University, Center for Fundamental and Applied Microbiomics",USA,2023-06-27,ASU102677,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15221,complete,,,,USA: Arizona,USA,AZ,Homo sapiens,,2023-02-09,,,"Human respiratory syncytial virus A isolate ASU102677, complete genome"
OR466332,Human respiratory syncytial virus A,GenBank,,,"Avadhanula,V., Agustinho,D.P., Menon,V.K., Chemaly,R.F., Shah,D.P., Qin,X., Surathu,A., Doddapaneni,H., Muzny,D.M., Metcalf,G.A., Gregeen,S.J., Gibbs,R.A., Petrosino,J.J., Sedlazeck,F.J., Piedra,P.A.","Baylor College of Medicine, Human Genome Sequencing Center",USA,2023-10-01,p1306-121310706A,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15101,complete,,,,USA,USA,,Homo sapiens,,2012-03-22,,,"Human respiratory syncytial virus A isolate p1306-121310706A, complete genome"
OQ941756,Human respiratory syncytial virus A,GenBank,,,"Pangesti,K.N.A., Ansari,H.R., Bayoumi,A., Kesson,A.M., Hill-Cawthorne,G.A., Abd El Ghany,M.","Westmead Institute for Medical Research (WIMR) & Sydney Infectious Disease Institute (Sydney ID), Centre for Infectious Diseases and Microbiology",Australia,2023-08-09,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14945,partial,,,,Australia,Australia,,Homo sapiens,oronasopharynx,2017,,,"Human respiratory syncytial virus A strain RSVA/Australia/68_S46/2017, partial genome"
PP376361,Human respiratory syncytial virus A,GenBank,,,"Langedijk,A.C., Lebbink,R.J., Bont,L.J., Evers,A.","UMC Utrecht, Paediatric Infectious Diseases",Netherlands,2024-04-09,358103032,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15226,complete,,,,Finland,Finland,,Homo sapiens,,2020-02-18,,,"Human respiratory syncytial virus A isolate 358103032, complete genome"
OR795396,Human respiratory syncytial virus A,GenBank,,,"Kondgen,S., Reiche,J.",Robert Koch Institut,Germany,2024-02-13,hRSV/A/Germany/20-02604/2020,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15237,complete,,,,Germany,Germany,,Homo sapiens,,2020-02-20,,,"Human respiratory syncytial virus A isolate hRSV/A/Germany/20-02604/2020, complete genome"
PV404307,Human respiratory syncytial virus A,GenBank,,,"Lauring,A.S., Papalambros,L.K.","University Of Michigan, Internal Medicine - Infectious Disease",USA,2025-04-02,hRSV-A-G25X97W5,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14919,partial,,,,USA,USA,,Homo sapiens,,2024-12-10,,PRJNA1079770,"Human respiratory syncytial virus A isolate hRSV-A-G25X97W5, partial genome"
OK649656,Human respiratory syncytial virus A,GenBank,,,"Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-11-07,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15180,complete,,,1,Brazil,Brazil,,Homo sapiens,,2010,,PRJNA322324,"Human respiratory syncytial virus A strain HRSV/A/Brazil/38760/2010, complete genome"
OR666563,Human respiratory syncytial virus A,GenBank,,,"Li,F., Zhu,Y., Chen,X.","Beijing Children's Hospital, Capital Medical University, Laboratory of Infection and Virology",China,2023-11-04,RSVA/20200255/BJ/CHN/2020.02.06,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15214,complete,,,,China,China,,Homo sapiens,oronasopharynx,2020-02-06,,,"Human respiratory syncytial virus A isolate RSVA/20200255/BJ/CHN/2020.02.06, complete genome"
PQ638681,Human respiratory syncytial virus A,GenBank,,,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., McDermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","Seattle Flu Study, The Brotman Baty Institute for Precision Medicine",USA,2024-12-01,RSV-A/human/USA/WA-S25730/2022,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15216,complete,,,,"USA: Washington,King County",USA,WA,Homo sapiens,oronasopharynx,2022-12-25,SAMN44705230,PRJNA988152,"Human respiratory syncytial virus A isolate RSV-A/human/USA/WA-S25730/2022, complete genome"
ON057120,Human respiratory syncytial virus A,GenBank,,,"Adhikari,B., Hassan,F., Harrison,C., Dien Bard,J., Dunn,J., Kehl,S., Selvarangan,R.","Children's Mercy, Pathology and Laboratory Medicine",USA,2022-07-05,RSVA_CM_18-19_045,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1781,partial,,,,USA,USA,,Homo sapiens,,2019,,,"UNVERIFIED: Human respiratory syncytial virus A isolate RSVA_CM_18-19_045 fusion protein (F) gene, partial cds"
MF445754,Human respiratory syncytial virus A,GenBank,set:MF445754,,"Su,Y., Wu,Y., Tian,R., Liang,G.","Fujian Provincial Hospital, Department of Clinical Laboratory",China,2019-12-31,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,complete,,,,China,China,,Homo sapiens,oronasopharynx,2014-11-21,,,"Human respiratory syncytial virus A strain FJ141121-24 attachment glycoprotein (G) gene, complete cds"
PQ762865,Human respiratory syncytial virus A,GenBank,,,"Fourati,S., Rameix Welti,M.-A.","Hospital Henri Mondor - APHP, Department of Virology",France,2024-12-18,026-0045,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15174,partial,,,,France,France,,Homo sapiens,,2023-12-20,,,"Human respiratory syncytial virus A isolate 026-0045, partial genome"
MH181898,Human respiratory syncytial virus A,GenBank,set:MH181898,,"Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.","KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department",Kenya,2018-09-28,KEN/KILIFI/WGS/1146_03/02/2013,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14693,partial,,,1,Kenya,Kenya,,Homo sapiens,,2013-02-03,,,"Human respiratory syncytial virus A isolate KEN/KILIFI/WGS/1146_03/02/2013, partial genome"
OQ275568,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,610102041,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,Australia,Australia,,Homo sapiens,,2019-11-08,,,"Human respiratory syncytial virus A isolate 610102041 fusion glycoprotein (F) gene, complete cds"
KC677857,Human respiratory syncytial virus A,GenBank,set:KC677857,,"Valdes,O., Corso,M., Pinon,A., Acosta,B., Savon,C., Gonzalez,G., Mune,M., Hernandez,B., Echevarria,Y., Oropesa,S.","Tropical Medicine Institute Pedro Kouri, Virology",Cuba,2014-09-25,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,partial,,,,Cuba,Cuba,,Homo sapiens,oronasopharynx,2012-10-15,,,"Human respiratory syncytial virus A strain A/CU/2636/12 G glycoprotein (G) gene, partial cds"
OR287892,Human respiratory syncytial virus A,GenBank,,,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., McDermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.",The Brotman Baty Institute for Precision Medicine,USA,2023-08-26,RSV-A/human/USA/WA-S23278/2019,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15197,complete,,,,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2019-12-23,SAMN36359138,PRJNA988152,"Human respiratory syncytial virus A isolate RSV-A/human/USA/WA-S23278/2019, complete genome"
PP957751,Human respiratory syncytial virus A,GenBank,,SRR29541207,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnker,L., Wang,X.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",USA,2024-07-03,MN-MDH-RSVA-00738,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15043,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2024-02-03,SAMN42036936,PRJNA1048457,"Human respiratory syncytial virus A isolate MN-MDH-RSVA-00738, partial genome"
KC297251,Human respiratory syncytial virus A,GenBank,set:KC297251,,"Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.","Capital Institute of Pediatrics, Laboratory of Virology",,2013-10-02,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),903,partial,,,1,China,China,,Homo sapiens,,2010,,,"Human respiratory syncytial virus A strain BJ/27711 attachment glycoprotein (G) gene, complete cds"
PP377510,Human respiratory syncytial virus A,GenBank,,,"Langedijk,A.C., Lebbink,R.J., Bont,L.J., Evers,A.","UMC Utrecht, Paediatric Infectious Diseases",Netherlands,2024-04-09,270101092,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15223,complete,,,,South Africa,South Africa,,Homo sapiens,,2018-06-26,,,"UNVERIFIED: Human respiratory syncytial virus A isolate 270101092, complete genome"
MZ961824,Human respiratory syncytial virus A,GenBank,,,"Luo,Q., Li,M., Huang,F.","Immunological Prevention, Beijing Center for Disease Prevention and Control",China,2022-03-05,2017-R5732,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),357,partial,,,,China,China,,Homo sapiens,oronasopharynx,2017-11,,,"Human respiratory syncytial virus A isolate 2017-R5732 attachment protein (G) gene, partial cds"
OQ343523,Human respiratory syncytial virus A,GenBank,,,"Jevsnik Virant,M., Lustrek,M., Petrovec,M.","Faculty of Medicine, University of Ljubljana",Slovenia,2023-03-05,HRSV/A/SLO/4439/2021,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),357,partial,,,,Slovenia,Slovenia,,Homo sapiens,oronasopharynx,2021-08-23,,,"Human respiratory syncytial virus A isolate HRSV/A/SLO/4439/2021 attachment glycoprotein (G) gene, partial cds"
MT853987,Respiratory syncytial virus type A,GenBank,,,"Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.","KEMRI - Wellcome Trust Research Programme, Centre for Geographic Medicine Research, Epidemiology and Demography",Kenya,2020-10-14,SAF/168/May-13,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),612,partial,,,,South Africa,South Africa,,Homo sapiens,,2013-05-29,,,"Respiratory syncytial virus type A isolate SAF/168/May-13 attachment glycoprotein (G) gene, partial cds"
MH187308,Human respiratory syncytial virus A,GenBank,set:MH187308,,"Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.","Tehran University of Medical Sciences, Department of Virology",Iran,2018-12-29,RSVs/Tehran.IRN/A/11.16/1 [ON1],Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,Iran,Iran,,Homo sapiens,,2016-03-13,,,"Human respiratory syncytial virus A isolate RSVs/Tehran.IRN/A/11.16/1 [ON1] attachment glycoprotein (F) gene, complete cds"
MW620508,Human respiratory syncytial virus A,GenBank,,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.","Murdoch Children's Research Institute, Pneumococcal Research Group, Infections and Immunity",Australia,2021-09-29,14035-Jun19,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-06,,,"Human respiratory syncytial virus A isolate 14035-Jun19 attachment glycoprotein (G) gene, partial cds"
OP690196,Respiratory syncytial virus type A,GenBank,,,"Lee,C.Y.","Chang Bing Show Chwan Memorial Hospital, Department of Pediatrics",Taiwan,2023-05-01,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,Taiwan,Taiwan,,Homo sapiens,oronasopharynx,2018,,,"Respiratory syncytial virus type A strain TVGH-A62 fusion protein (F) gene, partial cds"
MF372396,Human respiratory syncytial virus A,GenBank,set:MF372396,,"Avila,V., Calvo,E.P., Barbosa,J., Velandia-Romero,M.L., Castellanos,J.E.","Universidad EL BOSQUE, Virologia",Colombia,2017-10-25,Cundinamarca/2009/20242,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),411,partial,,,,Colombia,Colombia,,Homo sapiens,,2009,,,"Human respiratory syncytial virus A isolate Cundinamarca/2009/20242 attachment glycoprotein and fusion protein genes, partial cds"
KJ627705,Respiratory syncytial virus type A,GenBank,set:KJ627705,,"Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2014-04-16,RSV-A/US/BID-V8484/2001,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15173,complete,,,,USA: Tennessee,USA,TN,Homo sapiens,lung,2001,,PRJNA227457,"Respiratory syncytial virus type A isolate RSV-A/US/BID-V8484/2001, complete genome"
PP376822,Human respiratory syncytial virus A,GenBank,,,"Langedijk,A.C., Lebbink,R.J., Bont,L.J., Evers,A.","UMC Utrecht, Paediatric Infectious Diseases",Netherlands,2024-04-09,340103026,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15225,complete,,,,Spain,Spain,,Homo sapiens,,2020-01-07,,,"Human respiratory syncytial virus A isolate 340103026, complete genome"
MH181908,Human respiratory syncytial virus A,GenBank,set:MH181908,,"Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.","KEMRI-Wellcome Trust Research Programme, Epidemiology and Demography Department",Kenya,2018-09-28,KEN/KILIFI/WGS/1025_13/02/2012,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15168,partial,,,1,Kenya,Kenya,,Homo sapiens,,2012-02-13,,,"Human respiratory syncytial virus A isolate KEN/KILIFI/WGS/1025_13/02/2012, partial genome"
KU955044,Human respiratory syncytial virus A,GenBank,set:KU955044,,"Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College",,2019-03-31,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),894,partial,,,,China,China,,Homo sapiens,oronasopharynx,2008,,,"Human respiratory syncytial virus A strain 498A/2008 attachment glycoprotein (G) gene, complete cds"
AB160948,Human respiratory syncytial virus A,GenBank,set:AB160948,,"Kuroiwa,Y., Nagai,K., Okita,L., Tsutsumi,H., Yui,I., Nakayama,T., Kase,T.","Kazushige Nagai, Sapporo Medical University School of Medicine, Department of Pediatrics; S1, W16, Chuo-ku, Sapporo, Hokkaido 060-8543",Japan,2004-01-27,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),194,partial,,,,"Japan:Hokkaido, Sapporo",Japan,,,,,,,"Human respiratory syncytial virus A mRNA for G glycoprotein, partial cds, strain:T93-1"
OK299916,Human respiratory syncytial virus A,GenBank,,,"Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.","AstraZeneca, Microbial Sciences",USA,2021-10-30,270101038,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),2505,partial,,,1,South Africa,South Africa,,Homo sapiens,,2018-10-04,,,"Human respiratory syncytial virus A isolate 270101038 fusion glycoprotein (F) gene, complete cds"
OZ262228,Human respiratory syncytial virus A,GenBank,,,"Carr,M., Bennett,C., Banka,W., Fahey,L., Rice,A., Dean,J., Hare,D., De Gascun,C.F.","UCD National Virus Reference Laboratory, Dublin, Co. Dublin",Ireland,2025-06-03,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14618,complete,,,,Ireland,Ireland,,Homo sapiens,,2025-01-06,SAMEA118424625,PRJEB90083,"Human respiratory syncytial virus A genome assembly, complete genome: monopartite"
MH266547,Human respiratory syncytial virus A,GenBank,set:MH266547,,"Scott,E.M., Magaret,A., Kuypers,J., Stewart,L., Shrestha,L., Tielsch,J.M., Steinhoff,M., Katz,J., Khatry,S.K., LeClerq,S.C., Englund,J.A., Chu,H.Y.","University of Washington, School of Medicine",USA,2019-02-05,RSVA/Nepal/HHA/2/11_2011,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),467,partial,,,,Nepal,Nepal,,Homo sapiens,,2011-11,,,"Human respiratory syncytial virus A isolate RSVA/Nepal/HHA/2/11_2011 attachment glycoprotein (G) and fusion protein (F) genes, partial cds"
PV246694,Human respiratory syncytial virus A,GenBank,,SRR32610664,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",USA,2025-03-16,MN-MDH-RSVA-02226,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14855,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2025-02-16,SAMN47265059,PRJNA1048457,"Human respiratory syncytial virus A isolate MN-MDH-RSVA-02226, partial genome"
PP978523,Human respiratory syncytial virus A,GenBank,,SRR29680368,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnker,L., Wang,X.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",USA,2024-07-10,MN-MDH-RSVA-00912,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15045,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2024-02-26,SAMN42232779,PRJNA1048457,"Human respiratory syncytial virus A isolate MN-MDH-RSVA-00912, partial genome"
MW497952,Human respiratory syncytial virus A,GenBank,,,"Vidoni,L.","Hospices Civiles de Lyon, Microbiology",France,2021-11-21,141_52,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),492,partial,,,,France,France,,Homo sapiens,,2019-12-10,,,"UNVERIFIED: Human respiratory syncytial virus A isolate 141_52 attachment glycoprotein-like gene, partial sequence"
MT853963,Respiratory syncytial virus type A,GenBank,,,"Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.","KEMRI - Wellcome Trust Research Programme, Centre for Geographic Medicine Research, Epidemiology and Demography",Kenya,2020-10-14,SAF/144/Apr-13,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),615,partial,,,,South Africa,South Africa,,Homo sapiens,,2013-04-16,,,"Respiratory syncytial virus type A isolate SAF/144/Apr-13 attachment glycoprotein (G) gene, partial cds"
PV539263,Human respiratory syncytial virus A,GenBank,,SRR33191567,"Paull,J., Messer,K., Adams,G., Nabatanzi,D., Dobbins,S., Tomkins-Tinch,C., Mboowa,G., Luebbert,L., Worby,C., Wewior,N., Samani,P., DeRuff,K., Blumenstiel,B., Moreno,G., Earl,A., Gnirke,A., MacInnis,B., Sabeti,P., Lemieux,J., Park,D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",USA,2025-04-23,RSV-A/human/USA/MA-Broad_BWH-23335/2024,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15283,partial,,,,USA: Massachusetts,USA,MA,Homo sapiens,,2024-11-10,SAMN47996043,PRJNA1052714,"Human respiratory syncytial virus A isolate RSV-A/human/USA/MA-Broad_BWH-23335/2024, partial genome"
OZ262251,Human respiratory syncytial virus A,GenBank,,,"Carr,M., Bennett,C., Banka,W., Fahey,L., Rice,A., Dean,J., Hare,D., De Gascun,C.F.","UCD National Virus Reference Laboratory, Dublin, Co. Dublin",Ireland,2025-06-03,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14881,complete,,,,Ireland,Ireland,,Homo sapiens,,2025-03-14,SAMEA118424592,PRJEB90083,"Human respiratory syncytial virus A genome assembly, complete genome: monopartite"
KX453418,Human respiratory syncytial virus A,GenBank,set:KX453418,,"Otieno,J.R., Kamau,E.M., Agoti,C.N., Lewa,C., Otieno,G., Bett,A., Ngama,M., Cane,P.A., Nokes,D.J., Nokes,J.D.","Kenya Medical Research Institute (KEMRI) - Wellcome Trust Research Programme, Department of Epidemiology and Demography",Kenya,2017-03-12,KEN/Kilifi/1241_17/11/2014,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),687,partial,,,1,Kenya,Kenya,,Homo sapiens,,2014-11-17,,,"Human respiratory syncytial virus A isolate KEN/Kilifi/1241_17/11/2014 attachment glycoprotein gene, partial cds"
PP973970,Human respiratory syncytial virus A,GenBank,,,"Wei,X., Wang,L., Li,M., Qi,J., Kang,L., Hu,G., Gong,C., Wang,C., Wang,Y., Huang,F., Gao,G.F.","Beijing Center for Disease Prevention and Control, Immunological Prevention",China,2024-11-09,2023-15R0074,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),357,partial,,,1,China: Beijing,China,,Homo sapiens,oronasopharynx,2023-12-19,,,"Human respiratory syncytial virus A isolate 2023-15R0074 attachment glycoprotein (G) gene, partial cds"
KU962790,Human respiratory syncytial virus A,GenBank,set:KU962790,,"Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College",,2019-03-31,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),261,partial,,,,China,China,,Homo sapiens,oronasopharynx,2007,,,"Human respiratory syncytial virus A strain 414A/2007 attachment glycoprotein (G) gene, partial cds"
MH447953,Human respiratory syncytial virus A,GenBank,set:MH447953,,"Thongpan,I.","Chulalongkorn, Department of Pediatrics, Center of Excellence in Clinical Virology",Thailand,2019-03-13,TH/CB124/2013,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15207,complete,,,,Thailand,Thailand,,Homo sapiens,oronasopharynx,2013-11-01,,,"Human respiratory syncytial virus A isolate TH/CB124/2013, complete genome"
OQ278139,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,70100542,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,USA: Pennsylvania,USA,PA,Homo sapiens,,2020-03-03,,,"Human respiratory syncytial virus A isolate 70100542 fusion glycoprotein (F) gene, complete cds"
MH687221,Human respiratory syncytial virus A,GenBank,set:MH687221,,"Abou-El-Hassan,H., Zaraket,H.","American University of Beirut, Medicine",Lebanon,2019-01-01,RSVA/Lebanon/16LB15/2017,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),303,partial,,,,Lebanon,Lebanon,,Homo sapiens,oronasopharynx,2017,,,"Human respiratory syncytial virus A isolate RSVA/Lebanon/16LB15/2017 attachment glycoprotein (G) gene, partial cds"
MW527807,Human respiratory syncytial virus A,GenBank,,,"Chen,X., Xie,Z.","Beijing Children's Hospital, Capital Medical University, Laborotary of Infection and Virology",China,2021-05-01,RSVA-WZ-84/ZJ/CHN/2015.03.09,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),333,partial,,,,China,China,,Homo sapiens,oronasopharynx,2015-03,,,"Human respiratory syncytial virus A isolate RSVA-WZ-84/ZJ/CHN/2015.03.09 attachment protein (G) gene, partial cds"
KY296765,Human respiratory syncytial virus A,GenBank,set:KY296765,,"Song,J., Wang,H., Ng,T.I., Cui,A., Zhu,S., Huang,Y., Sun,L., Yang,Z., Yu,D., Yu,P., Zhang,H., Zhang,Y., Xu,W.","National Institute for Viral Disease Control and Prevention, China Center for Disease Control and Prevention, WHO WPRO Measles Regional Reference Lab, Key Laboratory of Medical Virology Ministry of Health",,2018-12-10,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,1,China,China,,Homo sapiens,,2012-01-04,,,"Human respiratory syncytial virus A strain HuN12-04 fusion glycoprotein (F) gene, complete cds"
PQ762949,Human respiratory syncytial virus A,GenBank,,,"Fourati,S., Rameix Welti,M.-A.","Hospital Henri Mondor - APHP, Department of Virology",France,2024-12-18,035-0037,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15012,partial,,,,France,France,,Homo sapiens,,2023-12-11,,,"Human respiratory syncytial virus A isolate 035-0037, partial genome"
