"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"MN090204.1.9596_cl1_itvariant-calling"	"MN090204.1.9596"	"cl1"	"itvariant-calling"	"MN090280:MN090280;"	"0.985"	"9238"	"9289"	"1263"	"19"	"0"	"279"	"1541"	"290"	"1552"	"1.711e-274"	"840"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"13.67"	"acc|GENBANK|MW060548.1|HIV-1"	"acc|GENBANK|MW060548.1|HIV-1 isolate 9242_wk-2_11_E4 from USA defective genome|Human immunodeficiency virus 1|VRL|14-JUN-2022"	"97.782"	"9238"	"9067"	"9017"	"200"	"0"	"174"	"9190"	"6"	"9022"	"0.0"	"15573.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	44	100.0	99.97	0.0	"NODE_1_length_4584_cov_16.896343,NODE_2_length_4578_cov_17.627724,NODE_3_length_3750_cov_17.442175,NODE_4_length_3744_cov_16.539397,NODE_5_length_982_cov_39.005848,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_22,k141_23,k141_24,k141_25,k141_26,k141_27,k141_28,k141_29,k141_3,k141_30,k141_31,k141_32,k141_33,k141_34,k141_35,k141_36,k141_37,k141_38,k141_39,k141_4,k141_40,k141_5,k141_7,k141_8,k141_9"	236.0	2.57	"2565.49"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"MN090211.1.9696_cl1_consensus"	"MN090211.1.9696"	"cl1"	"consensus"	"MN090197:MN090197;"	"0.987"	"9236"	"9021"	"969"	"13"	"0"	"279"	"1247"	"112"	"1080"	"7.184999999999999e-206"	"636"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"10.49"	"acc|NEIGHBOR|MN090211.1|HIV-1"	"acc|NEIGHBOR|MN090211.1|HIV-1 isolate 9242_W12_3A11_S204 from USA, complete genome|Human immunodeficiency virus 1|VRL|24-JUL-2019"	"97.992"	"9236"	"9061"	"9062"	"178"	"2"	"172"	"9233"	"4"	"9061"	"0.0"	"15887.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	43	100.0	99.84	0.0	"NODE_1_length_4890_cov_36.479530,NODE_2_length_3750_cov_16.547612,NODE_3_length_3747_cov_17.888398,NODE_4_length_675_cov_10.155109,NODE_5_length_667_cov_13.209259,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_15,k141_16,k141_17,k141_2,k141_20,k141_21,k141_22,k141_24,k141_25,k141_26,k141_27,k141_28,k141_3,k141_30,k141_31,k141_32,k141_33,k141_34,k141_35,k141_36,k141_37,k141_39,k141_4,k141_40,k141_41,k141_42,k141_43,k141_44,k141_5,k141_6,k141_7,k141_8"	266.0	2.89	"2890.86"	915040.0	301.0	32.6	0.03017626	27504.0	0.0	3040.0	100.0	0.0	0.0	0.0	0.0	3040.0	100.0	3032.0	99.73684210526315	0.0	0.0	0.0	8.0	0.0	1519.0	768.0	71.5	915040.0	911445.0	0.0	0.0	0.0	0.0	0.0	577093.0	0.0	8.0	1520.0	2.0	0.001316	"Unknown Library"	913836.0	301.0	32.6	0.03017113	27463.0	0.0	3036.0	100.0	0.0	0.0	0.0	0.0	3036.0	100.0	3028.0	99.7364953886693	0.0	0.0	0.0	8.0	0.0	1517.0	768.1	71.5	913836.0	910241.0	0.0	0.0	0.0	420.0	4.0	4.0	1.0	420.0	0.0	0.0	424.0	0.0	0.0	0.0	9.0	9.0	227.0	227.0	25.22	25.22	7.0	1.0	1.0	2.0	0.0	4.0	3.0	1.0	1.0	0.0	83.0	133.0	98.55	0.0	131.0	106.0	98.0	98.0	97.0	92.0	74.0	0.0	0.0	0.0	0.0
"MN090211.1.9696_cl1_it1"	"MN090211.1.9696"	"cl1"	"it1"	"MN090197:MN090197;"	"0.987"	"9236"	"9021"	"969"	"13"	"0"	"279"	"1247"	"112"	"1080"	"7.184999999999999e-206"	"636"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"10.49"	"acc|NEIGHBOR|MN090211.1|HIV-1"	"acc|NEIGHBOR|MN090211.1|HIV-1 isolate 9242_W12_3A11_S204 from USA, complete genome|Human immunodeficiency virus 1|VRL|24-JUL-2019"	"98.018"	"9236"	"9061"	"9032"	"175"	"2"	"170"	"9201"	"2"	"9029"	"0.0"	"15841.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	43	100.0	99.84	0.0	"NODE_1_length_4890_cov_36.479530,NODE_2_length_3750_cov_16.547612,NODE_3_length_3747_cov_17.888398,NODE_4_length_675_cov_10.155109,NODE_5_length_667_cov_13.209259,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_15,k141_16,k141_17,k141_2,k141_20,k141_21,k141_22,k141_24,k141_25,k141_26,k141_27,k141_28,k141_3,k141_30,k141_31,k141_32,k141_33,k141_34,k141_35,k141_36,k141_37,k141_39,k141_4,k141_40,k141_41,k141_42,k141_43,k141_44,k141_5,k141_6,k141_7,k141_8"	290.0	3.15	"3150.71"	915040.0	301.0	32.6	0.03012469	27447.0	0.0	3040.0	100.0	0.0	0.0	0.0	0.0	3040.0	100.0	3032.0	99.73684210526315	0.0	0.0	0.0	8.0	0.0	1519.0	768.0	71.6	915040.0	911113.0	0.0	0.0	0.0	0.0	0.0	577093.0	0.0	8.0	1520.0	2.0	0.001316	"Unknown Library"	913836.0	301.0	32.6	0.0301162	27403.0	0.0	3036.0	100.0	0.0	0.0	0.0	0.0	3036.0	100.0	3028.0	99.7364953886693	0.0	0.0	0.0	8.0	0.0	1517.0	768.0	71.6	913836.0	909909.0	0.0	0.0	0.0	409.0	4.0	4.0	1.0	409.0	0.0	0.0	413.0	0.0	0.0	0.0	10.0	10.0	227.0	227.0	22.7	22.7	7.0	2.0	1.0	2.0	0.0	4.0	3.0	1.0	1.0	0.0	81.0	135.0	98.52	0.0	131.0	106.0	98.0	98.0	97.0	92.0	74.0	0.0	0.0	0.0	0.0
"MN090211.1.9696_cl1_it2"	"MN090211.1.9696"	"cl1"	"it2"	"MN090280:MN090280;"	"0.987"	"9236"	"9289"	"969"	"13"	"0"	"279"	"1247"	"290"	"1258"	"7.184999999999999e-206"	"636"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"10.49"	"acc|GENBANK|MW060326.1|HIV-1"	"acc|GENBANK|MW060326.1|HIV-1 isolate 9242_wk12_3_A11 from USA defective genome|Human immunodeficiency virus 1|VRL|14-JUN-2022"	"98.018"	"9236"	"9061"	"9032"	"175"	"2"	"170"	"9201"	"2"	"9029"	"0.0"	"15837.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	43	100.0	99.84	0.0	"NODE_1_length_4890_cov_36.479530,NODE_2_length_3750_cov_16.547612,NODE_3_length_3747_cov_17.888398,NODE_4_length_675_cov_10.155109,NODE_5_length_667_cov_13.209259,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_15,k141_16,k141_17,k141_2,k141_20,k141_21,k141_22,k141_24,k141_25,k141_26,k141_27,k141_28,k141_3,k141_30,k141_31,k141_32,k141_33,k141_34,k141_35,k141_36,k141_37,k141_39,k141_4,k141_40,k141_41,k141_42,k141_43,k141_44,k141_5,k141_6,k141_7,k141_8"	288.0	3.13	"3129.06"	915040.0	301.0	32.6	0.02995174	27310.0	0.0	3040.0	100.0	0.0	0.0	0.0	0.0	3040.0	100.0	3032.0	99.73684210526315	0.0	0.0	0.0	8.0	0.0	1519.0	768.0	71.5	915040.0	911800.0	0.0	0.0	0.0	0.0	0.0	577093.0	0.0	8.0	1520.0	2.0	0.001316	"Unknown Library"	913836.0	301.0	32.6	0.02994742	27270.0	0.0	3036.0	100.0	0.0	0.0	0.0	0.0	3036.0	100.0	3028.0	99.7364953886693	0.0	0.0	0.0	8.0	0.0	1517.0	768.1	71.6	913836.0	910596.0	0.0	0.0	0.0	407.0	4.0	4.0	1.0	407.0	0.0	0.0	411.0	0.0	0.0	0.0	10.0	10.0	227.0	227.0	22.7	22.7	7.0	2.0	1.0	2.0	0.0	4.0	3.0	1.0	1.0	0.0	81.0	135.0	98.59	0.0	131.0	106.0	98.0	98.0	97.0	92.0	74.0	0.0	0.0	0.0	0.0
"MN090211.1.9696_cl1_itvariant-calling"	"MN090211.1.9696"	"cl1"	"itvariant-calling"	"MN090280:MN090280;"	"0.99"	"9232"	"9289"	"1551"	"15"	"0"	"279"	"1829"	"290"	"1840"	"0.0"	"1036"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"16.8"	"acc|NEIGHBOR|MN090211.1|HIV-1"	"acc|NEIGHBOR|MN090211.1|HIV-1 isolate 9242_W12_3A11_S204 from USA, complete genome|Human immunodeficiency virus 1|VRL|24-JUL-2019"	"98.328"	"9232"	"9061"	"9030"	"145"	"2"	"170"	"9196"	"2"	"9028"	"0.0"	"15860.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	43	100.0	99.84	0.0	"NODE_1_length_4890_cov_36.479530,NODE_2_length_3750_cov_16.547612,NODE_3_length_3747_cov_17.888398,NODE_4_length_675_cov_10.155109,NODE_5_length_667_cov_13.209259,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_15,k141_16,k141_17,k141_2,k141_20,k141_21,k141_22,k141_24,k141_25,k141_26,k141_27,k141_28,k141_3,k141_30,k141_31,k141_32,k141_33,k141_34,k141_35,k141_36,k141_37,k141_39,k141_4,k141_40,k141_41,k141_42,k141_43,k141_44,k141_5,k141_6,k141_7,k141_8"	218.0	2.37	"2372.18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"MN090236.1.9494_cl1_consensus"	"MN090236.1.9494"	"cl1"	"consensus"	"MN090192:MN090192;"	"0.955"	"9237"	"9089"	"2238"	"100"	"0"	"6105"	"8327"	"5920"	"8157"	"0.0"	"1417"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"24.23"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"96.942"	"9237"	"9232"	"9057"	"268"	"6"	"180"	"9234"	"180"	"9229"	"0.0"	"15588.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	33	100.0	78.55	0.0	"NODE_1_length_9050_cov_17.516082,NODE_2_length_8992_cov_17.743034,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_22,k141_23,k141_24,k141_25,k141_26,k141_27,k141_28,k141_29,k141_3,k141_30,k141_32,k141_5,k141_6,k141_7,k141_8,k141_9"	401.0	4.35	"4352.06"	913234.0	301.0	32.6	0.04424541	40102.0	0.0	3034.0	100.0	0.0	0.0	0.0	0.0	3034.0	100.0	3024.0	99.6704021094265	0.0	0.0	0.0	8.0	0.0	1516.0	767.0	71.3	913234.0	906354.0	0.0	0.0	0.0	0.0	0.0	""	0.0	8.0	1517.0	0.0	0.0	"Unknown Library"	913234.0	301.0	32.6	0.04424541	40102.0	0.0	3034.0	100.0	0.0	0.0	0.0	0.0	3034.0	100.0	3024.0	99.6704021094265	0.0	0.0	0.0	8.0	0.0	1516.0	767.0	71.3	913234.0	906354.0	0.0	0.0	2.0	750.0	7.0	9.0	1.0	750.0	0.0	0.0	759.0	0.0	0.0	0.0	10.0	10.0	299.0	299.0	29.9	29.9	3.0	1.0	0.0	3.0	1.0	3.0	2.0	0.0	2.0	1.0	242.0	51.0	98.11	0.0	128.0	108.0	98.0	98.0	97.0	91.0	70.0	0.0	0.0	0.0	0.0
"MN090236.1.9494_cl1_it1"	"MN090236.1.9494"	"cl1"	"it1"	"MN090192:MN090192;"	"0.955"	"9235"	"9089"	"2238"	"100"	"0"	"6103"	"8325"	"5920"	"8157"	"0.0"	"1417"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"24.23"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"96.985"	"9235"	"9232"	"9021"	"265"	"5"	"180"	"9198"	"180"	"9195"	"0.0"	"15544.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	33	100.0	78.55	0.0	"NODE_1_length_9050_cov_17.516082,NODE_2_length_8992_cov_17.743034,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_22,k141_23,k141_24,k141_25,k141_26,k141_27,k141_28,k141_29,k141_3,k141_30,k141_32,k141_5,k141_6,k141_7,k141_8,k141_9"	431.0	4.67	"4667.03"	913234.0	301.0	32.6	0.04394142	39818.0	0.0	3034.0	100.0	0.0	0.0	0.0	0.0	3034.0	100.0	3024.0	99.6704021094265	0.0	0.0	0.0	8.0	0.0	1516.0	766.7	71.4	913234.0	906161.0	0.0	0.0	0.0	0.0	0.0	""	0.0	8.0	1517.0	0.0	0.0	"Unknown Library"	913234.0	301.0	32.6	0.04394142	39818.0	0.0	3034.0	100.0	0.0	0.0	0.0	0.0	3034.0	100.0	3024.0	99.6704021094265	0.0	0.0	0.0	8.0	0.0	1516.0	766.7	71.4	913234.0	906161.0	0.0	0.0	2.0	745.0	6.0	8.0	1.0	745.0	0.0	0.0	753.0	0.0	0.0	0.0	10.0	10.0	303.0	303.0	30.3	30.3	3.0	1.0	0.0	3.0	1.0	3.0	2.0	0.0	2.0	1.0	245.0	52.0	98.11	0.0	128.0	107.0	98.0	98.0	97.0	91.0	70.0	0.0	0.0	0.0	0.0
"MN090236.1.9494_cl1_it2"	"MN090236.1.9494"	"cl1"	"it2"	"MN090192:MN090192;"	"0.955"	"9235"	"9089"	"2238"	"100"	"0"	"6103"	"8325"	"5920"	"8157"	"0.0"	"1417"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"24.23"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"96.985"	"9235"	"9232"	"9021"	"265"	"5"	"180"	"9198"	"180"	"9195"	"0.0"	"15544.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	33	100.0	78.55	0.0	"NODE_1_length_9050_cov_17.516082,NODE_2_length_8992_cov_17.743034,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_22,k141_23,k141_24,k141_25,k141_26,k141_27,k141_28,k141_29,k141_3,k141_30,k141_32,k141_5,k141_6,k141_7,k141_8,k141_9"	431.0	4.67	"4667.03"	913234.0	301.0	32.6	0.04394142	39818.0	0.0	3034.0	100.0	0.0	0.0	0.0	0.0	3034.0	100.0	3024.0	99.6704021094265	0.0	0.0	0.0	8.0	0.0	1516.0	766.7	71.4	913234.0	906161.0	0.0	0.0	0.0	0.0	0.0	""	0.0	8.0	1517.0	0.0	0.0	"Unknown Library"	913234.0	301.0	32.6	0.04394142	39818.0	0.0	3034.0	100.0	0.0	0.0	0.0	0.0	3034.0	100.0	3024.0	99.6704021094265	0.0	0.0	0.0	8.0	0.0	1516.0	766.7	71.4	913234.0	906161.0	0.0	0.0	2.0	745.0	6.0	8.0	1.0	745.0	0.0	0.0	753.0	0.0	0.0	0.0	10.0	10.0	303.0	303.0	30.3	30.3	3.0	1.0	0.0	3.0	1.0	3.0	2.0	0.0	2.0	1.0	245.0	52.0	98.11	0.0	128.0	107.0	98.0	98.0	97.0	91.0	70.0	0.0	0.0	0.0	0.0
"MN090236.1.9494_cl1_itvariant-calling"	"MN090236.1.9494"	"cl1"	"itvariant-calling"	"MN090192:MN090192;"	"0.939"	"9233"	"9089"	"1380"	"83"	"0"	"6101"	"7465"	"5920"	"7299"	"8.096e-277"	"849"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"14.95"	"acc|NEIGHBOR|MN090277.1|HIV-1"	"acc|NEIGHBOR|MN090277.1|HIV-1 isolate 9242_wk-2_11_B24 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"96.995"	"9233"	"9232"	"9019"	"266"	"4"	"180"	"9196"	"180"	"9195"	"0.0"	"15195.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	33	100.0	78.55	0.0	"NODE_1_length_9050_cov_17.516082,NODE_2_length_8992_cov_17.743034,k141_0,k141_1,k141_10,k141_11,k141_12,k141_13,k141_14,k141_15,k141_16,k141_17,k141_18,k141_19,k141_2,k141_20,k141_21,k141_22,k141_23,k141_24,k141_25,k141_26,k141_27,k141_28,k141_29,k141_3,k141_30,k141_32,k141_5,k141_6,k141_7,k141_8,k141_9"	241.0	2.62	"2621.03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"MN090236.1.9494_cl3_consensus"	"MN090236.1.9494"	"cl3"	"consensus"	"MN090236:MN090236;"	"1.0"	"8439"	"9029"	"675"	"0"	"0"	"5295"	"5969"	"5905"	"6579"	"6.803e-145"	"455"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"8.0"	"acc|NEIGHBOR|MN090236.1|HIV-1"	"acc|NEIGHBOR|MN090236.1|HIV-1 isolate 9242_W12_6F24_S316 from USA, complete genome|Human immunodeficiency virus 1|VRL|24-JUL-2019"	"100.0"	"8439"	"9029"	"3957"	"0"	"0"	"4458"	"8414"	"5068"	"9024"	"0.0"	"7308.0"	11676	"acc-GENBANK-MW060688.1-HIV-1"	1	0.0	21.35	0.0	"k141_31"	4482.0	53.11	"53110.56"	913234.0	301.0	32.6	0.04173748	15913.0	0.0	1324.0	43.63876071193145	1710.0	56.36123928806855	0.0	0.0	3034.0	100.0	1230.0	40.54054054054054	0.0	0.0	0.0	0.0	0.0	616.0	752.7	78.9	398524.0	381264.0	0.0	0.0	92.0	0.0	1710.0	""	10.0	0.0	616.0	0.0	0.007553	"Unknown Library"	910224.0	301.0	32.6	0.04186325	15874.0	0.0	1314.0	43.452380952380956	1710.0	56.547619047619044	0.0	0.0	3024.0	100.0	1230.0	40.67460317460318	0.0	0.0	0.0	0.0	0.0	616.0	752.7	78.9	395514.0	379187.0	0.0	0.0	3.0	262.0	0.0	3.0	1.0	262.0	0.0	0.0	265.0	0.0	0.0	0.0	12.0	12.0	249.0	249.0	20.75	20.75	5.0	1.0	2.0	1.0	0.0	3.0	3.0	3.0	1.0	1.0	5.0	236.0	44.91	0.0	125.0	0.0	47.0	47.0	46.0	43.0	32.0	0.0	0.0	0.0	0.0
"MN090271.1.99100_cl0_consensus"	"MN090271.1.99100"	"cl0"	"consensus"	"MN090192:MN090192;"	"1.0"	"9238"	"9089"	"3036"	"0"	"0"	"1598"	"4633"	"1418"	"4453"	"0.0"	"2091"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"32.86"	"acc|NEIGHBOR|MN090271.1|HIV-1"	"acc|NEIGHBOR|MN090271.1|HIV-1 isolate 9242_wk-2_10_C14 from USA, complete genome|Human immunodeficiency virus 1|VRL|28-OCT-2022"	"99.801"	"9238"	"9088"	"9057"	"18"	"0"	"180"	"9236"	"16"	"9072"	"0.0"	"16639.0"	11676	"acc-NEIGHBOR-MN090277.1-HIV-1"	2	100.0	100.0	0.0	"NODE_1_length_9057_cov_35.154423,k141_0"	187.0	2.04	"2035.07"	916244.0	301.0	32.6	0.0124948	11435.0	0.0	3044.0	100.0	0.0	0.0	0.0	0.0	3044.0	100.0	3038.0	99.80289093298292	0.0	0.0	0.0	8.0	0.0	1521.0	765.3	70.8	916244.0	915181.0	0.0	0.0	0.0	0.0	0.0	""	0.0	8.0	1522.0	0.0	0.0	"Unknown Library"	916244.0	301.0	32.6	0.0124948	11435.0	0.0	3044.0	100.0	0.0	0.0	0.0	0.0	3044.0	100.0	3038.0	99.80289093298292	0.0	0.0	0.0	8.0	0.0	1521.0	765.3	70.8	916244.0	915181.0	0.0	0.0	0.0	42.0	2.0	2.0	1.0	42.0	0.0	0.0	44.0	0.0	0.0	0.0	9.0	9.0	18.0	18.0	2.0	2.0	4.0	0.0	2.0	3.0	0.0	3.0	1.0	1.0	2.0	0.0	4.0	7.0	99.07	0.0	136.0	107.0	98.0	98.0	97.0	93.0	75.0	0.0	0.0	0.0	0.0
