"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX16007174_cl45_consensus"	"SRX16007174"	"cl45"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	411.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.22	"AAI-based (medium-confidence)"	0.0	1.0	"no viral genes detected"	3701	"NODE_28430_length_409_cov_2.402778"	2	0.5	0.5	0.0	"k119_2852,NODE_1780_length_2518_cov_2769.134872"	""	""	""	3083307104.0	101.0	38.5	0.009064156	231.0	0.0	300.0	0.0009796041837457936	30624314.0	99.99902039581625	0.0	0.0	30624614.0	100.0	26.0	8.489902925796877e-05	0.0	0.0	0.0	0.0	3.0	108.0	170.3	47.9	30240.0	25485.0	0.0	0.0	78.0	0.0	30624314.0	475.0	34.0	0.0	111.0	12.0	0.193333	"Unknown Library"	3083301246.0	101.0	38.5	0.0106373	226.0	0.0	242.0	0.0007902155381452714	30624314.0	99.99920978446185	0.0	0.0	30624556.0	100.0	18.0	5.877636234138383e-05	0.0	0.0	0.0	0.0	2.0	97.0	173.4	49.8	24382.0	21246.0	0.0	0.0	0.0	59.0	1.0	1.0	1.0	59.0	0.0	0.0	60.0	0.0	0.0	0.0	30.0	30.0	29.0	29.0	0.97	0.97	5.0	3.0	4.0	3.0	4.0	10.0	4.0	4.0	7.0	1.0	7.0	7.0	51.3	29.0	74.0	54.0	100.0	100.0	100.0	61.0	0.0	0.0	0.0	0.0	0.0
"SRX16007174_cl730_consensus"	"SRX16007174"	"cl730"	"consensus"	"MG919988:MG919988;"	"0.277"	"1750"	"15763"	"882"	"607"	"0"	"1749"	"868"	"10217"	"11056"	"4.785e-19"	"93"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"50.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1750.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.18	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected"	181084	"k119_21706"	3	0.17	0.16	0.0	"NODE_2496_length_2274_cov_196.912360,k119_28536,NODE_2112_length_2393_cov_757.241041"	144.0	8.29	"8285.71"	3083307104.0	101.0	38.5	0.07048843	340612.0	8.0	50669.0	0.16545188128738536	30573945.0	99.83454811871262	0.0	0.0	30624614.0	100.0	49582.0	0.16190244879494645	0.0	0.0	0.0	6.0	57.0	24814.0	184.3	58.1	5106094.0	4832169.0	0.0	0.0	927.0	0.0	30573945.0	30250.0	892.0	6.0	24871.0	7915.0	0.330024	"Unknown Library"	3081620535.0	101.0	38.5	0.07032923	227756.0	8.0	33947.0	0.11090930404485222	30573945.0	99.88909069595515	0.0	0.0	30607892.0	100.0	33768.0	0.11032448755373288	0.0	0.0	0.0	6.0	46.0	16910.0	189.1	63.0	3419525.0	3238426.0	0.0	0.0	1.0	302.0	1.0	2.0	1.0	302.0	0.0	0.0	304.0	0.0	0.0	0.0	5.0	5.0	8.0	8.0	1.6	1.6	1.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	5.0	1608.4	2.0	3308.0	1618.0	100.0	91.0	91.0	87.0	84.0	82.0	0.0	0.0	0.0
"SRX16007174_cl730_it1"	"SRX16007174"	"cl730"	"it1"	"MG919988:MG919988;"	"0.281"	"1750"	"15763"	"882"	"603"	"0"	"1749"	"868"	"10217"	"11056"	"2.038e-19"	"94"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"50.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1750.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.24	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected"	181084	"k119_21706"	3	0.17	0.16	0.0	"NODE_2496_length_2274_cov_196.912360,k119_28536,NODE_2112_length_2393_cov_757.241041"	167.0	9.54	"9542.86"	3083307104.0	101.0	38.5	0.01902074	93610.0	13.0	51009.0	0.16656209936229727	30573605.0	99.8334379006377	0.0	0.0	30624614.0	100.0	49874.0	0.16285593020045902	0.0	0.0	0.0	13.0	67.0	24958.0	185.2	59.1	5139859.0	4921471.0	0.0	0.0	957.0	0.0	30573605.0	30922.0	922.0	13.0	25026.0	7869.0	0.326609	"Unknown Library"	3081626965.0	101.0	38.5	0.02009024	66337.0	9.0	34349.0	0.11222246348122453	30573605.0	99.88777753651877	0.0	0.0	30607954.0	100.0	34154.0	0.11158537418084202	0.0	0.0	0.0	13.0	56.0	17100.0	189.3	64.5	3459720.0	3301952.0	0.0	0.0	0.0	188.0	1.0	1.0	1.0	188.0	0.0	0.0	189.0	0.0	0.0	0.0	61.0	61.0	109.0	109.0	1.79	1.79	27.0	5.0	4.0	13.0	17.0	17.0	6.0	5.0	6.0	5.0	27.0	38.0	1635.82	0.0	3200.0	1662.0	91.0	91.0	91.0	87.0	84.0	82.0	0.0	0.0	0.0
"SRX16007174_cl730_it2"	"SRX16007174"	"cl730"	"it2"	"MG919988:MG919988;"	"0.281"	"1750"	"15763"	"882"	"603"	"0"	"1749"	"868"	"10217"	"11056"	"2.038e-19"	"94"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"50.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1750.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.24	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected"	181084	"k119_21706"	3	0.17	0.16	0.0	"NODE_2496_length_2274_cov_196.912360,k119_28536,NODE_2112_length_2393_cov_757.241041"	158.0	9.09	"9085.71"	3083307104.0	101.0	38.5	0.01564951	76875.0	11.0	50635.0	0.1653408594798942	30573979.0	99.83465914052012	0.0	0.0	30624614.0	100.0	49512.0	0.16167387448540574	0.0	0.0	0.0	13.0	58.0	24783.0	185.8	58.6	5102187.0	4912293.0	0.0	0.0	953.0	0.0	30573979.0	30595.0	918.0	13.0	24841.0	7830.0	0.327402	"Unknown Library"	3081635208.0	101.0	38.5	0.01658143	54650.0	7.0	34057.0	0.11126816500085142	30573979.0	99.88873183499915	0.0	0.0	30608036.0	100.0	33870.0	0.11065721433417028	0.0	0.0	0.0	13.0	47.0	16964.0	190.1	63.9	3430291.0	3295856.0	0.0	0.0	0.0	178.0	1.0	1.0	1.0	178.0	0.0	0.0	179.0	0.0	0.0	0.0	65.0	65.0	113.0	113.0	1.74	1.74	27.0	5.0	4.0	14.0	18.0	17.0	7.0	5.0	6.0	6.0	30.0	39.0	1632.15	0.0	3181.0	1662.0	91.0	91.0	91.0	87.0	84.0	82.0	0.0	0.0	0.0
"SRX16007174_cl730_itvariant-calling"	"SRX16007174"	"cl730"	"itvariant-calling"	"MG919988:MG919988;"	"0.281"	"1750"	"15763"	"882"	"603"	"0"	"1749"	"868"	"10217"	"11056"	"2.038e-19"	"94"	"Unclassified Arracacha virus 1"	"SPECIES"	"unknown"	"Unclassified Arracacha virus 1"	"2201042"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"50.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1750.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.24	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected"	181084	"k119_21706"	3	0.17	0.16	0.0	"NODE_2496_length_2274_cov_196.912360,k119_28536,NODE_2112_length_2393_cov_757.241041"	158.0	9.09	"9085.71"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX16007174_cl801_consensus"	"SRX16007174"	"cl801"	"consensus"	"NC_009041:NC_009041;"	"0.991"	"6381"	"6395"	"3378"	"30"	"0"	"31"	"3408"	"42"	"3419"	"0.0"	"2241"	"Rehmannia mosaic virus"	"SPECIES"	"unknown"	"Rehmannia mosaic virus"	"425279"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"52.94"	"acc|NEIGHBOR|KU133476.1|Rehmannia"	"acc|NEIGHBOR|KU133476.1|Rehmannia mosaic virus isolate ES, complete genome|Rehmannia mosaic virus|VRL|09-MAR-2016"	"99.546"	"6381"	"6395"	"6381"	"29"	"0"	"1"	"6381"	"12"	"6392"	"0.0"	"11623"	6381.0	"No"	""	4.0	4.0	0.0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	12234	"k119_18565"	1	0.55	0.55	0.0	"NODE_15_length_6381_cov_1158.856286"	0.0	0.0	"0.00"	3083307104.0	101.0	38.5	0.00141917	21058.0	0.0	147326.0	0.48107055324844256	30477288.0	99.51892944675156	0.0	0.0	30624614.0	100.0	146300.0	0.477720306940032	0.0	0.0	0.0	58.0	1025.0	72433.0	181.9	51.3	14842001.0	14838246.0	0.0	0.0	410.0	0.0	30477288.0	88688.0	409.0	58.0	73458.0	23509.0	0.321919	"Unknown Library"	3078524733.0	101.0	38.5	0.001391092	13991.0	0.0	99899.0	0.3267108907042365	30477288.0	99.67328910929577	0.0	0.0	30577187.0	100.0	99318.0	0.3248107813187655	0.0	0.0	0.0	58.0	903.0	49046.0	186.6	56.4	10059630.0	10057565.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1333.49	1.0	3224.0	1298.0	100.0	100.0	100.0	100.0	99.0	99.0	98.0	96.0	82.0
"SRX16007174_cl801_it1"	"SRX16007174"	"cl801"	"it1"	"NC_009041:NC_009041;"	"0.991"	"6381"	"6395"	"3378"	"30"	"0"	"31"	"3408"	"42"	"3419"	"0.0"	"2241"	"Rehmannia mosaic virus"	"SPECIES"	"unknown"	"Rehmannia mosaic virus"	"425279"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"52.94"	"acc|NEIGHBOR|KU133476.1|Rehmannia"	"acc|NEIGHBOR|KU133476.1|Rehmannia mosaic virus isolate ES, complete genome|Rehmannia mosaic virus|VRL|09-MAR-2016"	"99.545"	"6381"	"6395"	"6376"	"29"	"0"	"3"	"6378"	"14"	"6389"	"0.0"	"11614"	6381.0	"No"	""	4.0	4.0	0.0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	12234	"k119_18565"	1	0.55	0.55	0.0	"NODE_15_length_6381_cov_1158.856286"	5.0	0.08	"78.36"	3083307104.0	101.0	38.5	0.001419575	21064.0	0.0	147326.0	0.48107055324844256	30477288.0	99.51892944675156	0.0	0.0	30624614.0	100.0	146300.0	0.477720306940032	0.0	0.0	0.0	58.0	1025.0	72433.0	181.9	51.3	14842001.0	14838246.0	0.0	0.0	410.0	0.0	30477288.0	88688.0	409.0	58.0	73458.0	23509.0	0.321919	"Unknown Library"	3078524733.0	101.0	38.5	0.001391689	13997.0	0.0	99899.0	0.3267108907042365	30477288.0	99.67328910929577	0.0	0.0	30577187.0	100.0	99318.0	0.3248107813187655	0.0	0.0	0.0	58.0	903.0	49046.0	186.6	56.4	10059630.0	10057565.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1333.49	1.0	3224.0	1298.0	100.0	100.0	100.0	100.0	99.0	99.0	98.0	96.0	82.0
"SRX16007174_cl801_it2"	"SRX16007174"	"cl801"	"it2"	"NC_009041:NC_009041;"	"0.991"	"6381"	"6395"	"3378"	"30"	"0"	"31"	"3408"	"42"	"3419"	"0.0"	"2241"	"Rehmannia mosaic virus"	"SPECIES"	"unknown"	"Rehmannia mosaic virus"	"425279"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"52.94"	"acc|NEIGHBOR|KU133476.1|Rehmannia"	"acc|NEIGHBOR|KU133476.1|Rehmannia mosaic virus isolate ES, complete genome|Rehmannia mosaic virus|VRL|09-MAR-2016"	"99.545"	"6381"	"6395"	"6376"	"29"	"0"	"3"	"6378"	"14"	"6389"	"0.0"	"11614"	6381.0	"No"	""	4.0	4.0	0.0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	12234	"k119_18565"	1	0.55	0.55	0.0	"NODE_15_length_6381_cov_1158.856286"	5.0	0.08	"78.36"	3083307104.0	101.0	38.5	0.001419575	21064.0	0.0	147326.0	0.48107055324844256	30477288.0	99.51892944675156	0.0	0.0	30624614.0	100.0	146300.0	0.477720306940032	0.0	0.0	0.0	58.0	1025.0	72433.0	181.9	51.3	14842001.0	14838246.0	0.0	0.0	410.0	0.0	30477288.0	88688.0	409.0	58.0	73458.0	23509.0	0.321919	"Unknown Library"	3078524733.0	101.0	38.5	0.001391689	13997.0	0.0	99899.0	0.3267108907042365	30477288.0	99.67328910929577	0.0	0.0	30577187.0	100.0	99318.0	0.3248107813187655	0.0	0.0	0.0	58.0	903.0	49046.0	186.6	56.4	10059630.0	10057565.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1333.49	1.0	3224.0	1298.0	100.0	100.0	100.0	100.0	99.0	99.0	98.0	96.0	82.0
"SRX16007174_cl801_itvariant-calling"	"SRX16007174"	"cl801"	"itvariant-calling"	"NC_009041:NC_009041;"	"0.991"	"6381"	"6395"	"3378"	"30"	"0"	"31"	"3408"	"42"	"3419"	"0.0"	"2241"	"Rehmannia mosaic virus"	"SPECIES"	"unknown"	"Rehmannia mosaic virus"	"425279"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"52.94"	"acc|NEIGHBOR|KU133476.1|Rehmannia"	"acc|NEIGHBOR|KU133476.1|Rehmannia mosaic virus isolate ES, complete genome|Rehmannia mosaic virus|VRL|09-MAR-2016"	"99.545"	"6381"	"6395"	"6373"	"29"	"0"	"3"	"6375"	"14"	"6386"	"0.0"	"11609"	6381.0	"No"	""	4.0	4.0	0.0	"High-quality"	"High-quality"	99.91	"AAI-based (high-confidence)"	0.0	1.0	""	12234	"k119_18565"	1	0.55	0.55	0.0	"NODE_15_length_6381_cov_1158.856286"	7.0	0.13	"125.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX17981498_cl1_consensus"	"SRX17981498"	"cl1"	"consensus"	"KU179576:KU179576;"	"0.982"	"4764"	"4777"	"3423"	"62"	"0"	"4698"	"1276"	"4711"	"1289"	"0.0"	"2291"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"M"	"Plant,Invertebrate"	"71.85"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus tomatomaculae isolate 14-44 segment M, complete sequence|Orthotospovirus tomatomaculae|VRL|27-NOV-2018"	"99.602"	"4764"	"4768"	"4768"	"15"	"4"	"1"	"4764"	"1"	"4768"	"0.0"	"8696"	4764.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	28.22	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-MF326510.1-Orthotospovirus"	5	8.03	8.22	0.0	"NODE_1_length_4321_cov_170.687147,k141_40,NODE_32_length_511_cov_148.356164,NODE_34_length_510_cov_59.778032,NODE_79_length_325_cov_7.523810"	0.0	0.0	"0.00"	283362636.0	134.0	37.3	0.008663502	15765.0	3.0	13187.0	0.6234404533287191	2102011.0	99.37655954667129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1824741.0	1819703.0	0.0	0.0	13187.0	0.0	2102011.0	""	9754.0	1.0	0.0	0.0	0.739668	"Unknown Library"	282033985.0	134.0	37.3	0.008560324	4220.0	1.0	3433.0	0.16305349370489075	2102011.0	99.8369465062951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	496090.0	492972.0	0.0	0.0	5.0	161.0	3.0	8.0	1.0	161.0	0.0	0.0	169.0	0.0	0.0	0.0	62.0	62.0	99.0	99.0	1.6	1.6	23.0	11.0	10.0	7.0	9.0	31.0	8.0	14.0	3.0	0.0	28.0	17.0	103.47	0.0	158.0	111.0	100.0	100.0	99.0	92.0	62.0	0.0	0.0	0.0	0.0
"SRX17981498_cl1_it1"	"SRX17981498"	"cl1"	"it1"	"KU179576:KU179576;"	"0.982"	"4764"	"4777"	"3423"	"62"	"0"	"4698"	"1276"	"4711"	"1289"	"0.0"	"2291"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"M"	"Plant,Invertebrate"	"71.85"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus tomatomaculae isolate 14-44 segment M, complete sequence|Orthotospovirus tomatomaculae|VRL|27-NOV-2018"	"99.6"	"4764"	"4768"	"4747"	"15"	"4"	"14"	"4756"	"14"	"4760"	"0.0"	"8658"	4764.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	28.22	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-MF326510.1-Orthotospovirus"	5	8.03	8.22	0.0	"NODE_1_length_4321_cov_170.687147,k141_40,NODE_32_length_511_cov_148.356164,NODE_34_length_510_cov_59.778032,NODE_79_length_325_cov_7.523810"	21.0	0.44	"440.81"	283362636.0	134.0	37.3	0.008085156	14712.0	0.0	13187.0	0.6234404533287191	2102011.0	99.37655954667129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1824741.0	1819631.0	0.0	0.0	13187.0	0.0	2102011.0	""	9752.0	1.0	0.0	0.0	0.739516	"Unknown Library"	282034227.0	134.0	37.3	0.008169547	4029.0	0.0	3435.0	0.1631483305674902	2102011.0	99.83685166943252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	496332.0	493173.0	0.0	0.0	5.0	116.0	3.0	8.0	1.0	116.0	0.0	0.0	124.0	0.0	0.0	0.0	28.0	28.0	88.0	88.0	3.14	3.14	20.0	4.0	6.0	4.0	1.0	24.0	6.0	6.0	1.0	0.0	28.0	16.0	103.51	0.0	158.0	111.0	100.0	100.0	99.0	92.0	62.0	0.0	0.0	0.0	0.0
"SRX17981498_cl1_it2"	"SRX17981498"	"cl1"	"it2"	"KU179576:KU179576;"	"0.982"	"4764"	"4777"	"3423"	"62"	"0"	"4698"	"1276"	"4711"	"1289"	"0.0"	"2291"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"M"	"Plant,Invertebrate"	"71.85"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus tomatomaculae isolate 14-44 segment M, complete sequence|Orthotospovirus tomatomaculae|VRL|27-NOV-2018"	"99.6"	"4764"	"4768"	"4746"	"15"	"4"	"14"	"4755"	"14"	"4759"	"0.0"	"8656"	4764.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	28.22	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-MF326510.1-Orthotospovirus"	5	8.03	8.22	0.0	"NODE_1_length_4321_cov_170.687147,k141_40,NODE_32_length_511_cov_148.356164,NODE_34_length_510_cov_59.778032,NODE_79_length_325_cov_7.523810"	22.0	0.46	"461.80"	283362636.0	134.0	37.3	0.008085191	14712.0	0.0	13187.0	0.6234404533287191	2102011.0	99.37655954667129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1824741.0	1819623.0	0.0	0.0	13187.0	0.0	2102011.0	""	9752.0	1.0	0.0	0.0	0.739516	"Unknown Library"	282034227.0	134.0	37.3	0.00816963	4029.0	0.0	3435.0	0.1631483305674902	2102011.0	99.83685166943252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	496332.0	493168.0	0.0	0.0	5.0	116.0	3.0	8.0	1.0	116.0	0.0	0.0	124.0	0.0	0.0	0.0	28.0	28.0	88.0	88.0	3.14	3.14	20.0	4.0	6.0	4.0	1.0	24.0	6.0	6.0	1.0	0.0	28.0	16.0	103.51	0.0	158.0	111.0	100.0	100.0	99.0	92.0	62.0	0.0	0.0	0.0	0.0
