# id: 'contig_overview'
# section_name: 'CLUSTER: Clusters overview'
# format: 'tsv'
# description: 'Concatenation information of multiple tools regarding the clusters and the different iterations of them'
# plot_type: 'table'
"index"	"sample name"	"cluster"	"step"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(picard_dups) unpaired reads examined"	"(picard_dups) read pair optical duplicates"	"(picard_dups) unmapped reads"	"(picard_dups) estimated library size"	"(picard_dups) unpaired read duplicates"	"(picard_dups) secondary or supplementary rds"	"(picard_dups) read pairs examined"	"(picard_dups) read pair duplicates"	"(picard_dups) % duplication"	"(picard_dups) library"	"(samtools_stats) sequences"	"(samtools_stats) reads paired %"	"(samtools_stats) average length"	"(samtools_stats) is sorted"	"(samtools_stats) bases mapped (cigar)"	"(samtools_stats) reads QC failed %"	"(samtools_stats) reads unmapped"	"(samtools_stats) reads unmapped %"	"(samtools_stats) reads properly paired %"	"(samtools_stats) average quality"	"(samtools_stats) reads paired"	"(samtools_stats) non-primary alignments"	"(samtools_stats) supplementary alignments"	"(samtools_stats) reads mapped"	"(samtools_stats) reads mapped %"	"(samtools_stats) bases trimmed"	"(samtools_stats) bases duplicated"	"(samtools_stats) reads properly paired"	"(samtools_stats) outward oriented pairs"	"(samtools_stats) reads duplicated"	"(samtools_stats) reads duplicated %"	"(samtools_stats) bases mapped"	"(samtools_stats) insert size average"	"(samtools_stats) insert size standard deviation"	"(samtools_stats) inward oriented pairs"	"(samtools_stats) error rate"	"(samtools_stats) mismatches"	"(samtools_stats) reads MQ0"	"(samtools_stats) total length"	"(samtools_stats) reads QC failed"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools_stats) number of indels"	"(bcftools_stats) number of samples"	"(bcftools_stats) number of SNPs"	"(bcftools_stats) number of MNPs"	"(bcftools_stats) number of no-ALTs"	"(bcftools_stats) number of records"	"(bcftools_stats) number of others"	"(bcftools_stats) number of multiallelic sites"	"(bcftools_stats) number of multiallelic SNP sites"	"(bcftools_stats) number of transversions"	"(bcftools_stats) transversion in 1st alternative"	"(bcftools_stats) number of transitions"	"(bcftools_stats) transistion in 1st alternative"	"(bcftools_stats) transistions/transversions ratio"	"(bcftools_stats) transition/transversion in 1st alternative"	"(bcftools_stats) substitution T->C"	"(bcftools_stats) substitution A->C"	"(bcftools_stats) substitution C->A"	"(bcftools_stats) substitution G->T"	"(bcftools_stats) substitution A->T"	"(bcftools_stats) substitution C->T"	"(bcftools_stats) substitution T->G"	"(bcftools_stats) substitution T->A"	"(bcftools_stats) substitution G->C"	"(bcftools_stats) substitution C->G"	"(bcftools_stats) substitution G->A"	"(bcftools_stats) substitution A->G"	"(multiqc) mosdepth 1X coverage"	"(multiqc) mosdepth 5X coverage"	"(multiqc) mosdepth 10X coverage"	"(multiqc) mosdepth 50X coverage"	"(multiqc) mosdepth Median read depth"	"(multiqc) mosdepth Mean read depth"	"(multiqc) mosdepth Min read depth"	"(multiqc) mosdepth Max read depth"
"Catelyn-MN090277-MN090188_cl0_itvariant-calling"	"Catelyn-MN090277-MN090188"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9235.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	1.0	0.01	"10.83"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Catelyn-MN090277_cl0_consensus"	"Catelyn-MN090277"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9239.0	"No"	""	7.0	7.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	0.0	0.0	"0.00"	0.0	0.0	0.0	1660627.0	0.0	0.0	2000000.0	837366.0	0.418683	"Unknown Library"	2325268.0	100.0	301.0	1.0	699096602.0	0.0	0.0	0.0	99.82995508474724	33.0	2325268.0	0.0	0.0	2325268.0	100.0	0.0	0.0	2321314.0	0.0	0.0	0.0	699905668.0	780.7	79.6	1162634.0	0.01257136	8788593.0	0.0	699905668.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	81861.0	75667.69	0.0	90693.0
"Catelyn-MN090277_cl0_it1"	"Catelyn-MN090277"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9235.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	1.0	0.01	"10.83"	0.0	0.0	0.0	1660081.0	0.0	0.0	2000000.0	837551.0	0.418776	"Unknown Library"	2324898.0	100.0	301.0	1.0	699000452.0	0.0	0.0	0.0	99.8309603260014	33.0	2324898.0	0.0	0.0	2324898.0	100.0	0.0	0.0	2320968.0	0.0	0.0	0.0	699794298.0	780.3	79.5	1162449.0	0.01223934	8555301.0	0.0	699794298.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	81846.0	75690.0	0.0	90693.0
"Catelyn-MN090277_cl0_it2"	"Catelyn-MN090277"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9235.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	1.0	0.01	"10.83"	0.0	0.0	0.0	1660081.0	0.0	0.0	2000000.0	837551.0	0.418776	"Unknown Library"	2324898.0	100.0	301.0	1.0	699000452.0	0.0	0.0	0.0	99.8309603260014	33.0	2324898.0	0.0	0.0	2324898.0	100.0	0.0	0.0	2320968.0	0.0	0.0	0.0	699794298.0	780.3	79.5	1162449.0	0.01223934	8555301.0	0.0	699794298.0	0.0	0.0	53.0	2.0	2.0	1.0	53.0	0.0	0.0	55.0	0.0	0.0	0.0	12.0	12.0	41.0	41.0	3.42	3.42	11.0	1.0	2.0	2.0	2.0	6.0	2.0	1.0	2.0	0.0	12.0	12.0	100.0	100.0	100.0	100.0	81846.0	75690.0	0.0	90693.0
"Catelyn-MN090277_cl0_itvariant-calling"	"Catelyn-MN090277"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9235.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	1.0	0.01	"10.83"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Catelyn-reference_cl0_consensus"	"Catelyn-reference"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12420.0	"No"	""	11.0	9.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.84	"high kmer_freq may indicate large duplication"	11.0	0.09	"88.57"	112517.0	0.0	1127065.0	2508892.0	112183.0	0.0	1380209.0	318638.0	0.260869	"Unknown Library"	3250541.0	100.0	301.0	1.0	632197133.0	0.0	1127065.0	34.67315133080924	0.1023214289559799	32.8	3250541.0	0.0	0.0	2123476.0	65.32684866919077	0.0	0.0	3326.0	0.0	0.0	0.0	639166276.0	2845.4	2951.4	593065.0	0.01269391	8025055.0	1073805.0	978412841.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	99.0	99.0	98.0	98.0	56990.0	50901.36	0.0	104124.0
"Catelyn-reference_cl0_it1"	"Catelyn-reference"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12418.0	"No"	""	12.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.8	"high kmer_freq may indicate large duplication"	201.0	1.63	"1626.67"	111312.0	0.0	1124884.0	2192247.0	110968.0	0.0	1381902.0	356809.0	0.286801	"Unknown Library"	3175414.0	100.0	301.0	1.0	610500795.0	0.0	1124884.0	35.42479815230392	31.46808573622211	32.8	3175414.0	0.0	0.0	2050530.0	64.57520184769608	0.0	0.0	999242.0	0.0	0.0	0.0	617209530.0	1783.7	2267.8	790930.0	0.0110741	6760748.0	593382.0	955799614.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	98.0	98.0	98.0	52163.0	49162.41	0.0	99839.0
"Catelyn-reference_cl0_it2"	"Catelyn-reference"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12418.0	"No"	""	11.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.75	"high kmer_freq may indicate large duplication"	229.0	1.84	"1844.10"	112516.0	0.0	1125624.0	2347688.0	112181.0	0.0	1380930.0	336963.0	0.273488	"Unknown Library"	3213893.0	100.0	301.0	1.0	621700268.0	0.0	1125624.0	35.02369245024647	0.1080309767624497	32.8	3213893.0	0.0	0.0	2088269.0	64.97630754975351	0.0	0.0	3472.0	0.0	0.0	0.0	628568969.0	2531.5	2694.2	587268.0	0.0101017	6280232.0	462581.0	967381793.0	0.0	0.0	13.0	0.0	0.0	1.0	13.0	0.0	0.0	13.0	0.0	0.0	0.0	1.0	1.0	10.0	10.0	10.0	10.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	98.0	98.0	98.0	98.0	54028.0	50064.29	0.0	104064.0
"Catelyn-reference_cl0_itvariant-calling"	"Catelyn-reference"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12418.0	"No"	""	11.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.75	"high kmer_freq may indicate large duplication"	226.0	1.83	"1827.99"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Catelyn-reference_cl1_consensus"	"Catelyn-reference"	"cl1"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9298.0	"No"	""	8.0	7.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	7.0	0.08	"75.29"	0.0	0.0	0.0	1660485.0	0.0	15964.0	2000000.0	837414.0	0.418707	"Unknown Library"	2325172.0	100.0	301.0	1.0	699408477.0	0.0	0.0	0.0	99.68217404991977	33.0	2325172.0	0.0	15964.0	2325172.0	100.0	0.0	0.0	2317782.0	0.0	0.0	0.0	699876772.0	779.0	81.0	1160846.0	0.01292941	9042940.0	0.0	699876772.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	98.0	98.0	98.0	81843.0	75221.01	0.0	90692.0
"Catelyn-reference_cl1_it1"	"Catelyn-reference"	"cl1"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9298.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	227.0	2.45	"2452.14"	0.0	0.0	0.0	1660438.0	0.0	15964.0	2000000.0	837430.0	0.418715	"Unknown Library"	2325140.0	100.0	301.0	1.0	699449378.0	0.0	0.0	0.0	99.68638447577352	33.0	2325140.0	0.0	15964.0	2325140.0	100.0	0.0	0.0	2317848.0	0.0	0.0	0.0	699867140.0	779.1	81.0	1160881.0	0.01223536	8558017.0	0.0	699867140.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	98.0	98.0	98.0	81844.0	75225.42	0.0	90693.0
"Catelyn-reference_cl1_it2"	"Catelyn-reference"	"cl1"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9298.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	227.0	2.44	"2441.39"	0.0	0.0	0.0	1660338.0	0.0	15964.0	2000000.0	837464.0	0.418732	"Unknown Library"	2325072.0	100.0	301.0	1.0	699444445.0	0.0	0.0	0.0	99.68938596310136	33.0	2325072.0	0.0	15964.0	2325072.0	100.0	0.0	0.0	2317850.0	0.0	0.0	0.0	699846672.0	779.1	81.0	1160882.0	0.01223545	8558019.0	0.0	699846672.0	0.0	0.0	55.0	2.0	2.0	1.0	55.0	0.0	0.0	57.0	0.0	0.0	0.0	10.0	10.0	39.0	39.0	3.9	3.9	9.0	1.0	2.0	2.0	0.0	6.0	2.0	1.0	2.0	0.0	11.0	13.0	98.0	98.0	98.0	98.0	81844.0	75224.89	0.0	90693.0
"Catelyn-reference_cl1_itvariant-calling"	"Catelyn-reference"	"cl1"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9297.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	220.0	2.38	"2377.11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Catelyn-virosaurus_cl0_consensus"	"Catelyn-virosaurus"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9765.0	"No"	""	8.0	7.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.05	""	14.0	0.14	"143.37"	31.0	0.0	31.0	1652566.0	31.0	28830.0	1999969.0	840085.0	0.420054	"Unknown Library"	2319799.0	100.0	301.0	1.0	692351996.0	0.0	31.0	0.0013363226727832	99.63466662413424	33.0	2319799.0	0.0	28830.0	2319768.0	99.99866367732722	0.0	0.0	2311324.0	248.0	0.0	0.0	698250168.0	777.2	82.5	1157578.0	0.02055013	14227925.0	1746.0	698259499.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	96.0	96.0	96.0	81827.0	70806.82	0.0	90770.0
"Catelyn-virosaurus_cl0_it1"	"Catelyn-virosaurus"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9768.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.03	"low-confidence DTR"	423.0	4.34	"4340.70"	0.0	0.0	0.0	1659922.0	0.0	15964.0	2000000.0	837605.0	0.418803	"Unknown Library"	2324790.0	100.0	301.0	1.0	699331435.0	0.0	0.0	0.0	99.6851328507091	33.0	2324790.0	0.0	15964.0	2324790.0	100.0	0.0	0.0	2317470.0	0.0	0.0	0.0	699761790.0	779.0	81.0	1160706.0	0.01253224	8764188.0	0.0	699761790.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	93.0	93.0	93.0	93.0	81825.0	71580.56	0.0	90814.0
"Catelyn-virosaurus_cl0_it2"	"Catelyn-virosaurus"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9768.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	696.0	7.14	"7135.54"	0.0	0.0	0.0	1660007.0	0.0	15964.0	2000000.0	837576.0	0.418788	"Unknown Library"	2324848.0	100.0	301.0	1.0	699362847.0	0.0	0.0	0.0	99.68927000818978	33.0	2324848.0	0.0	15964.0	2324848.0	100.0	0.0	0.0	2317624.0	0.0	0.0	0.0	699779248.0	779.1	81.0	1160770.0	0.01252827	8761806.0	0.0	699779248.0	0.0	1.0	49.0	3.0	4.0	1.0	49.0	0.0	0.0	53.0	0.0	0.0	0.0	10.0	10.0	38.0	38.0	3.8	3.8	10.0	1.0	2.0	2.0	0.0	5.0	2.0	1.0	2.0	0.0	12.0	11.0	93.0	93.0	93.0	93.0	81826.0	71583.77	0.0	90814.0
"Catelyn-virosaurus_cl0_itvariant-calling"	"Catelyn-virosaurus"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9768.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	696.0	7.13	"7125.31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Catelyn-virosaurus_cl1_consensus"	"Catelyn-virosaurus"	"cl1"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9739.0	"No"	""	13.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.05	""	20.0	0.21	"205.36"	1.0	0.0	1.0	1650477.0	1.0	17099.0	1999999.0	840819.0	0.42041	"Unknown Library"	2318361.0	100.0	301.0	1.0	678013255.0	0.0	1.0	4.313392090360388e-05	99.65367774906495	33.0	2318361.0	0.0	17099.0	2318360.0	99.9999568660791	0.0	0.0	2310332.0	2.0	0.0	0.0	697826360.0	777.7	88.1	1156947.0	0.04436591	30080672.0	9.0	697826661.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	96.0	95.0	95.0	94.0	81663.0	69559.87	0.0	90469.0
"Catelyn-virosaurus_cl1_it1"	"Catelyn-virosaurus"	"cl1"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9688.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	556.0	5.74	"5739.06"	0.0	0.0	0.0	1659191.0	0.0	15964.0	2000000.0	837853.0	0.418926	"Unknown Library"	2324294.0	100.0	301.0	1.0	699126127.0	0.0	0.0	0.0	99.68618427789256	33.0	2324294.0	0.0	15964.0	2324294.0	100.0	0.0	0.0	2317000.0	0.0	0.0	0.0	699612494.0	779.0	81.0	1160458.0	0.0131175	9170788.0	0.0	699612494.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	94.0	94.0	94.0	94.0	81828.0	72125.21	0.0	90719.0
"Catelyn-virosaurus_cl1_it2"	"Catelyn-virosaurus"	"cl1"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9693.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	615.0	6.36	"6355.10"	0.0	0.0	0.0	1660963.0	0.0	15964.0	2000000.0	837252.0	0.418626	"Unknown Library"	2325496.0	100.0	301.0	1.0	699553725.0	0.0	0.0	0.0	99.69081864686072	33.0	2325496.0	0.0	15964.0	2325496.0	100.0	0.0	0.0	2318306.0	0.0	0.0	0.0	699974296.0	779.4	81.0	1161094.0	0.01258308	8802539.0	0.0	699974296.0	0.0	0.0	50.0	6.0	6.0	1.0	50.0	0.0	0.0	56.0	0.0	0.0	0.0	11.0	11.0	37.0	37.0	3.36	3.36	11.0	2.0	2.0	2.0	1.0	4.0	2.0	0.0	2.0	0.0	12.0	10.0	94.0	94.0	94.0	94.0	81830.0	72170.65	0.0	90719.0
"Catelyn-virosaurus_cl1_itvariant-calling"	"Catelyn-virosaurus"	"cl1"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9693.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	614.0	6.33	"6334.47"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Catelyn-virosaurus_cl2_consensus"	"Catelyn-virosaurus"	"cl2"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9081.0	"No"	""	10.0	9.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.01	"11.01"	0.0	0.0	0.0	1659878.0	0.0	15831.0	2000000.0	837620.0	0.41881	"Unknown Library"	2324760.0	100.0	301.0	1.0	699023676.0	0.0	0.0	0.0	99.62955315817548	33.0	2324760.0	0.0	15831.0	2324760.0	100.0	0.0	0.0	2316148.0	0.0	0.0	0.0	699752760.0	779.1	81.3	1160047.0	0.01297382	9069005.0	0.0	699752760.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	81846.0	76962.96	0.0	90649.0
"Catelyn-virosaurus_cl2_it1"	"Catelyn-virosaurus"	"cl2"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9074.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	31.0	0.34	"341.64"	0.0	0.0	0.0	1659586.0	0.0	15831.0	2000000.0	837719.0	0.418859	"Unknown Library"	2324562.0	100.0	301.0	1.0	698979813.0	0.0	0.0	0.0	99.6316725473444	33.0	2324562.0	0.0	15831.0	2324562.0	100.0	0.0	0.0	2316000.0	0.0	0.0	0.0	699693162.0	778.5	81.4	1159944.0	0.01225735	8567639.0	0.0	699693162.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	81853.0	77017.85	0.0	90556.0
"Catelyn-virosaurus_cl2_it2"	"Catelyn-virosaurus"	"cl2"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9074.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	28.0	0.32	"319.59"	0.0	0.0	0.0	1659594.0	0.0	15831.0	2000000.0	837716.0	0.418858	"Unknown Library"	2324568.0	100.0	301.0	1.0	698983780.0	0.0	0.0	0.0	99.63201764801028	33.0	2324568.0	0.0	15831.0	2324568.0	100.0	0.0	0.0	2316014.0	0.0	0.0	0.0	699694968.0	778.5	81.4	1159951.0	0.01224448	8558693.0	0.0	699694968.0	0.0	1.0	50.0	1.0	2.0	1.0	50.0	0.0	0.0	52.0	0.0	0.0	0.0	10.0	10.0	39.0	39.0	3.9	3.9	9.0	0.0	3.0	1.0	0.0	6.0	3.0	1.0	1.0	1.0	10.0	14.0	100.0	100.0	100.0	100.0	81853.0	77018.29	0.0	90556.0
