,,mismatches,identities,query_length,number_of_gaps,number_of_Ns,alignment_length,got,db,alignment_path
Jon-virosaurus_cl0_it2.consensus_ivar,MN090240.1,281,8731,9766,3,693,9766,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl0_it2.consensus_ivar,MN090277.1,0,9070,9763,0,693,9763,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl14_it2.consensus_ivar,MN090240.1,272,8359,9125,189,295,9125,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl14_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl14_it2.consensus_ivar,MN090277.1,0,8641,9232,296,295,9232,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl14_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl20_it2.consensus_ivar,MN090240.1,74,1875,9649,7066,0,9649,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl20_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl20_it2.consensus_ivar,MN090277.1,10,2108,9697,7114,0,9697,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl20_it2.consensus_ivar.vs.MN090277.1.aln
Jon-virosaurus_cl6_it2.consensus_ivar,MN090240.1,282,8730,9298,3,227,9298,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl6_it2.consensus_ivar.vs.MN090240.1.aln
Jon-virosaurus_cl6_it2.consensus_ivar,MN090277.1,1,9067,9295,0,227,9295,Jon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jon.virosaurus_cl6_it2.consensus_ivar.vs.MN090277.1.aln
Jorah-MN090277-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,0,9010,9011,0,1,9011,Jorah,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-MN090277_cl1_it2.consensus_ivar,MZ766668.1,0,9010,9011,1,0,9011,Jorah,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.MN090277_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,0,9010,9011,0,1,9011,Jorah,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-reference_cl0_it2.consensus_ivar,MZ766668.1,0,9010,9532,0,522,9532,Jorah,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.reference_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Jorah-virosaurus_cl2_it2.consensus_ivar,MZ766668.1,0,8908,9122,103,76,9122,Jorah,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Jorah.virosaurus_cl2_it2.consensus_ivar.vs.MZ766668.1.aln
Rickon-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9055,9056,0,1,9056,Rickon,MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-MN090277-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9055,9232,0,177,9232,Rickon,MN090277-MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-MN090277_cl0_it2.consensus_ivar,MN090188.1,0,9055,9232,0,177,9232,Rickon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.MN090277_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-reference_cl0_it2.consensus_ivar,MN090188.1,0,9054,9084,1,29,9084,Rickon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.reference_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Rickon-virosaurus_cl0_it2.consensus_ivar,MN090188.1,0,9040,9089,15,34,9089,Rickon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Rickon.virosaurus_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9056,9056,0,0,9056,Robb,MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090188_cl0_it2.consensus_ivar,MN090277.1,49,9004,9235,179,0,9235,Robb,MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090188_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-MN090277-MN090188_cl0_it2.consensus_ivar,MN090188.1,0,9056,9232,0,1,9232,Robb,MN090277-MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090277-MN090188_cl0_it2.consensus_ivar,MN090277.1,49,9179,9235,3,1,9235,Robb,MN090277-MN090188,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277.MN090188_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-MN090277_cl0_it2.consensus_ivar,MN090188.1,0,9056,9232,0,1,9232,Robb,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-MN090277_cl0_it2.consensus_ivar,MN090277.1,49,9179,9235,3,1,9235,Robb,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Robb-reference_cl1_it2.consensus_ivar,MN090188.1,0,9056,9295,0,227,9295,Robb,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.reference_cl1_it2.consensus_ivar.vs.MN090188.1.aln
Robb-reference_cl1_it2.consensus_ivar,MN090277.1,49,9016,9298,3,227,9298,Robb,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Robb-virosaurus_cl0_it2.consensus_ivar,MN090188.1,0,9056,9295,0,227,9295,Robb,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.virosaurus_cl0_it2.consensus_ivar.vs.MN090188.1.aln
Robb-virosaurus_cl0_it2.consensus_ivar,MN090277.1,49,9016,9298,3,227,9298,Robb,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Robb.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090240_cl0_it2.consensus_ivar,MN090240.1,58,8956,9025,0,1,9025,Sansa,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090240_cl0_it2.consensus_ivar,MN090277.1,223,8798,9235,210,1,9235,Sansa,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,78,8937,9229,0,1,9229,Sansa,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090277-MN090240_cl0_it2.consensus_ivar,MN090277.1,203,9022,9235,6,1,9235,Sansa,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-MN090277_cl0_it2.consensus_ivar,MN090240.1,78,8937,9229,0,1,9229,Sansa,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-MN090277_cl0_it2.consensus_ivar,MN090277.1,203,9022,9235,6,1,9235,Sansa,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl0_it2.consensus_ivar,MN090240.1,1709,7211,12493,91,22,12493,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl0_it2.consensus_ivar,MN090277.1,1757,7291,12582,180,22,12582,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-reference_cl1_it2.consensus_ivar,MN090240.1,55,8960,9467,0,339,9467,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-reference_cl1_it2.consensus_ivar,MN090277.1,224,8835,9476,9,339,9476,Sansa,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl0_it2.consensus_ivar,MN090240.1,95,8848,9767,14,758,9767,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl0_it2.consensus_ivar,MN090277.1,179,8815,9764,11,758,9764,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl1_it2.consensus_ivar,MN090240.1,85,8898,9767,32,218,9767,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl1_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl1_it2.consensus_ivar,MN090277.1,217,8854,9770,35,218,9770,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Sansa-virosaurus_cl4_it2.consensus_ivar,MN090240.1,81,8934,9298,0,227,9298,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl4_it2.consensus_ivar.vs.MN090240.1.aln
Sansa-virosaurus_cl4_it2.consensus_ivar,MN090277.1,200,8868,9298,0,227,9298,Sansa,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Sansa.virosaurus_cl4_it2.consensus_ivar.vs.MN090277.1.aln
Theon-MN090240_cl0_it2.consensus_ivar,MN090240.1,0,9014,9015,0,1,9015,Theon,MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-MN090277-MN090240_cl0_it2.consensus_ivar,MN090240.1,0,8996,9225,0,229,9225,Theon,MN090277-MN090240,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.MN090277.MN090240_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-MN090277_cl0_it2.consensus_ivar,MN090240.1,0,8996,9225,0,229,9225,Theon,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.MN090277_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-reference_cl0_it2.consensus_ivar,MN090240.1,0,8996,9288,0,292,9288,Theon,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.reference_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Theon-virosaurus_cl0_it2.consensus_ivar,MN090240.1,0,8996,9288,0,292,9288,Theon,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Theon.virosaurus_cl0_it2.consensus_ivar.vs.MN090240.1.aln
Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,1161,7778,9308,72,1,9308,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar,MN090277.1,202,9029,9236,0,1,9236,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,77,8927,9012,7,0,9012,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277-MZ766668_cl1_it2.consensus_ivar,MN090277.1,1321,7625,9291,286,0,9291,Tyrion,MN090277-MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277.MZ766668_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277_cl0_it2.consensus_ivar,MZ766668.1,1161,7778,9308,72,1,9308,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277_cl0_it2.consensus_ivar,MN090277.1,202,9029,9236,0,1,9236,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MN090277_cl1_it2.consensus_ivar,MZ766668.1,66,8930,9104,15,0,9104,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MN090277_cl1_it2.consensus_ivar,MN090277.1,1305,7726,9290,201,0,9290,Tyrion,MN090277,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MN090277_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MZ766668_cl0_it2.consensus_ivar,MZ766668.1,84,8920,9013,7,0,9013,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl0_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MZ766668_cl0_it2.consensus_ivar,MN090277.1,1311,7635,9292,286,0,9292,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl0_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-MZ766668_cl1_it2.consensus_ivar,MZ766668.1,1222,7682,9159,107,0,9159,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-MZ766668_cl1_it2.consensus_ivar,MN090277.1,136,8916,9232,180,0,9232,Tyrion,MZ766668,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.MZ766668_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-reference_cl1_it2.consensus_ivar,MZ766668.1,55,8949,9533,7,521,9533,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-reference_cl1_it2.consensus_ivar,MN090277.1,1316,7624,9674,148,521,9674,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-reference_cl2_it2.consensus_ivar,MZ766668.1,1223,7702,9361,66,222,9361,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl2_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-reference_cl2_it2.consensus_ivar,MN090277.1,140,8933,9295,0,222,9295,Tyrion,reference,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.reference_cl2_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-virosaurus_cl1_it2.consensus_ivar,MZ766668.1,61,8950,9915,0,255,9915,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl1_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-virosaurus_cl1_it2.consensus_ivar,MN090277.1,1323,7663,10027,112,255,10027,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl1_it2.consensus_ivar.vs.MN090277.1.aln
Tyrion-virosaurus_cl21_it2.consensus_ivar,MZ766668.1,1222,7703,9361,66,222,9361,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl21_it2.consensus_ivar.vs.MZ766668.1.aln
Tyrion-virosaurus_cl21_it2.consensus_ivar,MN090277.1,141,8932,9295,0,222,9295,Tyrion,virosaurus,./data/hybrid-vs-skiphybrid/hybrid-vs-ref//Tyrion.virosaurus_cl21_it2.consensus_ivar.vs.MN090277.1.aln
